the number of spring coils,the outside diameter of the spring,the spring wire diameter,minimize the volume of spring steel wire which is used to manufacture the spring,the sum of the four constraint violations
39.06723954387938,9.026471466142183,0.177,28.60804347687442,14277.103150817551
7.48387866507726,24.39886360735869,0.263,37.47687409903537,10436.940960217458
2.3003387064459555,9.764487234668955,0.0104,0.01042355508824202,77506903.7851804
61.50680563921705,7.442645790905622,0.307,110.77042694222186,1421.2263697921721
35.3344594328122,15.087794300988243,0.283,110.31640578583838,9175.258934108468
23.686378635114334,11.952318882744528,0.244,45.650435617170096,5674.608421796433
28.567869278987647,21.679849589505995,0.148,36.322952561505076,300065.47438987886
66.75055749886764,13.093760089241135,0.12,32.10078967936989,353314.98853168444
16.27573824230042,27.403309973710826,0.244,72.45943363228776,45341.531634617335
20.353676846396255,22.833803619385908,0.105,13.665303909773455,954102.0615586495
64.3718226218742,18.720305885717348,0.225,154.3340192842863,79856.17357162769
49.919776394697124,4.379584708901367,0.105,6.195189947830394,16864.270180835094
50.91461121556461,5.7062923115201745,0.4375,142.83207764378696,134.74643602810073
18.91853719203808,14.451450054406532,0.225,37.90840495242476,10955.499462723177
32.46778774806883,10.808005918380704,0.283,72.61680150666636,3101.063492108251
53.99794512273804,6.434874220106729,0.5,222.2838202312764,43483.16187806713
7.15151586467558,10.574100284927294,0.148,5.143386009799802,8467.048735338247
28.5942645607419,8.141487600616186,0.307,58.692412968034795,880.1878989465623
50.810020566218824,8.281394252998938,0.307,102.06946425542931,1610.603631805178
6.132975783265098,24.05286720232309,0.283,38.02502126637032,6419.38492368248
46.13711320893154,25.089259190963226,0.331,325.55533530966545,29542.866299657515
44.78259829486451,18.453034567161538,0.12,30.815406379234958,664169.4362524191
2.776677173506117,14.53379600202952,0.072,0.9295094540703521,167083.12045431655
67.4167519467116,29.04879402511721,0.054,14.421301999544099,94053884.25837615
67.83714064499395,21.02161882215118,0.263,251.13974443130536,64370.29156309461
45.324207958145486,17.003397413924322,0.244,117.39591096866785,30456.822414776485
30.88095631918471,11.888436195408397,0.283,77.5266996581326,3992.1561938087957
31.72084371358698,22.608748221609265,0.5,474.17122702112147,2922.275595057794
10.598525811332888,19.97710082876674,0.041,1.0771675989102345,15113279.332327858
54.105511997382635,23.64026051417319,0.225,165.36556361762672,135654.29062527715
36.72520018975885,5.234787180350044,0.331,55.189870983308495,226.88142545544156
34.35046028190262,16.880228448535266,0.263,103.71273129916,16704.828739434364
57.7923906930697,26.42467031494909,0.244,232.90576293861437,147127.83570606264
47.636346654887106,22.53332739585627,0.207,119.11755652615463,145759.81627298944
69.64278847991702,20.79033552153256,0.5,923.3657413354897,4938.420966889282
36.231437691858375,10.761377731704473,0.023,0.5337610739091541,78070605.84157124
52.27244045133795,11.123894974922454,0.5,370.53599445590777,575.6766121861828
45.66348226869113,11.53246140318801,0.394,212.02908778146855,1450.7235248276504
9.475362496715674,26.24789057322122,0.105,7.8542630840755265,652262.431231589
32.24575726974689,28.027239171175502,0.12,33.85801420028426,1654688.8072186108
11.450940000399426,6.530772213528382,0.4375,40.09625002089229,51.40277550568991
9.202198321353238,13.265575567104177,0.394,55.89217121674895,453.9662923602825
24.795043207470297,29.932262629214904,0.362,261.31251294246397,19089.85572829061
53.896118289795176,29.812771399297166,0.331,451.3215994724089,58132.717481363674
55.930237240050445,16.078743724489442,0.394,357.2007025655407,4740.36785398532
52.565036672761096,6.665895254005429,0.177,28.34049694693112,7821.813970509174
16.837592961414106,18.366058476725165,0.135,15.691947800071294,154533.43963324532
66.57361737301221,6.949762276171008,0.207,50.699010714226446,5994.090345727127
23.775051763413074,11.908564260723216,0.035,0.9358550652223785,13152810.376939777
62.92210877105121,21.843298935475453,0.362,459.08011430095263,18674.867245114572
45.196647729301425,16.519842629915637,0.072,9.93135510364241,3676351.562836637
2.1716509053438484,5.988441449529172,0.177,1.8516550579843845,242.6756867499093
8.589145313771773,3.224780262455034,0.307,8.24915221164167,22.799658017807193
7.7005810863087785,12.510997568311765,0.5,77.17412291389253,142.832728610392
4.432267129032123,9.54051705576314,0.4375,27.034542931577167,63.72623815678473
19.720412816255553,2.1069875499011856,0.105,1.2609649133998735,765.2772995661417
63.62688659727983,13.566777261016256,0.307,208.22704470851866,8800.801515539853
19.311757956806524,8.565739432663808,0.394,68.89954463155512,258.78831955299535
19.425130572392835,16.72968359654183,0.394,134.5672011964609,1835.9312596543925
42.205322103623985,26.27851620640668,0.394,442.87963826396407,15463.737088472384
61.45266806561837,17.660331582449214,0.394,426.1589371139511,6829.977845015987
59.43412637410261,15.624757549756747,0.5,587.9262955388147,1780.4844631456476
54.18238281419715,3.121700972416996,0.283,34.545537297257596,131.4938537422932
12.493933603176886,0.7566369306625196,0.12,0.3763724419170347,15.030738073581364
41.314151038336206,4.506971926249611,0.394,74.23103332902177,83.03694188719169
25.683074388968613,2.1801060709509175,0.092,1.2748264464384584,1850.6860967854059
34.81709000359778,28.82285538222248,0.5,657.8372920185479,6583.03546764333
41.40673432104497,10.449674317670283,0.041,1.863711470669544,8062326.508085197
