the number of spring coils,the outside diameter of the spring,the spring wire diameter,minimize the volume of spring steel wire which is used to manufacture the spring,the sum of the four constraint violations
40.85985497065163,12.987798806589504,0.394,213.91252083631898,1843.7941309439714
45.64487255324547,2.1289639932647506,0.307,23.764356497394722,27.017949571655375
58.30322977476489,26.894707627350655,0.263,275.4034198479626,114938.6682748146
60.09273447844751,14.153781603758802,0.032,2.2171949985095574,79006241.49106811
43.17842745391289,5.4566728628554255,0.307,57.10273853244923,396.51546563374325
65.06627661659641,27.992416384851108,0.4375,885.7497962311903,19009.87528027387
10.924514631299832,21.435631951636573,0.192,25.34672514217008,38930.19188425867
25.27870512116644,29.260384270256665,0.394,302.6049216235857,12725.691987677139
19.086979775790518,20.783857103824015,0.135,19.626946271522833,250234.42427596074
45.48528088958256,25.49844212649014,0.331,323.97182829270946,30337.15660373976
58.8243235828692,15.613852103700271,0.225,118.97197924065547,42737.07725676264
66.31145534598706,13.728653008960638,0.331,252.36701023561537,6965.195238001782
17.17577130259612,7.901844820935217,0.192,13.656025184321617,3042.425862202142
30.602263909882833,26.0326899716206,0.5,529.9229750019592,4308.986766082762
65.47753510534827,21.14940897516699,0.263,241.83785889239087,62661.88640730539
28.10950866746461,9.923872613006024,0.225,37.188377072770905,5239.357364252568
21.483512949045682,17.173439137368753,0.105,10.744926857128167,426271.64621374226
50.01927383338384,13.490511242729328,0.207,74.16725349008003,32619.394972562204
36.50342816124807,7.524492428482494,0.4375,138.5918478680533,222.4620011229484
20.77917689958906,2.7473299952136903,0.092,1.3196357503979002,2985.605087252591
45.134461245681834,8.166607737822538,0.225,47.9451127287807,4688.954648776426
57.83221029128038,19.6991221567636,0.225,147.6396183901431,84325.31305810287
28.502472330344673,15.314008907672159,0.4375,224.20560112771517,1415.093045320887
4.632900782202886,17.779522720294345,0.177,9.620650220817797,14038.274480117976
60.88908333425727,25.512762442540538,0.0173,1.1869433592437602,5506912560.482947
45.39830997287465,18.707239413938836,0.307,204.46739658649312,16206.900756332698
29.948417898808756,12.692956599455636,0.362,131.3317310220626,1770.4780892942929
35.65261553384528,0.8536003751871661,0.263,5.535915404596321,6990.084630505599
35.34913818602362,12.713266467085552,0.054,3.3844347656575255,4118878.8442816953
58.71465166051708,28.334537412974868,0.018,1.3817539859355572,6225878882.893787
29.589571758380043,23.8043173555136,0.244,111.89871946862372,55686.20882888712
54.297178784992994,20.547883366189083,0.135,51.74428734853831,686979.366960244
19.14737737065159,13.758050548874602,0.148,15.614906222407008,50307.659834331374
32.79060107661184,23.639870574029757,0.283,163.5030144289392,33176.66705053158
15.76676559483826,18.586010194923634,0.009,0.06686262904274688,7624278679.093743
38.47108911385711,26.606958633041675,0.362,344.12174846044513,20365.9392191499
50.47050677419157,7.314796140823032,0.331,102.82561420302882,811.7291480587629
45.2285168911214,29.490034739436506,0.135,62.32760415655463,1692187.3914143464
45.908741609468166,16.337285700066307,0.0104,0.20927992640395499,8349384364.369388
46.50423452216176,2.43255863972801,0.263,20.34279625107665,73.85736769059547
30.323318786643505,28.57800207280367,0.331,247.2165738727212,28487.105565998118
13.15641071523235,9.951529924605092,0.4375,70.49802998336848,188.78703006428245
48.75105199731566,1.0842824705778553,0.263,9.437649924420906,28.507058448757387
19.108850139116676,23.746690631112564,0.162,32.29179391937302,180026.53177856814
39.540944703149044,5.196398497719395,0.394,83.5956995963913,122.35438732173981
3.2387694040674786,13.263484947624463,0.047,0.361462396066251,698820.6481133203
24.550005348891414,14.766667887411362,0.244,58.5687126546611,11115.334169896985
61.30414776711519,2.401006559541564,0.244,22.220473171504512,121.58558790506221
19.90480879891458,24.83181841585549,0.192,49.690505642175964,109858.98853578679
59.127755311188736,13.123405141388869,0.362,258.84111775319536,3813.358143615445
