the number of spring coils,the outside diameter of the spring,the spring wire diameter,minimize the volume of spring steel wire which is used to manufacture the spring,the sum of the four constraint violations
11.219159908492054,5.5136193238998015,0.092,1.496909480422413,12588.301347528162
62.473002784672346,4.425388814936813,0.4375,133.76031308107295,35249.7624394308
50.85908165349326,5.548311689209803,0.283,58.109795261626324,676.6532855486889
61.29056691776825,23.465609298421995,0.035,4.4683607427997805,255766983.63363898
44.55391146209213,28.89230033275522,0.105,36.94012245695278,4348294.249161596
33.39679481831702,5.358050659566806,0.08,2.961383060771536,60410.9678815558
47.17453102505394,22.563738446410827,0.307,257.11276682473186,29667.611954470307
58.0030197834212,8.206073442701626,0.092,10.28257908990768,217942.72420417337
11.922880925819856,22.834593499251504,0.362,103.36612019630421,4110.339822826725
50.57970282122855,24.12365008595385,0.5,788.6760501318438,5622.394145400694
35.959503861697144,8.31953270922313,0.12,11.232715940619508,48746.641364131625
31.256654393423716,21.513261764347575,0.4375,335.28650224292755,4147.516179884346
49.75829445662975,22.116017668829198,0.394,440.49650764491423,10981.27617567778
19.7925966206618,26.454836348505456,0.362,188.18484915060932,10569.115895855432
16.346943464123257,23.844936071267597,0.283,84.81668466180378,16548.46488758233
12.266924804560144,25.416740160499707,0.5,219.496524230736,1581.7339952540553
20.102239650164343,13.327563859623334,0.331,79.26276069259467,1956.7189096520617
16.92080020897729,10.886020682063313,0.135,9.30100862468196,32228.646759333107
36.708360209241974,5.2900949108806055,0.331,55.772975206498174,233.9456022633147
46.710160928444246,10.814039822334706,0.394,202.9627049598679,1224.263293247687
12.399048047176853,23.508769670449635,0.105,8.95315882669395,624822.4610293577
35.20958265937282,16.683293875979494,0.225,77.10602491517406,30949.632526164743
18.01620086689226,15.321638226491515,0.5,189.02313509009952,530.8202306716213
27.518305547104383,17.54577505362682,0.192,47.87800253055566,54282.353131910815
43.08669952089458,19.22520830760982,0.0118,0.297226369361831,7674390032.028669
68.93330401872753,22.636247841360735,0.225,200.75555873390138,152158.99547486368
10.415847478228791,1.5898414022187248,0.148,1.031093937782845,47.277572276888534
10.044741759465621,27.418283795725912,0.263,56.15297424557826,21079.157174855947
16.518442003341775,9.151035188650965,0.244,25.541313811975403,1822.9964441243699
20.013173379942998,14.010607885692401,0.394,118.06246790221961,1142.8016364488221
7.73355343001754,7.245619500014263,0.207,7.660479743605661,837.8493040751769
32.67996924932022,1.6360905248443518,0.072,0.7324536048543488,2637.2360759984017
13.851259642915096,23.508808476353227,0.331,101.68252966999422,7445.783622084046
18.873015321206072,12.297916651449198,0.263,44.075991544875635,3639.303017049092
43.442184310697634,7.727090137186115,0.4375,164.21936213907978,277.1023378364951
61.47407106652745,28.946275874457314,0.263,311.2321818869716,150688.52519038576
11.884343198595413,1.497981074407574,0.362,6.780961167277961,77443.0305646329
51.207761675946784,7.785864769841489,0.394,158.0574327549156,501.91385359468165
26.205636875336033,11.819849477489333,0.4375,156.30247179364127,593.4395591538802
44.560987557250726,9.363124659815954,0.362,142.2903863713508,1069.0590375264778
68.28288166648906,3.038715480637611,0.4375,100.45786572955323,76794.62838980462
69.3240516409094,13.691938154469364,0.283,192.10377651483304,13489.983253739068
17.915555850384784,21.095427198997157,0.4375,199.25727607769613,2289.99751611737
45.966928523472056,11.36167512388505,0.054,3.923836276315066,3863876.6310325544
35.92771074458279,16.8846559230047,0.092,13.39958106144403,1178105.3195860756
38.0221389427296,9.850192463437006,0.331,106.51246833990515,1498.8250652264512
13.08653380339409,4.348772894476165,0.362,21.091860113703035,38.08110748608013
59.61979994581885,9.462442204954609,0.08,9.264343674122513,604467.7632439297
44.97673853706647,14.169401535415128,0.035,2.0129139437447234,41542175.27019973
66.91364241702264,24.375036945306825,0.177,130.01116806359823,481535.3307973441
33.98887140577307,29.8568144195939,0.12,38.18987313095793,2125320.8458911707
68.15763464595103,8.297169851019806,0.362,187.79538513303893,1120.0949256102258
29.33781230046134,5.455974725202026,0.362,54.68786119497412,144.38007469074964
22.196266825208358,11.010774951652559,0.148,14.282107997811753,29877.243006700843
25.355724094802444,0.6337144594124065,0.177,1.3226461357858459,21.64261033597805
61.72432073759441,8.982312246102756,0.331,155.4045977937504,1845.6672749724582
28.247412886181465,3.3681531892311356,0.054,0.7270099657393357,61328.23684902703
61.27782512233208,2.060052575509875,0.5,80.05687186505294,130730.10629463053
61.6836337360756,19.119985549699845,0.394,468.70515642937426,8801.364955244824
39.80884958698276,18.578890466922584,0.5,481.3365351892026,2031.5243504790324
43.533407303269435,26.585491440439014,0.177,94.53416907556773,410334.8242235659
