the number of spring coils,the outside diameter of the spring,the spring wire diameter,minimize the volume of spring steel wire which is used to manufacture the spring,the sum of the four constraint violations
33.258697198377625,25.718978397107684,0.263,153.62893115723713,57233.80886570245
66.65812230625023,3.4677000179735797,0.015,0.13283511118731162,26873744.422169257
63.43345039591508,23.02841230743298,0.192,136.15060160904338,275803.6568143265
21.75353452077486,24.714764973696308,0.362,191.78940936847107,9481.791964515904
37.26173658983917,29.196240103479614,0.0173,0.8408596136352418,5005972089.029118
67.2845279150692,20.550801256389853,0.207,149.9195586381536,154325.39386601324
42.662178496621806,16.626968602741258,0.225,93.46099079791102,37624.65053951639
2.381951992479333,8.658954903769933,0.092,0.7233373285908221,8915.897187256236
63.4719309858508,24.693026406778525,0.307,373.2537524231003,52075.80651919359
40.78058149915925,2.5053547290866516,0.307,25.05267971378563,39.255783493723385
54.414885542683564,18.89047722527028,0.148,57.17341601970673,369582.06770502194
31.92075588739315,25.390704860504698,0.12,30.67297640241097,1230304.6036602266
56.335860670048596,26.527887778963198,0.5,949.0966226588667,8194.089399994666
36.17549300462334,2.6649575970097206,0.394,38.78877797561653,53546.89051790822
38.83779363206601,16.073526605946423,0.4375,311.23676953372177,2185.1526793345024
57.283185876490364,24.29469737390237,0.135,64.45710506832006,1198472.6480306024
66.94021019208881,11.528732635901758,0.263,135.76315103321562,10488.873455309396
7.270109220701688,18.46903113865695,0.394,63.66765007318461,933.7446649780667
62.92273391596838,9.249012988996311,0.105,16.354116915561505,199775.3949953703
4.738004895626729,27.525208362746156,0.307,44.80692706119141,5801.491770007461
30.396014809008363,10.673634314332535,0.394,130.82613028040976,760.0034149268888
33.93345420319781,20.04994358559009,0.5,445.2412757713499,2171.0006763797933
58.42288007388199,17.492321546728828,0.092,21.918665611054944,2110315.956500663
1.5973099746599855,22.78301209955294,0.207,9.63499685218659,6378.768594518368
66.28448966628,10.980725735297192,0.362,241.43312302497725,2504.035973572086
67.04464694193496,13.895460993097533,0.5,591.4279065695139,1424.1077960128355
24.405893358343352,8.253863918293064,0.162,13.896340130965468,9588.125709347316
44.264309768587104,19.394351604705243,0.207,94.322117383672,85220.35249066332
45.269856937819405,8.16031021195857,0.4375,181.13417415996906,339.42243023469325
59.97200763819363,28.305938227187003,0.331,474.42218095645075,55284.19595641358
54.80441448423051,20.177529229806492,0.192,104.6128544272062,162002.7305721737
31.606669613831407,19.710314874262046,0.092,13.995482902366835,1665805.505861332
35.84599390896921,3.3544400777553802,0.072,1.630453366321188,24664.310498958086
34.62008092110211,26.158336315719698,0.394,370.7183136887965,12721.267094393634
20.016403144904668,19.374486876339926,0.283,84.22975068117377,11106.651588525783
66.59357783855623,6.848498289633029,0.225,59.0267990562097,4115.22412512639
26.80692544605513,4.7937382770920225,0.4375,65.65505748486673,24110.041396096432
28.609716313142453,5.301863498090399,0.4375,77.62222810846862,8782.078684749948
3.032440151502497,9.017354567353097,0.192,4.1010150446959726,830.9290658418571
34.68959154708546,27.10093375659871,0.394,384.07689007349,14142.052625386505
41.34536329613767,4.035860190223306,0.331,46.91376739651631,117.28075028955466
63.32529403895602,16.19375620714451,0.092,21.982463574379,1818709.0850992985
35.261456333645754,28.429583290317204,0.105,28.614790478169798,3222169.9200940616
34.11286245952834,4.654061853389451,0.105,4.557776279368317,13771.27019682063
23.441640066994065,5.4181555466768,0.014,0.06550693849085339,46372858.88780589
5.051513534578087,25.796788016301434,0.283,35.68422754296515,6603.359023123757
40.77216924421086,1.2879760659017263,0.4375,26.1560474820651,126578.26847003892
11.716466511072746,18.597507222451455,0.362,84.18595964804742,2235.900534356297
54.8817912576222,17.974782122348085,0.4375,483.8763091407946,4282.361670390388
2.116294340928158,8.163983854107466,0.5,20.143822744230377,8309.422447040719
18.985250335482192,14.864715293779108,0.092,6.5191548800498005,424349.1188766512
35.37647063193175,23.233326938319617,0.135,38.65631209704869,643680.9135581363
32.73316225891415,16.20135411048471,0.018,0.45331920978498735,650981500.521937
11.596469793995203,7.09639863209068,0.244,14.594373142939025,613.983948021974
25.052845186550478,13.721001930927747,0.162,23.989399271510287,45739.5755900352
28.105019527025135,12.27049628385583,0.362,119.02557223603876,1496.5457637107922
45.04810413821693,16.195111784207448,0.244,111.81529519444679,26322.155052998358
68.99285891954415,24.632886318003905,0.331,472.7912091571167,41908.39062791923
12.101220654729085,15.090770644154027,0.177,16.33148743236766,20541.338067502515
9.57833690562338,11.171830825873721,0.08,2.1170217731955656,165904.38752596703
18.71157602479837,26.950037174044127,0.362,182.99345564779324,10616.19383329411
14.994086669926567,2.421161028145832,0.362,13.308511715500751,29968.082149714508
61.57754913200575,18.95570239109488,0.4375,572.948681468726,5652.00299415158
6.332817077943417,11.809896347191795,0.035,0.28556956216340057,3207396.3680202826
57.1852612764397,19.590372126427077,0.5,712.9752596574884,3373.9050876431565
44.97631758846003,19.604912710396903,0.331,249.0912732157782,13810.76703486806
7.226492250211516,8.646542664415795,0.092,1.6251760252071124,30848.179704230424
50.856188813489524,23.789901102847313,0.063,12.34779353732436,21226760.21110861
68.2401617438643,14.589252562437489,0.283,201.81047647902,16078.002072920437
55.293035702600015,19.12846433972615,0.105,29.660147983282705,1542361.2290110106
13.40554074095931,21.03953732761291,0.362,102.04326345363194,3487.1391124841575
25.68858064187041,6.502697429758903,0.307,42.34167975717148,408.84533042404945
50.399795004047874,28.59117878042498,0.192,135.23142246016187,418891.4223288467
6.830777457671185,9.309267753995845,0.207,8.858057113188396,1538.5208722156322
8.081178064957731,14.270032282155457,0.047,0.77778654418792,2320169.153687983
19.738706491489353,27.656957937131924,0.148,32.88442669959003,429606.85401264584
16.687063109570055,26.79366402196803,0.244,74.78338426743673,45029.322790033664
16.59756833273697,29.269294495490048,0.225,69.46573665737704,81118.52114758916
12.350628687152717,26.115769939819614,0.244,53.7093970022071,29467.147929090363
34.07910393640201,7.977099748009493,0.014,0.13888116432947817,218772712.51538962
39.4766786154505,5.1542657300920185,0.362,68.32939207820716,161.42144274841328
34.36452054640946,17.07983756756579,0.5,379.285290060162,1349.807444201601
49.91198233773067,17.66051958767776,0.177,70.98933488085609,136735.43332593358
40.53391091440732,22.74961678080482,0.148,52.86956361516655,490096.8415528604
12.112861842757052,27.01577076103581,0.283,74.74084839369885,18054.166928484927
