the number of spring coils,the outside diameter of the spring,the spring wire diameter,minimize the volume of spring steel wire which is used to manufacture the spring,the sum of the four constraint violations
42.81643732994551,1.7849201745454208,0.054,0.5779078394174543,14032.413776522562
15.227837394989573,11.494107399433398,0.177,15.104642785747231,11361.617102877843
56.460310249850586,2.7007909151667326,0.135,7.044111937525932,1633.150619250563
64.92331222213335,28.938435931945683,0.362,626.9122446809987,44743.47624718642
24.771381620969667,16.820149745435106,0.148,24.544647928124924,120855.44269841924
59.74046889201967,23.476852957851655,0.12,51.71705848492381,1823398.864048524
62.654225415335894,19.518484116524395,0.307,295.0366357727418,25740.53864550065
30.247416627953363,9.650364640567883,0.394,118.28397193869424,565.0691858677948
43.92647280503159,15.611575572733281,0.162,46.50229110959119,118457.03863991203
58.203823949819544,18.173365488636364,0.225,136.20448283202492,66221.08942977435
53.01176927010591,13.183512257090177,0.5,447.2739239182249,968.3093492019134
59.4486445734552,0.6315423670786884,0.207,4.072984623657893,28.68079817240966
10.207967229158067,15.774754524511158,0.244,27.80758430595927,5453.255226954286
56.81585616074435,20.66408306287304,0.225,152.2905449769843,95649.1846406843
35.92905501561408,17.023140898292784,0.5,399.0277075341174,1413.4638172750854
14.121086109486136,4.37790673765014,0.047,0.38178772240193803,117315.53427459399
28.520345273504606,7.481507907331178,0.0128,0.09375847319299684,220301202.48233947
2.5168816733539403,18.016519422707553,0.4375,42.54384790013014,270.1216747598547
46.865654585981424,3.030001798480491,0.092,3.1006616304704924,8915.893812020908
47.77556700502914,23.08037308632775,0.148,62.370038760541355,599132.6849251377
32.268828311726324,26.13829150911404,0.362,287.3511961644424,16272.523848280194
6.678063256866695,1.9488196078276743,0.092,0.3662937924460069,369.10240152055025
33.47255365671672,20.758129928999356,0.148,39.26625251671033,299722.3031504558
61.83940443541994,3.643831618307296,0.02,0.2301643300919952,9129463.535894563
61.70911088047225,27.44489677816301,0.394,672.7810857471522,25964.335439149556
30.68004317308688,24.785904962410907,0.283,161.63348805438395,35919.41116400779
51.4095857659747,27.391283125809746,0.394,556.0584493450775,21244.6199969864
40.297531550282926,13.071231653104295,0.148,29.670781590677823,90751.8216965388
38.37345793751538,21.802721523376245,0.263,148.84078440831135,40163.74465975982
29.50531462016381,26.547452255807276,0.283,167.87477818819463,42701.78549194753
