the number of spring coils,the outside diameter of the spring,the spring wire diameter,minimize the volume of spring steel wire which is used to manufacture the spring,the sum of the four constraint violations
21.497475186367133,3.7604607714526983,0.12,3.0730607429084245,2649.5400003085447
42.014886476380866,6.9372468892068895,0.0128,0.1233955564291289,254367703.51105803
31.412238857803782,4.8850508499880405,0.023,0.21041585190435697,6288718.822539374
31.471992751263983,26.348291813020275,0.307,202.20081865381397,31166.925848428502
33.212148534173686,24.41592234261113,0.331,231.01326644277447,19555.014205014617
12.77697693406612,19.889365136505422,0.225,37.266359579475704,19518.32753546704
8.04158620363424,20.774601727337135,0.331,56.16017445777511,2968.334445815885
21.96698981440969,13.558479826591508,0.331,87.96663569534971,2261.2197559340375
39.40350375599701,27.05231311457403,0.5,684.176298224071,6065.579873960867
53.103983058590266,23.567004098870807,0.307,301.427986035807,38102.45952797015
56.24408377577405,15.919286874856617,0.263,157.5806376990376,23050.889540767777
8.23152245728721,4.831083850738262,0.394,18.504475216667068,26.23921411765942
54.37685384087173,9.708129756075994,0.263,92.78437579803403,5061.501320913742
28.091680173275723,16.354008627119992,0.331,132.62983179712825,5013.470448435438
69.04575845026662,14.76898097830494,0.5,646.8277485049327,1757.1402729795598
33.5686201834919,9.965152292329574,0.394,137.41009461965095,700.9281684955374
44.462928522757295,19.068781568583642,0.207,92.73874631824191,81003.10722064438
14.559131739525204,24.72222802669209,0.263,71.72784454198609,23158.352814656835
35.262039521708246,26.50757388884472,0.263,167.38747406766444,66447.18883636837
57.38204212676189,10.099921029222307,0.041,2.4715958493270893,10120312.861933526
52.3071345876541,13.805927842338344,0.135,33.524835077922965,200709.25221491203
45.68347320118983,19.853308860168294,0.394,365.01132064500734,7319.947022548336
63.45118362931957,23.652800513791878,0.263,262.38993785689587,84936.3884361462
33.45005037358503,5.743476670862016,0.4375,94.93771494875378,91.98090442565842
3.1745681227955247,1.9315404270925747,0.035,0.029191045472050932,7066.3083195464915
20.702121201478494,18.35026460572819,0.4375,199.3269565993243,1762.435882397901
54.522028944629085,13.747204363048938,0.4375,370.0710508154627,1926.4295203931958
52.64384844578187,17.095404223855464,0.12,33.40752559970076,621978.9849485821
38.917872439227445,12.694362623098934,0.4375,245.8049506473131,1085.1792260740333
67.36064868754043,28.24706725349659,0.331,526.8878650629838,61340.540377950274
15.229809540555737,1.0362091876731816,0.331,4.7620297217264,76354.92834158192
