the area of the reinforcement,the width of the beam,the depth of the beam,minimize the total cost of concrete and reinforcing steel of the beam,the sum of the four constraint violations
8.0,18.993046863884086,35.80397672405216,643.2159647000026,82.48242891865753
2.0,9.279701627798573,29.91829465589797,225.37970857157626,0.7759421740162677
13.0,9.614563529731912,33.45407721680288,575.1878104377049,119.46151247346465
5.72,7.105272661051374,22.496065707896218,264.07240839331814,0.8338912831295269
14.0,11.378285127477497,28.84443713779759,608.5201380572771,92.04555783484876
9.48,0.6727974910934043,35.21932417320856,292.929283765044,0.0
8.0,10.478637367811018,17.08521659220102,342.6178734121095,2.369519242579714
9.48,1.3438039832624282,24.980444500937587,298.85329249441554,0.0
12.0,16.47897797993727,8.651395699510843,438.33969553677787,3.4750041106891647
9.48,0.20093766337870633,18.460798240957217,280.9376817975862,0.0
1.32,12.22337066420655,30.2346365860664,260.54950193344206,1.526489426144797
8.69,1.2150256509627955,6.047623606228818,259.8948106853616,0.0
2.0,19.18704950514713,7.018122581004733,139.59423923695726,3.6342260659137797
0.2,6.629175872598991,3.19142099984119,18.57389465487178,3.518579524638561
2.0,14.432144813003099,19.41607886614587,226.9293971381437,2.654664353932179
9.0,17.789419317812413,39.41469139764099,685.2986835328857,141.29706634908632
3.72,10.925303375487083,1.1955969637713704,117.20535572640807,3.8905662458349752
7.11,8.987645469247203,16.079997422750807,295.7467895892558,2.210877645566759
14.0,19.57037270864449,23.169488121270376,683.6613108010635,69.72182837271178
10.27,9.345549986470248,34.64516420006878,496.2048682927274,88.8023055707252
7.8,19.653224640216543,29.87864895883924,581.6470799605438,31.58812180774413
10.27,12.132453068616007,24.166882147115256,477.86013807878993,2.9581068935893016
2.79,4.435822005561225,12.68495797142879,115.78692942556987,1.1403365699693184
10.27,8.556517315805754,32.87046063540808,470.6919993632284,62.39168885498435
9.0,9.368799476938277,1.2085931908804692,271.3938403527312,3.8709980725005937
10.27,15.038485738739979,18.573521168529826,469.5285799266725,2.7649340837100773
10.27,2.9714992552417563,5.640682994909407,311.9947711910569,2.1017383783761066
11.85,10.185139128563412,3.9566193857536502,372.5692313536032,3.6115301582226182
7.11,8.717216499512615,39.851880581777735,417.4724825664475,58.490752756759036
14.0,7.255693791465929,36.961817495502956,572.5101778340505,128.5178179322781
9.48,16.713632705666647,17.0442218370162,449.63451812267493,2.980220390314221
2.2,7.137798428131665,39.317467669767254,233.06409535882938,0.0
6.32,6.12303691663352,3.5537164810333133,198.86372232276955,3.4196153756023464
14.0,12.478085625001116,36.046288613504515,681.4732054696872,204.26146918233223
13.0,0.370284511668304,11.234567929129344,384.6959918996652,0.0
5.0,10.87450243188718,1.4925217897919207,156.7382590996421,3.8627503373933307
13.0,17.942187350147748,8.273436210717517,471.2661255133141,3.538883635018481
4.03,7.041106305133081,7.7825522199648,151.36066650361298,2.894697525828975
2.8,3.625761198331261,14.794925151334816,114.50571932755501,0.0
15.0,11.863909594798255,39.151552719970425,719.6942891794241,261.2783385874959
8.4,12.640338172562037,20.080132405441617,399.2517984927622,2.4114244309516266
0.62,4.787167769577896,36.38594791399013,122.73938227163616,0.0
14.0,16.923811685898087,2.423923652953617,436.2132164661487,3.856774366322371
2.48,2.404863988094006,39.890785091250706,130.47114751364765,0.0
0.88,12.518096766651222,17.350268303518032,156.18740253048014,2.613985126737482
7.8,8.930583848306973,9.768771174660307,281.6644980421368,2.9061441737079448
2.0,1.283782233947619,16.914096406353853,71.82840988185261,0.0
13.0,18.1840757472441,3.830694825748804,423.99458692559534,3.789337941669685
0.8,18.612883394676768,36.76566046786986,434.1089707300434,2.0247197767120415
7.8,1.2274750148134328,27.05668365131915,249.2468418994232,0.0
5.72,17.0470917837334,4.856797071901888,217.84455927580746,3.7150952705882467
9.0,8.642170950099741,18.074772301639843,358.32316326893954,1.9085379812544394
2.64,5.358533686302724,8.26302441656328,104.18261681213775,2.4579691198573776
12.0,2.8276089205900057,37.74362003314161,416.83451802064246,0.0
7.11,6.509108871549756,32.90115378380073,337.5283151870161,0.0
6.6,18.532345457468235,23.074454729972746,450.61425977914007,2.7549090975597954
11.85,14.171842759830485,18.705142454180002,507.4418025965212,2.680119249756357
7.2,14.52780049190631,0.6288464557808116,217.1614535097756,3.956714269573625
10.27,8.887243862569017,6.092043007976824,334.4228830998891,3.3145183026162837
7.2,0.5165712186441063,8.827277918637954,214.41595062704462,0.0
12.0,19.16438247326043,17.716861751667956,556.519628900906,3.0755318217851353
0.79,8.666090958319518,26.425109770858057,160.62744291470025,0.9507463171166308
7.9,16.142057815488112,7.649022299904562,306.3425761182104,3.5261432967632285
12.0,14.351133136161401,32.72164164244919,634.5555813867309,136.76624246360745
13.0,6.025302990253896,16.079556968506164,440.33052161057884,1.3313280685609805
10.27,15.034048140593878,10.817181572596644,399.5136171047777,3.2804877654083833
10.27,5.450301512650868,2.7174888123337215,310.8246800306846,3.5014057835101284
8.4,8.923873676697882,36.08303148689763,440.16024891683196,61.93774621365492
14.0,8.9161555445202,8.291453553195867,455.9567337422754,3.0700640526295295
8.4,10.043205348600013,37.21871524986468,471.2371200392771,78.58798028623747
11.0,15.015501401692891,17.39663828988668,480.13154797592256,2.841421420138169
11.06,5.684624537806928,3.6201740837311602,337.5115982565065,3.3631639064894534
5.4,1.5663782998144615,13.38862775657475,171.34299358931534,0.0
5.72,16.55944653346004,16.853980074340626,335.6235491502266,2.9822135637030227
8.4,6.792257833340654,36.86235403907247,397.18716778635985,49.29028715081313
15.0,14.316288795373918,14.788493512161395,568.0298063811697,2.967016262137708
10.27,3.4318525609824535,13.7542018496713,330.25943570523845,0.0
11.0,18.369274646675564,16.426221424809615,504.44266365566045,3.1057773515416187
15.0,7.750586820494041,10.73716190919566,490.9315833497535,2.6146646495456913
6.16,15.51145682602259,19.92491485217178,366.5426738949833,2.7154710820749592
8.0,2.8260515268723885,10.21825199346396,252.5263839888574,0.3842655039016316
4.34,13.048725871886324,23.073516981259576,308.24399879326216,2.231741764843737
4.65,4.633773926759752,21.149899437075007,195.51231153906537,0.0
2.64,11.260297921262366,22.95070819232005,232.6750870496884,1.9618027557705062
14.0,19.742766015166264,38.74201158662669,870.5246818269786,287.6351642593846
8.4,12.802934081469353,26.01547481722894,446.8046455098648,1.9680068137753604
7.11,9.053339698309106,20.156228444268265,318.5227098856086,1.7736140346050586
4.74,10.502201489499903,24.91210114328506,296.3351434401484,1.627916283248596
14.0,13.189609392876108,23.770241455753045,599.71211998544,40.037675819538954
9.0,17.81754675611712,23.331218547635654,514.0230464098111,2.69054820694518
5.0,17.302139412415794,31.556913631046562,474.60127144195917,2.1761264963336426
13.0,9.14567890948274,4.191780685702948,405.2020081262463,3.5416654436275166
10.27,13.918371156836448,20.918379683528997,476.62786346099006,2.497066973727434
0.44,9.820899649479284,6.498726377541599,51.230003761956034,3.3382758596982334
