the area of the reinforcement,the width of the beam,the depth of the beam,minimize the total cost of concrete and reinforcing steel of the beam,the sum of the four constraint violations
2.79,11.5747541306368,10.109833849367194,152.2373046648088,3.1265616759316
5.4,8.458027963096528,2.1614724790614748,169.7290768016193,3.7444472294851403
9.0,18.540147255277244,36.67048845123344,672.5257534852869,118.26307885851188
6.6,14.608031490433559,34.53627348944727,496.74418241764283,26.510046274333696
1.86,8.945493322889968,18.250991904012675,152.64247572807855,1.95975568420452
2.6,7.7527362375260145,1.2570377251881704,82.28728915440216,3.837858829879487
6.16,9.921818639327673,31.960044191618646,371.3650573044828,0.778811893926703
0.79,18.486454949237984,8.23188496020669,114.5330222785024,3.554707217646074
3.41,15.410464102350755,33.96477287614583,414.30174789140517,1.7959928623457388
7.11,8.657204277912465,14.920314501427324,286.5349263177336,2.2765435558111724
5.72,0.150371454340974,10.048592009851651,169.07461283676028,0.0
9.48,7.723881280578809,34.77181347536422,439.8560155164862,59.637021067959495
13.0,15.911958371814606,13.374428967266535,509.8880141843619,3.1594731047714957
11.0,17.7679996998109,23.410774043466166,572.9775757059886,27.525617683241222
9.48,2.0956605329594935,13.80729265426815,296.0732389695428,0.0
12.0,12.956842925451282,16.387144985543905,480.19539814457335,2.735251706003594
12.0,8.32010285017217,10.756038907333956,406.49480998168315,2.7072228431513468
6.6,7.763438073977518,28.209707179044354,325.4425888617299,0.36633835290046957
2.4,15.416566234148561,24.93753117132416,301.23066061131794,2.3824198727154866
2.2,8.388283219077106,8.237244727172829,106.13780502982513,3.018005888446968
11.85,5.574833201358271,22.829213731844618,424.7514352039149,0.0
2.37,9.209274925832096,2.5069823437796934,83.53049378284446,3.7277763598144316
9.0,0.9714628957175542,21.37042762634174,277.056346502765,0.0
1.76,13.229422095061459,19.51168752620514,206.621010042668,2.5251292621853185
13.0,1.3792829561289288,31.582536606833497,408.336752671874,0.0
3.1,10.35597956483593,16.342331565100515,192.68451103797247,2.4219424668824727
10.27,18.022836655733897,18.745035511200662,504.6412278745805,2.9599286799707523
2.8,19.581491831684236,5.9793917959428455,152.5712469664167,3.694640640900109
7.2,12.470834881551433,6.570985565728322,260.84740559955344,3.4730917674606516
11.85,0.949353119911287,17.46245198872204,358.3368199660766,0.0
3.41,3.399009425169437,28.00949656643485,157.37672569413783,0.0
