the area of the reinforcement,the width of the beam,the depth of the beam,minimize the total cost of concrete and reinforcing steel of the beam,the sum of the four constraint violations
12.0,1.4647089372750077,4.240273989930996,356.52646032572795,1.1050398601241964
8.4,6.939090603101146,38.66380201613087,407.93497515017816,66.12274861193362
1.4,3.2504117682763423,36.9888478257696,113.29739176071857,0.0
14.0,4.668275457024366,16.173184058767582,456.9005269220894,0.5355120520080385
6.6,14.237174306824556,25.817846498418948,414.5839084948983,2.18658914037154
13.0,13.073641115595242,16.122987374262536,508.671690385429,2.766756159840597
7.8,7.496888925885809,28.624071550188972,358.0748910110249,0.18187332996842542
2.8,8.473605956321501,2.024133319842676,92.61102489324462,3.761124917741469
6.0,12.187167611647967,19.210815235320506,316.87525513755077,2.4236849900251114
3.16,2.816264687086951,14.852296733955509,118.00079928838545,0.0
1.6,16.97341268734685,29.32367548332863,345.67370729302314,2.272375978627532
12.0,9.092125806784894,14.888159413439741,434.0190110510777,2.3625216225748193
5.0,4.360861723555292,5.461813851498123,161.29092897970935,2.7475379414128147
11.85,6.682564765851988,37.949153925683504,500.5486073505997,107.15987422677648
7.8,11.450999698328477,37.44564090336183,486.5940136128677,71.70930144011527
15.0,8.008274155042923,33.69628207038125,602.9094388951622,108.12212565501125
4.65,9.421909610059993,35.57792209305279,337.8371796446999,0.22391600370848241
13.0,17.0299599927549,5.581925740889813,439.23598322992933,3.672229074920637
14.0,8.193531022321746,17.424191220333395,497.2593907816007,1.8734209740752261
7.8,13.294933090331767,28.823404531760488,459.2431408111927,11.257807850435611
1.55,15.169901194083417,11.457187925903511,149.85264527880108,3.2447420863642766
6.0,2.82850158192828,13.77534686736281,199.77815424356788,0.0
0.62,13.468156124746244,9.19718990516541,92.54951373102469,3.317115882829232
6.16,8.528521378601457,1.4768195571013587,188.6610522990454,3.8268375616895582
10.27,12.236257260504793,6.9870186542827195,353.2349746426496,3.4289905397106306
11.0,11.840629438447145,33.844596199628114,563.8447932562037,114.38785182029187
5.53,9.163984760708379,8.907782208777348,211.5604682477669,3.0279575488852326
10.27,4.504355598364553,16.743573152990862,347.1894044809805,0.28280388007773194
3.41,1.0287674963595772,29.947416009559774,118.73935691435612,0.0
7.9,8.242822470921649,11.41317738665316,288.7060770163917,2.6153799348565823
7.8,16.15265554697058,11.8749685470635,344.4073659430958,3.2648287142301724
4.03,19.355242772407045,26.925758408027868,431.1747544911358,2.608864857721475
2.2,6.753226434782378,10.54895940582159,107.42370691130435,2.437937849752919
