the area of the reinforcement,the width of the beam,the depth of the beam,minimize the total cost of concrete and reinforcing steel of the beam,the sum of the four constraint violations
15.0,12.245039535908075,34.61690693644926,695.331236428603,198.29760764253308
0.88,4.89024448950283,30.31832088812908,114.83040099249106,0.0
10.27,13.665893090150385,21.039220322405896,474.449841375671,2.4604577115000414
13.0,10.910626496997091,33.98426970119134,604.6738040897482,142.86954305824898
11.0,9.700758351284746,6.716459406919046,362.4928498096409,3.3076356338646935
5.0,4.880832611539086,36.27886442725268,253.24263876368406,0.0
8.0,7.203220720014192,10.195822918105168,279.26565774077443,2.584546647338459
12.0,11.701728933992841,37.41272132225767,615.476114157644,174.5695256633205
1.6,15.945947602018542,3.1237522552158525,76.92671387001553,3.8041036924754206
3.52,12.172244997649102,16.67356916473924,225.26086131507213,2.6301977023992285
4.65,8.031193717013526,5.204101935287819,161.7870904592289,3.3520138949875795
8.0,3.2553037008025987,3.5291008129971635,242.09297696223305,2.915891991236621
8.0,14.327698671294053,37.42525780736497,556.9306899356523,86.23871403687528
4.34,8.421811568796162,1.862210312062813,137.00591060979724,3.7788824533948815
0.62,3.3716688339011247,34.89774402106188,88.8261815335642,0.0
11.0,18.17220234330144,0.9045875884797727,333.2630092170561,3.9502213561465642
9.0,2.164766536633218,23.2587367682977,294.80984102422286,0.0
14.0,17.313223508750863,20.416348667002918,623.6836846226455,21.083053740401386
13.0,1.479590381105822,4.614449415495914,386.29649698156027,0.8812656026817716
13.0,14.224883368686477,15.637609946504387,515.6659065924218,2.900686245278624
11.85,15.346725647840334,37.57091756659049,694.3443385392535,195.9920041632493
15.0,12.793256778566573,1.7067363967918636,454.10083018649027,3.8665909372153555
5.0,18.85025508941631,20.227795113559324,375.77945867222525,2.9269219425621222
1.76,17.73697118900972,17.95302433053316,242.8033651837543,2.9878190509968627
2.79,17.698963477352653,7.806390914176671,164.9250166079703,3.558935136277013
6.6,7.553321132556803,11.810748361025931,247.56622511198867,2.4363502949558846
1.0,16.038159170344514,29.628515752351888,314.51211097036753,2.1526236622506696
4.65,19.10067452372339,19.04319837532361,354.9527604346526,3.0030091161612327
2.37,2.4510159139796195,21.922080593051966,101.91682104066848,0.0
8.0,1.2920181378545759,26.59530932139912,255.8169732150603,0.0
3.6,5.969907652216668,38.050175581967906,242.1336206249868,0.0
14.0,7.0188919213943635,24.62062050915238,515.2856846348436,0.49223541480871225
0.88,4.187625927907119,31.001303856289375,103.7651182965146,0.0
14.0,16.463896866478866,1.334297679021863,424.7806436259588,3.9189561444752155
7.2,15.925805856534108,28.178701324770348,480.9411159525318,2.230626344524408
11.06,6.614568446610116,34.261243283193686,461.13800325758746,55.88554465930221
2.17,16.507149142856107,39.01989595395099,450.26234523035794,1.636182019301749
7.2,3.507523779971735,39.52388503308368,294.858579978246,0.0
2.64,5.506112574495807,30.933702035434024,179.8106674518059,0.0
4.0,4.942958593668423,39.576689967867985,234.97556387137433,0.0
7.8,1.1592335851251878,27.356114479588015,248.3472759979607,0.0
7.2,11.077266897604211,12.147415659543487,292.4160992261401,2.903392346520898
10.27,19.55046941621303,31.120634885856056,666.9918123294367,100.28752996455131
6.32,3.7062490332027176,8.583768530978052,204.89615029150397,1.6839741598366165
