the area of the reinforcement,the width of the beam,the depth of the beam,minimize the total cost of concrete and reinforcing steel of the beam,the sum of the four constraint violations
5.28,16.75146576811265,21.672431591961427,373.05899755470296,2.7062367023895835
7.8,15.191213068266766,37.818231908764844,574.0228912747029,85.51446476391504
8.4,15.10427414627747,23.745249071620886,462.1528509896415,2.427911937928309
8.4,13.25288418255852,23.46285634317099,433.53031062483217,2.2296037587011193
0.4,3.1816692985540085,3.781660571944312,18.979196003584445,2.8114224901805525
6.0,7.025764074373109,9.28982360888452,215.5608653811384,2.6777489949072297
5.53,18.501333687225344,34.363651813952245,544.0460333529343,2.1426392067248976
13.0,4.959230307040161,35.22091350038827,487.0011730036593,14.279559950702776
1.24,8.254786142698904,13.018084836058733,100.93290378550583,2.4229652215069417
11.06,1.7023283387158483,29.51929963945028,355.31492418916844,0.0
7.9,15.295767074294291,24.108121004393826,453.51132208926583,2.423869761660442
13.0,12.46322600032802,7.864297621666925,441.0087111556062,3.368999838287459
10.27,8.712719659956814,30.455744320719095,461.14941738104835,39.64795016342106
4.34,18.356598139204806,28.54769007367807,442.0190846910446,2.4448267670735895
6.6,13.178571105022794,11.070963419203906,281.57968717265095,3.1599268743950253
11.0,15.541058249164212,5.816675097818744,377.63837190699843,3.6257220708807547
15.0,18.088894474330356,15.573155206833963,610.0206967012728,3.1390764521881884
12.0,2.8188441782135065,22.220266687869263,390.381281634871,0.0
2.6,1.7889541743963178,10.225841971626263,87.41613760911473,0.0
14.0,11.7711874140535,3.506419993505685,436.36483613756377,3.702118412512963
0.2,9.090204366295138,19.708131213384156,113.37056424445329,1.8319374989567447
3.6,4.428435046343935,7.419740115140323,125.55470229639084,2.324523214749198
3.16,14.47695494925872,12.47833266771028,201.29295592338303,3.1380554328277976
12.0,2.5592513409170503,8.781241562806215,366.28404254671693,0.5688240844450805
2.0,19.749873008969455,21.62203491243514,315.0194662296588,2.905206382713679
2.2,19.880513894020638,5.599242813282941,131.46949472728002,3.7183552274789538
5.28,4.002627771340186,2.7472422217768333,161.82971280688935,3.313640343614319
13.0,19.88537799523752,6.733645488639324,462.54065149651126,3.66137704346118
10.27,9.219740950502386,6.367870842166754,337.16407174262093,3.3093221516359668
12.0,5.16286242222896,30.131726315604258,446.13957450703236,0.0
6.16,10.779378096498123,4.006366769800125,207.01568532295283,3.6283304348419074
1.86,2.7133062413965714,19.85039585022642,87.00012177276716,0.0
5.0,15.931582257530224,35.60082642687439,487.3064967934831,1.7653929251096638
9.48,10.76123034306509,0.9830406689036009,285.05923624480346,3.9086497884010907
9.48,11.454819463115218,24.339488053374872,445.9946648856353,1.875174887587833
11.0,14.783903090439733,6.7816143856411415,383.55523792443034,3.5412838988354443
7.8,17.78468384463605,28.926351461962867,537.9876093179012,21.538241352001222
10.27,9.613848242619598,17.63768843071435,403.67763595409707,2.1653872637052984
9.48,9.976686401361789,31.193021405025224,465.4337954813414,46.90605454899516
1.86,18.187075948279137,23.493638160444696,311.052348915238,2.7082234534426264
13.0,0.3318285174471236,18.673345359081623,385.9178091037693,0.0
7.11,5.087363835660483,26.138515301299158,288.8196824770125,0.0
7.2,9.194801961838376,12.137847901340786,278.64306461744644,2.679922857314701
4.84,6.437097312493147,26.786674709959097,245.75305907166353,0.0
8.4,0.2732917195156448,0.5060657812426106,247.0429821525263,2.1482579049979575
6.16,10.8910372700661,38.916492801144166,435.4085841105121,33.202726202125284
14.0,9.113232337128256,21.726519648740286,530.3992928616914,1.6159370413257013
6.6,12.573341710074693,19.292873240254934,339.58553269132875,2.4655731399715277
5.28,11.294496151424045,33.62889501511403,383.12485519490923,1.0225413719872756
11.0,11.904116875725501,15.066445164848542,431.0116344864398,2.7343500301503623
2.37,12.301977518565488,39.88166003933651,364.0519711241936,0.7581098259081327
8.69,17.512927727757493,35.24514660464072,625.8334231447742,94.91432524570233
12.0,10.100020439581282,3.129290279524035,371.7635374707454,3.690169906264688
10.27,4.710109346993232,6.6044584278505125,320.6026328237081,2.597812080081205
11.06,6.154586465270853,31.243564091775045,440.53873001163663,11.819193248734592
13.0,5.241395479798006,4.549954052042771,396.50886516099933,3.131919339118803
2.37,16.112061758290366,29.588991024069415,355.7217904471834,2.1635502974133916
15.0,4.8582156144544175,32.42261570748711,535.5096347349414,0.0
10.27,9.854873848873059,29.666829514708116,477.3557174180835,42.883257009405725
9.48,6.573663589765369,10.741632108205682,321.07912553061976,2.365959565541279
