the area of the reinforcement,the width of the beam,the depth of the beam,minimize the total cost of concrete and reinforcing steel of the beam,the sum of the four constraint violations
5.53,8.541811558341044,22.097489303696257,275.8335537267782,1.4130207447484429
10.27,1.0510495055505564,16.4105656945257,312.2869901754217,0.0
3.41,16.167679393160338,39.18619560254873,480.3839082838064,1.5762634420418884
2.79,12.728598188715825,17.334911684025016,214.41547527769774,2.6381130563621067
2.0,5.572446427195546,31.543263913140457,164.26388897691942,0.0
5.53,9.408976590041473,39.22195400489824,384.0050682286625,11.757236656725524
13.0,18.00763992764785,38.28669236097106,795.8717820341953,247.00862017374368
7.9,15.646875942328366,20.95163611409606,428.9565906396407,2.6609700114374197
13.0,15.25304514806409,23.423533574245965,596.5681290811012,41.26837041477975
5.4,17.29567774997384,39.16020511544051,565.1413729797216,20.159965555971745
6.0,13.293912837476348,1.546309785765323,188.73390450702053,3.883682870147442
2.17,1.9893966522927986,34.05828242115027,104.4512598188874,0.0
3.16,9.076309456884488,29.066084012084353,251.19166391608812,0.7975878136198422
14.0,7.108942989586806,34.23629392404407,557.6303170084598,86.04715585722533
14.0,9.538883355609443,15.275868403373835,499.0288361132537,2.398568487118495
11.85,6.968369866806836,28.408085573838786,467.1648284918449,0.7646335212611461
12.0,8.030390678221703,18.204052317490827,440.51139122174305,1.733105019801846
2.4,5.951958545767139,17.3116706161862,132.3830075193092,1.0914329320223914
1.4,18.88274883727899,28.394105953766378,362.8552627104351,2.496293828909606
5.72,15.828960661005677,35.7651799537826,507.84337591332815,10.329137011443684
7.2,18.351888706519347,21.729686340870504,450.9484712131375,2.815942779058418
14.0,16.458411109146805,23.53344151127795,643.9938331234041,59.92370524820615
9.0,3.022831109601023,14.647813311890925,291.1667194600871,0.0
1.86,13.629221807464237,22.1222293888328,235.58926272960372,2.3768530807300206
1.86,5.718291575215413,31.42095983320082,162.48852593962448,0.0
9.0,10.434905938150063,26.593856278601496,431.10263327993283,1.4514522281054552
2.64,10.380741610705053,21.399933084148458,210.90430549975417,1.9384967002665827
5.72,17.99234325638266,34.94826138448119,545.4486690260212,7.8958520030370725
7.8,18.261059616106813,13.976719047297998,382.4578198561706,3.234616208417057
8.4,15.908033234804877,35.35834037696744,584.4489923066047,84.47883423134705
14.0,5.769577111713479,10.153275052327606,446.74806201050444,2.2402046361917445
12.0,12.355248685038198,16.96635246013543,478.57410235378967,2.626789885606987
1.86,2.4693155505774933,5.079212934266697,62.20930768996745,1.9430685020880247
2.0,5.756934879426572,14.902114169458574,110.2743005036118,1.4114499327213301
1.86,16.009654271040944,39.33492277453022,432.52710863899404,1.5430498305212512
5.53,13.42008784079432,13.44322175183005,270.8275300637017,2.9982761729051126
4.2,10.219143988665396,32.99911128871828,325.8136018544435,0.7708536717635668
3.41,19.357626839269848,1.845532381036512,121.68907629113639,3.9046612275171784
5.53,5.57004432076087,12.26771551638616,203.58103148445403,1.7975551342273008
4.65,11.528816739053047,8.34313167945325,194.42186169732264,3.2763236793250874
12.0,16.440067799509514,28.082280074292587,629.804753031711,91.52765464210243
8.4,12.022625011816626,5.749892692206986,288.4372822179536,3.5217439879763686
3.52,2.818460171188142,5.31716763551628,112.47973512253995,2.113449432469791
7.11,17.59162678175388,5.90348039850217,271.3450943303099,3.6644153225996536
1.2,4.532757541190948,0.2333171433515968,35.914542024609645,3.9485264452750113
3.95,17.59767131301359,38.07021003795189,518.0982258391607,1.836633645396097
12.0,8.167351047418634,32.797075226330186,513.5191360212214,77.18775992717042
5.53,9.421074496779989,25.08240695025989,304.3639346621703,1.337627787697384
2.64,11.558006925309932,10.648217853863237,151.45930541829608,3.078715048132946
8.4,11.013661194190313,33.75893326531754,470.04567195689293,54.95488677942619
4.2,0.9484158866081316,27.484632604198307,139.12011731964571,0.0
2.0,11.467995013012635,30.483814118773612,268.55293697502,1.3418357712761568
15.0,9.907661778022172,25.58541292904996,593.0949706512375,29.53929867379975
10.27,15.124906988538967,33.50821390443586,606.0231711939964,111.97422830434263
8.0,14.569267169299007,29.280430711237337,491.15665071849867,22.25533286181438
1.6,17.04184597040434,25.55175790262496,308.30947346975785,2.5006461185602
3.16,6.885587236779278,14.960462309824987,154.71094100210902,1.8272786626079087
7.8,19.74541018610559,36.75513482901003,664.7671281866515,84.99534438762052
10.27,7.874031060591998,17.09507804737055,382.70230531694403,1.8289293100546544
7.11,18.583254384921254,30.631654641058297,550.575498255504,19.101166409719177
15.0,14.969356592384763,37.70681726800741,779.6680761892167,270.82081331839305
14.0,16.94047134151245,30.30559308936683,719.6346187307738,156.9959792876923
2.0,6.610503486678352,26.20293180832807,162.72874324808868,0.036167008892309394
2.37,2.008710719609379,19.95464137139201,93.72786121720556,0.0
11.85,8.29086756263993,10.514516444079373,400.6946779938371,2.7317953923833516
7.11,3.382777825021912,22.87343009788957,255.45943927039775,0.0
0.79,12.219869614940064,35.040356045163016,280.13914927978135,1.1325098262650424
10.27,10.088168312889627,13.975095183357165,386.5278674390161,2.6147043992613384
5.0,8.034705763756328,37.86599368675757,329.54527063521107,0.0
10.27,12.019442592131073,28.599079734855057,508.18499823652166,47.45704786165723
11.06,18.336956192550463,17.98151072076584,522.9997046175358,3.0193841043220155
1.32,0.15267698246939077,12.115457635575485,39.91785090782124,0.0
3.0,6.580378518927647,33.1395448605524,219.04244947645086,0.0
9.0,15.987687419297117,32.520276858821575,576.5544127247044,75.45981457951807
13.0,19.86550443038245,11.171512121687384,515.3566341284711,3.4376426654134393
9.48,6.977205447358054,5.941791771691869,303.58626114990943,3.1483994822107824
11.06,15.468484645180247,7.663152545101637,396.28641448654713,3.504595781624326
1.8,1.9068030348936604,24.29473246362759,80.71516175614478,0.0
8.69,11.241098582166586,7.257177740157665,304.4331902432503,3.354406716824742
7.2,6.8455603117398685,36.71480231582643,362.48003615195785,25.771035485257414
5.72,19.182403129968723,21.222619581866237,412.4285065759958,2.89364124827978
13.0,4.0611807625580205,4.9871621041077985,394.3522600781766,2.7719920890774317
13.0,7.351701801120079,8.407906760048283,419.287453962898,2.856331909603939
5.28,7.328044257342823,26.70261810223872,272.63878034407736,0.3561057815006712
9.0,13.346121965977982,19.765082240503034,422.87231894960325,2.519039291646794
3.1,16.058771242640407,25.485373837074917,336.69827308965534,2.41299353157206
8.69,16.95383264936881,11.044286368798403,367.8317896969879,3.348566982038154
10.27,6.6012890905560635,1.789993112396231,309.027757203019,3.728841884086393
15.0,6.781531118078227,15.494517710689895,504.04593240879467,1.7151888797819477
0.2,19.24295541366562,8.496590399277753,103.9797061328887,3.5584570968114493
7.8,13.668964800633372,9.217590999660041,304.91695615259283,3.3256555171439954
3.52,10.357785707503835,24.176443408883202,253.73665199928342,1.6658675810054406
3.72,4.3303236038213395,26.408756460561182,177.98307686924244,0.0
13.0,8.829134128854225,17.571423630015612,475.28427363859583,2.0098361432078624
5.72,14.140237129021385,4.443940544077134,205.87102384831377,3.685723760957558
7.8,5.098139010823843,15.374753682589436,276.34957891861006,0.9842419655589336
9.48,10.801050293336116,13.698577769639982,367.4874164622345,2.7317365073198907
12.0,2.0562076044529376,20.341078620709524,377.89528832560677,0.0
6.6,14.65011779063971,8.622314480728406,269.83075366236574,3.411450842652105
1.55,13.217681470718365,19.29664235308222,198.60412324644844,2.5400887140584523
14.0,16.528244719237286,12.558243425045333,536.1394323437411,3.2401949730071005
4.65,7.052424883864193,26.453406805451635,248.6463986506497,0.249033879683497
14.0,0.6693908932655823,25.034775017514086,421.654830247006,0.0
9.0,16.850931237603874,2.219522463691037,287.04061224958485,3.8682848780049595
12.0,17.480587502518553,36.3843634173038,734.4120290637684,194.81226342788278
14.0,0.8166692332920067,31.020248153541857,426.79996936564845,0.0
12.0,6.524657900328679,14.560921114717548,409.80301739232266,1.7683242037894362
