the area of the reinforcement,the width of the beam,the depth of the beam,minimize the total cost of concrete and reinforcing steel of the beam,the sum of the four constraint violations
1.0,19.108915404480882,6.377814065898244,102.52386567045468,3.666238824606304
3.1,4.665467378153963,6.247646437451162,108.62891438650092,2.6608744781485885
13.0,10.501847478475545,0.8391509562587807,387.487581212428,3.920094920633851
7.11,10.650413013837628,16.65946279108054,315.49209558820075,2.43579185432193
14.0,17.218526194620015,39.93590991776418,824.1825066150046,292.73519563794787
0.6,13.573158025511663,11.358525976508611,110.14264080961834,3.1631626217598368
7.9,19.10981119544102,22.79644776552171,493.6414876355119,2.8070814759823373
3.41,12.271652485396805,23.106130097450105,270.3842393029653,2.117113394064388
12.0,15.822904433726945,23.447735942315543,575.4067710015139,33.49678979431087
8.0,18.652013776005628,30.943771845579462,581.498195247194,43.35033649718725
6.32,1.1458745700054362,29.49380544484658,206.08572097916255,0.0
3.6,2.9240048318667933,1.1552822447238764,107.86683051944553,3.6048972860327657
9.48,10.59873989343255,23.050957674193,425.2986628099767,1.8251228064879297
3.95,6.548932275852781,30.071882325657295,234.29323245488632,0.0
2.2,6.791661512166911,37.45087060855457,217.29218190555784,0.0
11.06,11.401541873576651,23.419637635765724,485.3759875009048,1.9459236394999082
4.2,10.513731766063039,8.128642249895117,174.75741854261065,3.226854704802978
11.06,3.663725362540029,32.51807108000043,396.6463690540062,0.0
3.0,2.2197819083276427,34.93786588405087,134.7326655629962,0.0
15.0,16.71993823479473,30.182876372636706,743.7934972193584,170.8481445728573
2.0,7.716963840826039,8.797255761574338,99.53286276634061,2.8600107577240297
10.27,7.527216739329168,2.002602872717496,310.9824155194487,3.733951745768919
3.16,12.32568647704901,19.36518656553534,236.11753090581004,2.428875616656792
3.72,10.618173542959175,16.93765704006891,217.27618911754553,2.40484269996697
14.0,16.034652579936342,39.497021057277834,791.592606357528,279.9460886875085
3.6,14.506432705187775,16.734496603893163,251.49470930374173,2.8464085592932444
2.48,16.55639847173299,23.780718661971502,309.1458324670663,2.5636538826621798
4.8,16.053825075332096,36.96091842931963,497.1384714527493,1.6976877313735748
9.48,9.575083982815011,9.217187620452947,331.66520733071985,3.037377882325043
12.0,5.246905926522249,29.140544742837985,444.53861814797,0.0
8.4,14.711162226919736,23.96474841944421,458.48958103545726,2.3709819761492756
11.85,1.490469092371749,20.314025257690595,366.5564560729481,0.0
12.0,5.500442168584803,14.368565405918648,400.2200778364702,1.3877435730561447
0.88,4.4536637462821815,21.58130137948551,83.54151573084255,0.0
2.0,4.312183608325295,12.797617432136473,91.91140566988616,1.0322188026899366
4.34,11.683640660617197,11.123683211595573,205.57507048009376,3.0479266236686917
15.0,2.060697222347272,20.612604349752317,466.48580191732674,0.0
4.2,0.2566249935161058,11.272528383339818,125.21568751397082,0.0
4.65,2.4964755849093723,1.986389358393299,139.6853835212116,3.204322537580351
12.0,16.25733981609626,22.095678514327794,568.3301724447863,19.275968042335272
2.37,0.04164633333572754,20.40170613023074,70.18779375247028,0.0
7.2,4.242429173521709,29.7322237440998,287.36211204338633,0.0
8.4,14.157740751172055,0.5842554420426715,251.92304224854095,3.9587324381544207
11.06,4.323550371885574,18.13697328793772,372.2136705623651,0.0
9.48,17.326887085107032,39.79651113385786,692.4417928785359,158.85453237206062
1.32,8.885722787058693,18.726799569854904,138.6486897999244,1.892484379871842
0.6,1.8806495740768314,1.9235388512224638,19.810501512763054,2.9771944344460417
4.65,13.937814214834031,9.913540522809559,219.61385161088896,3.288730616579853
4.74,12.924645879259433,25.20257774304627,334.7966355440271,2.050037271544159
1.2,1.7942389392352998,1.1264309842735587,36.49265180060685,3.372195664890853
14.0,1.062957820180337,15.695248145935384,421.6100320538357,0.0
9.0,1.5436486119947723,18.1236835205701,281.3859593464563,0.0
14.0,11.285802527260387,8.513296763210136,469.24763167533274,3.2456631468921575
11.85,11.127274180890364,25.182747023905566,516.5191984577988,22.539269285880867
2.17,17.028356327031354,33.468730724976076,405.748483559013,2.034529576301692
2.79,2.215145255060933,12.937704858959783,99.22133731782212,0.0
6.6,9.941426346359364,26.57133264542978,352.53416785149255,1.3272112351201564
15.0,2.802971020901228,38.989497952202036,506.57185972770606,0.0
