x_1,x_2,x_3,x_4,x_5,the mass of the vehicle,acceleration-induced biomechanical damage of occupants,the toe board intrusion in the 'offset-frontal crash'
2.2438082390562624,2.752549606399591,1.7448324718182717,1.7749934336349371,2.8679063988244655,1686.419665352037,9.287160087983883,0.10189393727927419
1.6620248499869432,1.709138816093725,1.813979775355073,2.7278195109398196,1.410605634005349,1683.8047891707101,10.857046407109525,0.11431751312698388
2.1953082517778846,1.7135789521851492,2.8634979461110284,2.7388991923919495,2.2675770039821694,1693.771514729996,10.284431161222233,0.11464178143941355
1.6103809727498786,1.2856115346242272,1.2358567482775775,1.455719044858799,2.4668185968875553,1674.9423255929,9.234919876637282,0.08083518006930263
1.1687080188079968,2.4696754401876566,1.5927831992038661,2.038079611367108,1.9898286005078902,1680.6524846052198,9.466116087284872,0.10665329879081625
1.2080624599727825,2.241424629482566,2.7798423930014073,2.529776768960722,2.9780016690458817,1693.8386065477912,10.009913747910554,0.11517406906207249
2.2961883420449123,2.2602006802342567,1.3795346708529972,1.6649508782132354,1.865343619756931,1678.4138573186642,9.178644741998506,0.10818394764342362
2.6508304216642955,1.6662283089544987,2.7814062561902118,1.6036990101857485,2.136771907102445,1685.0121608977868,8.850449563688386,0.1506347007883037
2.4495744308257343,2.150052425179208,1.5157428144708285,1.3905244851355973,2.327909629025114,1679.0842176248048,9.004657729974765,0.11614758360644278
1.418822742504408,1.8194751934723288,1.9204853699750244,2.6460613117987553,1.9017901293190296,1685.5317032963062,10.739995418400927,0.10960358958740479
2.44317380592192,2.686783423916819,2.8158027985755245,2.9033041441523286,2.879225706834659,1700.392592844473,10.680447221147974,0.11067195837368855
1.1218787247397914,2.8913596398678383,2.1200886937111365,2.9693543311372252,2.611456471235247,1693.8910920062663,11.41648393531379,0.09458232468543629
2.0562516622691094,2.1591104974526942,1.0546855574603045,1.3936827645340881,1.995093194857762,1674.6129184229667,8.770415923611708,0.096352327021261
1.5497523294004218,1.2053817998078658,2.0116261585795523,2.254737421552292,2.61872880598545,1685.0039206266674,10.240388700350067,0.07928535671656545
1.3227870672438835,1.982245785719846,1.2524647183480864,2.433680304435142,1.0990341463056892,1677.414253730269,10.29306866902588,0.10474076063606354
2.0796061971289808,2.6552087591601268,1.0743278233616125,2.4350061245924968,1.1715844820198447,1680.2805797240144,10.14663875240679,0.08280867808050078
2.934345072820058,1.5502435822519525,1.3526897415425232,1.091894617067581,1.7418039081100158,1673.1717659153242,9.073575767435864,0.11694881630634799
1.454951530310961,2.448264889306035,1.3006519751494867,1.2406667927817228,1.7553149937467214,1672.7407325743764,8.121118913747173,0.11241194497910906
2.913903739198109,1.2579849126286482,1.07218028181279,1.774945019515603,2.8221080918664048,1681.251202329732,9.982132679273548,0.08403397376270078
2.430231271036685,2.6993024178231018,1.2587308352085331,1.1592996912541653,2.7296344308572573,1679.1444189327622,8.465955323047679,0.09681526150997134
1.3093427830465003,2.891471468821703,1.265812251569331,1.439358587005562,1.8972279185852428,1675.4339622308057,8.165519970196453,0.09378191281765191
1.4503668914904384,1.2263275831618388,1.864503931405402,2.909452716931583,2.527037506751084,1688.7928121253456,11.34048788476978,0.08268046089089952
2.5988326745744805,2.188006062319533,2.929524085290341,1.2346235290508853,2.4729482083819154,1685.4261060584058,8.09829265122454,0.18927221554902543
2.0899729498194004,2.9021848707288767,1.0410035577906518,2.7511887899333978,1.1411537107082192,1683.03200571788,10.734916397284374,0.06933916517744089
2.744290957272778,2.4407865638228095,2.4891022857779763,1.5605481406151358,1.8507001948670652,1684.0875993305658,8.629626394326634,0.16814230261316007
2.6250933103218888,1.5655471716795073,1.795748600785973,2.1534236138748457,2.6780236142336826,1686.8707738649803,10.209031954408877,0.10013592197428417
2.3497870714277624,1.262971839109068,1.5630176185553395,2.2155796431819033,2.387556226024485,1683.6415074640977,10.336263514464903,0.08982103642632339
2.36135469353145,2.690801196339697,2.4110173648056996,2.7111739867320335,2.830506299533517,1696.6590348145096,10.649553338747122,0.10559911572020941
1.0552334843204265,2.716145669638392,1.1706569148524382,1.9232066536349057,2.1913494732572443,1679.0396407727746,9.118212595749855,0.08123528836041775
1.9594825971202812,2.2202187247070637,1.0782114308592552,1.0733209159943984,1.00913624373731,1667.767176791746,8.10835771236658,0.11213091618292173
1.0127167642156805,2.629256072904181,2.046668939172637,1.058780789318651,2.22930777736552,1676.2346421395248,7.3400714288152855,0.1604019807684897
1.850008350166725,1.7710892101049667,1.0841934734407828,1.3168792602746664,2.317367481863543,1674.2035769098497,8.862081266173021,0.09411486273129838
1.7351038717145784,1.043169378251812,1.451786399767438,1.4086886717951457,1.3546095622841936,1670.3408559875284,9.210264345299068,0.08799113483195294
1.2221868677481131,1.3380520314500703,1.1860601865785538,1.0013508887749103,2.3066656326813466,1669.6995019573617,8.393240458597406,0.08597726022023407
1.2475154465888616,2.488682165533458,1.688165368984357,1.655955935892413,2.0540142836228434,1678.6536751626384,8.738807527342916,0.11878727825974836
2.30620446956044,1.8442148405132985,2.812471097250132,2.970965845802305,1.4441906891122678,1692.2260375104001,10.531487184911084,0.13396867859907458
1.48934416641168,1.8527228418609454,1.2062736179160263,2.5726268014889406,1.2059624459265905,1678.8444129333955,10.583101330007295,0.10408165844755643
2.5741842934743024,1.5614518212541428,1.4086103758255506,2.6915375143462024,1.4096223441035922,1683.4755080915452,10.680835012870224,0.11151807620209643
