x_1,x_2,x_3,x_4,x_5,the mass of the vehicle,acceleration-induced biomechanical damage of occupants,the toe board intrusion in the 'offset-frontal crash'
2.8828957268169333,1.910559165705877,2.018250741046164,1.410852610701286,2.0922014149764605,1680.9521476183515,9.080484782235846,0.14007568356760675
1.8120726913368366,1.3699417631733009,1.6740761989812682,1.7460711711790262,2.9069157981500267,1681.8187305490649,9.695337638436543,0.08659344484183695
1.4811336132580164,2.9653363485098034,1.7766134400588485,2.7559381699230414,2.0818011858999235,1689.3324704569554,10.966524635697054,0.0894969157048084
2.4960186833556417,1.6959461572872547,2.0028265614630376,1.5615125504172114,1.4682968310349873,1677.8545602537815,9.142620547009598,0.13736609050687326
2.185122254132627,1.4028605668805483,2.221066411131858,2.03006544416304,2.5370487188373962,1685.8184129797212,9.871370779118797,0.10083814249331742
1.4867469961432813,1.8533273508301016,2.572047185794225,1.2831910446636752,2.9770426292087397,1683.0153889108462,8.252041809642058,0.14268425935042087
1.5602143919226037,1.5899064110367447,2.483332768132614,1.511732434350091,2.6499955324905695,1682.4789315653002,8.775526392260625,0.12354240971659775
2.378634266801254,1.8963021848201018,1.5243050484371574,1.3921357752911943,1.8678432890034853,1676.3293077650676,9.026762393919341,0.11999757378496093
1.8391470002524504,1.1814355205024993,1.2314804198699096,2.6558491051669875,2.2626107888355023,1683.576410633544,10.930037971615945,0.08727744918665475
2.888979916149337,1.1390910609318132,1.6480832187428605,1.7602999660792382,1.8550919942938073,1679.125550774238,9.797198779052493,0.09945305415692507
2.633714782283545,2.89576423732825,1.1971031018320069,1.123887190518781,1.1887683332066792,1672.659256236639,8.020404802862558,0.1014613766766897
2.337165996522338,2.115482775502149,1.5772083234192043,1.1203964880214259,1.4955349387792978,1673.2250147721008,8.496118682360356,0.13715467584661792
2.2881267694030054,2.9878535663071677,2.5256311561273668,1.9067050214545551,1.0597763305043058,1683.597943418573,8.689189393592487,0.16740666481549274
2.1016683195359462,2.823054278851786,1.8107508514821453,1.6664766527683492,2.5626932636948454,1684.3515678397207,8.96691819578162,0.11163333274843154
2.691474559965343,1.969862403358407,2.8504694937376494,2.137017804293828,2.835611867032296,1693.3604977000618,9.460890652639563,0.12905081417611197
2.559036697127644,2.4164396096240974,2.7270475830777494,2.7634136230706607,1.2585153227761747,1691.330518192419,10.129501600804726,0.14901047885184626
1.0317802661041058,2.7476795820334976,2.0241303250900655,1.8850500485565345,1.4272882632515576,1679.2577506870043,8.843062669155277,0.13765289218843446
2.791847695883889,2.9137368544770164,2.5691565305183808,2.5225761726371116,2.5370501635646034,1696.1501657552055,10.035841774890926,0.1159064815217902
1.581421384009344,1.0010457618319282,2.343793658118567,2.6590106247263323,2.538345473739704,1688.885094511354,10.706931272207992,0.06623388159046696
1.5394843985369084,1.791563888180174,2.353437238918331,2.5984578497461435,2.4407401279670484,1689.7634068950922,10.512715150893523,0.10696343406052185
1.3922307772669118,1.4810054541948583,2.1599842355705627,1.5888718505231272,2.9427825184796257,1682.2529967356168,9.091257374624618,0.10044000680214087
2.771257259221069,1.1875339242716945,1.2114762948520803,2.6095875851016075,1.9262115793635273,1683.8402846491097,10.655888056330609,0.09868211985228273
2.579415756992672,1.616746129974927,2.1687825080847443,1.6270037299784064,1.2482248442845163,1678.1505354189533,9.134246811569083,0.14333743655898493
1.9337433007358888,1.850947556507905,1.7526052986571279,1.5299809163417248,2.008730704594835,1677.9104554714013,9.07808176697502,0.12161550615917784
2.032174360784004,2.984346407685652,2.499981052889909,2.585656343604161,2.464976183619135,1694.3731743837977,10.271751392453174,0.11332525061983052
2.0278497995203075,2.2639667808268413,1.6251609608219584,1.2700979561548853,2.227959666678231,1677.4792726392357,8.604412489659836,0.12569580716525747
2.7150065508750134,1.3044391316396713,1.5096773266984755,1.8335924827216146,1.6117026364329714,1677.9484049734444,9.750982975644668,0.10406334193590389
2.526855337264079,2.303133626517044,1.6733721308777152,2.2443614909331657,1.4215206505276812,1682.8959995095356,9.905779989963072,0.11736649103753556
2.4968259056886515,2.823991160839893,1.878505017624035,1.5855513672700716,1.7054244980373776,1681.1500193318673,8.737244695859777,0.13018026881440206
2.0762876933594785,1.4454154841435118,1.0510256683440191,2.445037028901896,1.6985779625019348,1679.7828570927386,10.442823832600842,0.09569550914140623
2.643937873165895,1.1912464430030805,2.4850150412134266,2.4211650600011962,1.3365773459888346,1685.2851534771357,9.952791155865022,0.11376495132000972
1.2986801371819126,1.5112355966658366,1.5354974908660195,2.053404296496794,1.357266193384341,1675.7713003193717,9.755188668812297,0.10247384752728808
2.821419333481644,2.9827456946147777,2.046936589045849,1.7598193541962266,1.0665217176845094,1681.552031691181,8.739958908452138,0.1391298790855548
1.8041270673495584,2.9730931627192976,2.6591547950089662,2.0620948762961895,1.1348300843144352,1684.5670338007546,8.860179270432603,0.16951152992120122
1.1663463076400198,2.122691682310437,2.5449092627231122,2.4529542198298797,2.31607532550026,1688.8485032588437,9.992895626262492,0.12314357480178795
1.1687052006485716,1.2833488072996924,1.327874273638236,2.5711367907639398,1.4647441917891264,1678.463665184785,10.678285118388002,0.09154224691683333
2.5400023806487693,2.0653936811249967,2.0760095283993403,2.140175992397486,2.3640365730770037,1687.6099092059603,9.889887285802065,0.11943984355140222
2.3183059189854873,1.801002622517381,2.154768733626437,1.7997520060678505,1.8372761940444444,1681.8574665644853,9.359521549849315,0.13276190405012173
1.7897357208730644,2.884453827743021,1.5270143081095309,1.889061257488115,1.6230926261756,1679.9942956533446,9.154713915122993,0.10038654899512314
2.2815807863425506,2.8378820524294275,2.7453394154064066,1.7810241066971328,2.4264462712369914,1689.3574834409656,8.615690726654314,0.1598963803018257
2.708767151237172,1.4276279517590151,1.8166959443739512,1.3642759610963795,1.6540700815426026,1676.1874956376214,9.231635735048537,0.12420220909520342
1.2674807335220826,2.7431661875713607,2.986010067268981,2.6573843749638835,1.695254166873625,1691.3551207356884,9.901945183157013,0.15289128531460305
2.1356204603444087,2.539470735712613,1.2660626286810825,1.8822120066650134,1.7067728247007223,1679.13634084637,9.333093019791031,0.09536522462898239
2.4660307896192117,2.828644400467133,1.1045257872881435,2.1039307412828983,2.7537884111368145,1686.2260672885338,9.823084879285114,0.06320600025507558
1.2799746597992465,1.6898148610162023,2.3061676616764206,1.063846589731323,2.4713188365639107,1676.986392865894,8.043068997858645,0.1425955512575655
2.440061585251738,2.8510166022444805,1.8470053675189606,2.286418613056955,1.1102982658512734,1683.6948399879063,9.757823603912634,0.11597963627438831
1.4686523411044814,1.657717071891251,2.2332841595206476,1.9047702317608863,1.293302282718096,1678.2675348339096,9.27664461479396,0.13250729040089676
1.0739174701692804,1.5087317816965768,2.991426469788829,1.6591184293730779,2.738758812527471,1684.9990453105627,8.333586744607516,0.12007991408542859
1.4792764024739504,1.6361836333128639,2.791823340671068,2.823229757349055,2.8063181092714133,1694.6281583744133,10.636012214392695,0.09310151479837335
1.5332704180322063,1.6597449765481838,2.211421276478278,1.0598971787132705,1.896915434359098,1674.4907793304033,8.203718590601941,0.14894615069732955
2.1157065174904903,2.349252327760274,2.662014384892112,2.5118225564553085,2.7193898159748096,1694.3992638049335,10.117162073397852,0.121450380163024
2.1043125167520778,2.7034015989793554,1.894247279158758,2.2252465422227194,1.5757932008288804,1684.378339618715,9.780801287493176,0.11792499251835431
1.61004080905345,2.2217771823218992,1.3943514119773206,2.742938630458855,1.6814157758518768,1684.2788202704974,10.957027017182776,0.10284533302660634
1.6371198492134105,2.9253173613067434,1.5912441370246333,2.607755617885661,1.4531560448452625,1684.8149446334214,10.576617278537633,0.09255533900164951
2.988200813776449,2.1135351907553455,2.947543820061661,2.5469118279300442,2.8953579594992287,1698.2682746030973,9.875141156869246,0.12102524773796602
1.9205886070720166,1.8515419457886737,1.5539409835749096,2.5520645292531676,2.1925521069882694,1685.6841308807316,10.688235171172572,0.10223081133158292
2.806469805931691,2.877866807646842,2.528706312111444,1.598975974438748,2.9476422924343924,1690.6146579198646,8.717888112612822,0.14440039336737412
2.854440864094217,2.7294991995728135,1.5248907060674834,1.2768250775664238,2.9842030721328685,1683.4723904320294,8.81338574691433,0.10425392268982504
2.402124038411067,1.1923068653381332,2.533633109161433,1.3781962903699225,1.8472934318865075,1679.1622958662208,8.970323071851036,0.12710636010361637
1.2254318688938628,2.7228717603684442,2.2896201613407285,2.041771252054872,1.7621694640435868,1683.571953003725,9.138971671449491,0.14107681239402084
2.4568938546144308,2.412975161680844,2.509344893082546,2.6979888905251914,1.4703177411541033,1690.5256456709287,10.271053526733468,0.13871752557895162
2.7001889994859383,1.1237728676420038,1.1297098148336966,1.0816317815223397,1.4649279105578523,1669.297760030452,9.187587373803794,0.09453355590789289
2.136275761314494,2.3361529253409126,1.382272621473914,2.796406584157976,1.3883533412322768,1684.8366971137114,10.9274903352059,0.1044654707747565
1.5387765123607324,2.5222604631446273,2.3288846457808337,2.03784233139634,2.4602911110469288,1687.1046425282523,9.336165368305148,0.1303622764303763
1.092500523664738,2.509382038761452,2.1463101675225147,2.2834987059273986,2.8384240203748874,1688.7703029800432,9.854040111721009,0.10998701950252619
1.1049415360959784,2.6706847648654017,2.1179078363099566,2.182531766452223,2.6005072413469907,1687.2046614879932,9.59404439697521,0.11463826492346668
2.6110344566610824,1.4525396296527473,1.6628973356757382,2.281675302878841,1.3746830615651655,1681.150904585082,10.125505334964306,0.1122926879324527
2.4028550583495547,2.9329992979912967,2.0813839061581936,2.395507994305295,2.4699246335219174,1691.7690891573868,10.13899794950376,0.10090405343578955
2.747212555556719,2.4662083782229844,1.8114260364355417,2.2957274745334586,1.9090468134390115,1686.9938731121479,9.999951064151116,0.11274165187810271
1.016047456295645,1.783160313375339,2.3510338781232765,2.904799549617729,1.5946904667832311,1687.094420516182,11.01643338602055,0.11716452218320562
2.702827456365501,2.7427407646818573,1.133421369241144,2.229591345132404,1.0329292146031586,1680.0190345804926,9.662240770777366,0.08269925695454627
