x_1,x_2,x_3,x_4,x_5,the mass of the vehicle,acceleration-induced biomechanical damage of occupants,the toe board intrusion in the 'offset-frontal crash'
1.29226028992752,1.2159210050340161,2.135934076030132,1.1969993722940286,2.4492112731804543,1676.0668054623472,8.61401287792197,0.1023881893545476
2.270390776491449,1.6403634285723703,1.9956703045310382,1.2702440956937788,2.7575904569679466,1680.6569607030924,9.067010757028504,0.1217772273465421
1.1106096562835022,2.425463166287467,1.2262579659873378,1.5557918270463926,1.2414523502404087,1671.6796113404182,8.452187256801619,0.1056931861041299
2.9605640613769744,1.8932880211635075,2.297866615671153,2.835994463548994,2.9585043939338114,1697.2369053268455,10.860125978774306,0.10318770154310361
1.7382466095398084,2.583935157316265,1.7387039618369222,1.5927137545517671,1.64392239337226,1677.9469071231802,8.706030979951477,0.12801306239301039
2.2460029345491326,2.187628332080346,1.4683014678735349,1.176538757199918,1.5102811652907393,1673.1792570279204,8.496059471423461,0.1290032787157103
2.601680853472301,2.1966353120645907,1.054284159809588,2.700929204652792,2.310295314015055,1687.4822227103016,10.802544474323566,0.09081693506843352
2.453925945722344,2.25192666784838,2.407687602025106,2.687565192524591,2.683750499394354,1695.0067455549615,10.59361886950938,0.11246500515922817
1.2189530402125377,1.1052090073706824,2.2755049096267452,1.0489232255801058,1.7648142331164085,1672.0816155015732,8.311665108028635,0.11451567339959112
1.47299341109459,2.7104682552752783,2.149790206064582,1.0617302257079748,2.2865596110344892,1678.2572737337246,7.561455621866409,0.16570801657949913
1.0463191219965264,1.1727795695199157,1.897542211058911,2.5128494351072623,2.406909784832508,1684.2693467618105,10.585320902949555,0.07536435114656793
2.4659518305920742,2.1923299266180702,1.6483545654867255,1.6611851485015348,2.3875754254453483,1682.1826169372582,9.325034330215257,0.11461715920502064
2.218087757751306,2.9250427175539224,1.3122313512844168,1.8334693347788664,2.257993677518356,1682.5168349555463,9.229066800363753,0.07895094772661866
