x_1,x_2,x_3,x_4,minimize the structural volume,minimize the joint displacement
1.507643875021888,1.6436672918670214,1.5480548113376114,1.838456772258908,1684.4899212946427,0.02308160250201763
1.431574476189493,1.8415349898088995,1.4886413098499403,2.9816059801771417,1933.8355168399587,0.017037441783314577
1.5184724821659645,2.8253387495406033,1.8248140825245527,1.0113539371301306,1878.957615014766,0.027457722726747288
2.46975776628883,2.0151784223481632,2.2576138719079992,1.3930230919715143,2136.99341877752,0.023962448464542544
1.1242505345380873,2.9985477413938586,2.4784526340332764,1.9705420782332737,2006.7880479142186,0.02595970866973481
2.8004953117636715,2.1214895626705284,2.840625887897362,1.5574912795578237,2368.827371504237,0.02335797094308262
1.2454946868586025,1.4587411466098992,1.6602192040570731,2.4343814242116384,1655.3674497985394,0.02662655479877978
1.7912949894071466,1.9273683315925716,2.54415125121389,2.508196469389275,2082.3072918244434,0.022696666853770617
1.5169924287667795,1.633185544097015,2.2917182002672423,2.20000242095458,1811.5005245525908,0.027251398389212717
1.883385440411507,1.872709054380804,1.7383886656806165,2.9379393883273552,2134.3200983792435,0.01625967059627247
2.5783134166076023,2.25729580772758,2.641394737848819,1.445069521603687,2283.8463051105814,0.023419248672210326
2.3398754274264846,1.50391922433533,1.9152103235553666,2.3491781184234126,2107.940635651582,0.021099888443251308
1.6236458102812255,2.069032455320587,1.8057530824948644,1.1139481265688898,1726.2153259493193,0.02827898239592016
2.766829389142149,1.8747370895771016,2.433458041626345,1.2931288917357842,2207.6041575683207,0.0261588355859951
1.2570398887915373,2.663498192514018,2.666654062690097,1.6720159144724098,1917.1680523904022,0.02788457009919701
1.247225152044653,1.8966209751634517,1.5338621094129292,1.7811205326063941,1639.2579622772096,0.02373755892623535
1.2108037703381034,1.9233142359549473,1.9363186124338159,2.6650721600163854,1839.6346873885125,0.024121206421521473
2.88627140811726,2.339659998007714,2.315799531162311,2.8063695368680155,2681.893275731518,0.01393144288010304
1.3914820766781342,2.8384852010567605,2.7540387865485103,1.5538738580003608,2002.118393529301,0.02693868056171031
1.357324493986626,1.6079854832158993,2.899325060877233,1.4026625847993714,1618.8173814693287,0.0368278789288201
1.0948250712276109,1.8406688329044483,2.2220256428744865,1.5029321601906567,1557.2654357601532,0.03421233190991748
2.3034594893910727,1.4248064734894919,2.6883218781414833,1.957122201971072,2043.726420343178,0.028231823315277137
1.8320035738197167,1.4652935114882646,2.338114393007446,1.6027850439025886,1773.6239096571114,0.030601048033422527
1.6756549674513965,2.6974477759522015,2.8911266322382967,1.2282234855022325,2018.9263958169327,0.028921749293736223
1.475202364135339,2.0072963715940237,2.0628360370166487,1.0865149889374066,1662.3846239121128,0.032344317221850036
1.5119504484538837,1.8521331583561393,2.9090824024580177,2.3312399153229126,1936.0111762428196,0.02735551234431342
2.598189218292509,2.76847543867276,2.6538557891341776,2.6055973132812755,2669.251437536683,0.014932200557823704
2.482832691262884,1.622108443654021,1.7070961048965572,1.1531761904914053,1943.881642580659,0.02626680527806716
1.6212429208166976,2.8757421695083156,2.7900637901109553,1.6714778465698412,2130.245134004045,0.02399964200665826
1.1803668647171026,1.7886332095966615,1.9078043581991617,1.6611099879753326,1586.5171945793288,0.02997180830625698
2.2411256910274355,2.2518670699736356,2.1555156123154355,1.2777351244470536,2082.5549781716786,0.024015335357646918
2.9933617573631803,1.9126727453712433,1.681122169131825,2.681322226726622,2533.910886379465,0.012103645702800455
1.4972043087662954,2.0172101660959383,1.9704997430154194,2.54738388976365,1959.660676379398,0.020877045088926034
2.553496333352077,1.4719026654636074,2.4556269835389997,2.7054773532601857,2292.219751853922,0.02292279133655422
2.7462554615075323,2.5814673699254786,2.864076928638995,1.4863864663172512,2464.4003894393586,0.02181923098908487
1.4413571142649582,1.5777723608874699,1.8983226616948743,1.9831206606350746,1694.9876533168658,0.026988027067064737
1.8756330837567439,2.1304314178066224,1.8754755110171752,1.4794362637489233,1922.6134901719388,0.022376920699599893
2.641361704856112,2.0709793753194834,2.451636618894357,1.1848729763311643,2192.434760342898,0.02657184218354026
2.4429455944268015,1.6715172897860942,2.1749425673856,2.157435615686991,2176.395574852811,0.021373812483247084
2.3173900798801306,1.7433951023988832,2.727653603893293,2.515359882316238,2253.4468000502106,0.022435768299056805
1.7822509245346188,2.4594443350881514,1.4502671952739912,2.1894484290057354,2087.2800424451234,0.012353953953116718
1.407639542871961,2.405554639066507,2.2560843663661645,2.5730464434246167,2058.4640555291103,0.021202084839585585
2.722827436696075,2.359264657908682,2.6506164260776686,2.322624071186895,2546.5708806773146,0.01727402429701919
2.241460814953168,2.4565416703012355,2.162589759505819,2.8986510817196565,2465.2443788233622,0.014257482355159912
2.2310256437589127,2.600009874497996,2.3815675067632895,2.45562291124479,2427.57524717483,0.016111258712293405
1.5165988857651767,2.429497040470208,1.6630995765294312,2.2956494135525265,2010.8574060259962,0.016534599715902164
1.0537653074101974,2.957247363588309,2.9343926560345865,1.6410638582565953,1928.7561413594271,0.031092281511552883
2.71390164737402,2.5734098386422617,1.7334751963653603,1.2680350181314142,2330.3608921384243,0.017816355865326518
1.4155619199046232,1.7664260771840663,2.3271665577916574,2.8313760517962994,1937.2217903887697,0.025050561237870934
1.2119812132596792,2.856466169323176,1.5460420359883011,1.4253770560747463,1826.4784133740466,0.022140488318243855
2.6916466183367858,1.8486316199861443,2.7925746312251536,1.6059991864611076,2254.950431755801,0.025055429472059295
2.154888475024839,1.955438784392237,1.5028077948262148,1.2888916985745726,1917.9934621628593,0.020441891248661026
1.889971310875326,2.2592488016064958,2.256552527386166,2.2705580694850447,2149.548715028302,0.01937561949645797
2.011239171816443,1.4186180960490782,1.7456154385398794,2.0755731376916335,1885.0995680668725,0.023314877902497054
2.5641468517166195,2.8615645498760447,1.9183973820056721,1.0828628485257688,2328.616435674543,0.02140992538661772
1.7279539756626963,2.641617490788212,2.4151614387340894,1.05872576143849,1960.9047925647606,0.029461063814586776
1.5886871341143691,2.7877375581859103,1.524264473362957,2.747801815927443,2220.4486817708785,0.011457502613438338
2.812106440022982,2.0078918705577022,1.4524231317205611,1.8387120446330252,2301.535605672382,0.012601985590801659
1.6711767240606379,2.73412582476974,2.655660625338008,2.720977279251646,2311.91766587484,0.019012260831516845
2.3148855288840178,1.6234580453626106,2.839019177510243,2.8536934622767287,2292.8639659421196,0.02310774340689397
1.6411016501402984,2.892763875559322,2.7378239383458487,1.736705218531179,2152.906305215576,0.023149657462894206
