x_1,x_2,x_3,x_4,minimize the structural volume,minimize the joint displacement
2.3138075458617715,2.5789303342047925,1.5126476090731475,1.3950554285353964,2179.9452346179273,0.01524903231306163
1.5526358095263564,2.726064652151637,2.8467814987189355,2.790551821807804,2287.6603676734194,0.020488331595970948
1.945588330758247,1.8604847185388738,1.7927094710881026,2.932217127674054,2158.6875041523526,0.016525692747461088
1.4354072260819273,2.5956384636432177,1.8202288484195672,1.1477520069054012,1807.7024295790409,0.026716686227164693
2.9813522543275504,1.5185150709732744,2.655590529934115,2.080868628327438,2364.135203516397,0.0242951652743188
1.6205490795637807,1.5040116174067246,1.8489554436179976,2.4079274788342158,1827.1564550716726,0.02415584756625974
1.9066084344041785,2.279601206462922,2.3204495858779586,1.9509155931408289,2102.255520549877,0.020959845829851508
1.2426246742059655,2.6798443899902002,2.031901301033815,2.503415280702202,2040.7969330133105,0.020718394921070592
1.5604845470657478,1.7676345607142916,2.8282711027963097,2.048066953279169,1870.119052151346,0.02858248438341258
1.6036185446131315,1.8087739642825775,2.1362152338451166,2.0233645669281835,1850.0348065268013,0.024753215591141197
1.8705413758613734,2.023054230766613,2.918315765161738,1.1658045413415885,1895.245177933424,0.03213661699694631
1.5783803043456253,2.751993040999409,2.6692538290729217,1.5243734468786776,2041.365012198873,0.02547278149990417
1.8521073128041254,1.7722574289646706,1.559331817047615,2.6855752050188917,2028.974481291975,0.016066452030124904
2.2012949524989454,2.25926379531651,2.914345363029025,2.420639249881118,2345.091207892513,0.02016189541630979
2.274089976134836,2.264985610372656,2.4199690850027404,1.5978807822914198,2180.971817090444,0.02211105672804912
2.009782081882777,2.486005833164115,2.3725699883736153,2.3887117151865307,2292.8667886892526,0.017780072669915926
1.6108588953732146,2.1003038836782677,2.181215773954692,2.136271102235478,1961.0322184066795,0.022277391648670212
2.3177891643130977,1.8087424003073398,2.0042846291758507,2.735939550431823,2269.038701901347,0.017464646347661268
1.8890512792619574,2.459000412827151,1.7222854532515097,1.6325097769715666,2040.1045611380887,0.017918223028820384
2.1218906295599638,1.7822956425066006,2.266895874113954,1.7178694658235005,1997.5637638602664,0.024460364600002546
1.1725223065115309,2.680005491869675,1.7886479321853765,1.8178073923600777,1858.071109665189,0.022800108170328112
1.044641894677195,1.7595185952798713,2.114296847783796,1.5133152632224067,1508.9992603372332,0.03505871379258523
1.9711317253142304,2.2293824789945784,2.3303083399369853,1.7681691487418683,2077.9580571784113,0.022007067316729755
1.9948445148531375,2.7667895097454562,2.0233422403261354,1.9874417984971224,2262.4808855114666,0.016332823276013715
2.7513946790802337,2.143262135172157,2.8463129898357824,2.6872803317324707,2581.6404038432397,0.017971180668494357
1.715329878241025,2.261248421833265,1.4252246503318964,2.938307009978937,2152.136536620991,0.011128977494925672
1.479059397447405,1.6932699297503806,2.1250096696046055,1.9150806690275912,1745.1172107376995,0.02735928219872365
2.8149591498336832,2.4854013141836804,2.2179039113461725,1.0415408823976755,2335.122060737801,0.024934676619153655
1.3366341595205582,2.203317162794154,1.6930318790633172,1.4747074305077972,1713.0204696360086,0.02465581667144995
2.7571070875113737,2.4027540463149553,2.594207762937202,2.0161528097307695,2507.805759169488,0.018042612939198965
1.0395478269470964,1.584913768000921,2.677653642007905,2.8099692559040057,1753.3650440036138,0.03363950604337759
1.091307436205157,2.0017826365758524,2.38889507603264,2.9053103995832794,1892.895701934813,0.027500232266771174
2.453100760198655,2.401708896491616,1.6506672576500512,1.9591981904431002,2309.342393286448,0.01300287882921691
1.9401762906396673,2.247903475990554,1.7785313020177373,1.8128969398079107,2041.1761957451718,0.018019757894232772
1.721006854875533,2.595318934016323,1.7105079747593992,2.9241462978583734,2268.8718280845133,0.012823296930858503
2.911331289150538,2.66335141073967,1.9919496356079627,1.8375255594118718,2567.620056592428,0.014174425896742518
2.427129876563997,2.0297250260548774,2.5693346269991553,2.8227895318438208,2430.0856722647745,0.018251998297426172
1.0105104172464932,1.6941874656731013,2.581065284443239,2.718480601327947,1748.4027483477262,0.03288554652708752
1.859784613014658,2.473404332575476,2.487250432286168,2.4106294077401227,2241.0444990840106,0.019114180586991086
1.729020147574153,2.834208294836319,2.3583554072033763,2.3426136010629754,2268.9046984570423,0.018091101902005233
2.869255643925394,2.7519440727653635,1.7983530005356472,2.9864028819677024,2791.555529196822,0.008217517698241753
1.6640078364414355,1.4588766977465144,2.8554471669799653,1.6480920953000735,1745.8155646127768,0.033636749786472186
1.816861244680022,1.5435496529089485,2.0018577357938843,1.383964853836172,1723.0932830493662,0.02965439091605022
2.1183457627165305,1.8992251463872047,1.9923417332693911,1.6647172950244897,1999.7644279524284,0.02215141733986469
2.8575462699719045,2.0804442177404416,2.242240244777369,2.5465783167888274,2540.254893230584,0.01583370007751785
2.4444242132569203,1.547861683620315,2.633440721271885,1.774132050170516,2094.9550818887337,0.026987705213096555
2.331923062251403,2.0577340848254426,2.3868905782884218,2.2286942995040575,2269.514474347981,0.019445984660672048
2.170468225856516,1.6438326433560246,2.289740129602369,1.1626360813941896,1868.2983361245506,0.031270573190305656
1.7628960087914245,2.453751583794109,1.9212837616118463,1.4078494708195424,1957.9748126232837,0.022356434600423532
2.5226820207603056,2.89408218129466,1.5761588192496676,2.59409302773401,2597.5517960428383,0.007465969963607919
