the flange thickness,the beam height,to minimize the weight of the hatch cover,the sum of the four constraint violations
0.8334120190630708,20.553274384086283,2467.2263381094167,3.374535340759716
3.353883960729025,33.46868104128488,4019.595608914915,3.822563591131547
2.878694407680458,25.61899955660399,3077.1586412001593,3.7553627800488103
1.2330400629322853,47.021041053306085,5643.757966459662,3.796564718367911
3.3636205163241435,5.5638229466569715,671.0223741151607,2.929387491070039
2.2575970323114194,35.34894379666834,4244.130852632512,3.8045173619960857
3.7902145861653924,26.632843350756033,3199.7314166768892,3.7854826932593566
3.1384794720429614,23.19179630138473,2786.1540356382106,3.7379911447947034
3.822911779254494,21.64385171575816,2601.0851176702336,3.7366658531191046
0.6140479906496434,44.63172619897838,5356.421191868055,3.6131617088183834
2.8707554519909104,10.026457137680644,1206.0456119736682,3.3731486207009596
0.9105942456015512,31.667232396166007,3800.9784817855225,3.6232784925251273
2.1460490754042616,49.32796204366756,5921.501494315512,3.8567620477967397
1.7860157961680234,13.031857305789478,1565.6088924909052,3.4064370815545306
2.8177722234928995,21.30408683625935,2559.308192574615,3.703386123068563
2.659777065764291,34.54445527859666,4147.994410497364,3.813082914508019
1.2965092852221962,39.30565545865793,4717.975164324173,3.7643125764371392
2.8232999056960644,11.08181746529189,1332.6413957407228,3.4294578824734905
1.747141931755322,42.65665531250511,5120.545779432368,3.8169758033418075
2.1421307628270476,37.33293937732867,4482.094856042268,3.8105396995705685
2.1476850036308526,40.52900998333014,4865.628883003247,3.82569771620014
1.9121904168762875,27.884780638398773,3348.0858670247294,3.7323317556148594
3.81449977340308,42.37582678293245,5088.913713725297,3.865484809628776
1.5107790589446162,17.84711983248784,2143.1651589574853,3.5258946104191984
1.596348796544557,18.061887346004156,2169.0228303170434,3.5458039912669217
2.1103474413989716,25.86448427252243,3105.8484601440905,3.724548147728058
2.7154394721984683,32.96096990296377,3958.0318278278505,3.8056640499404626
2.670971633874091,30.04306541102208,3607.8388209565237,3.785400196851758
3.3829825980961106,26.866906388388227,3227.4117492046835,3.7795518318549277
2.0015046347467997,22.601670115867254,2714.201918538817,3.6768434739819202
2.3145641399186023,16.33466289463903,1962.4741114966023,3.581047643934201
2.0527438823242474,38.182536867953345,4583.957168036726,3.8110956736685044
1.4806909241467867,30.53715488293671,3665.9392768765524,3.719965221759853
0.8549165078793917,13.190382764005701,1583.7008481885634,3.045075106571551
3.705714541075003,7.851905391118951,945.9343614753492,3.2656813952858146
1.5189771479378407,42.3126598577781,5079.038160081311,3.8009124235055083
2.351787990342361,46.20343260483105,5546.763700570068,3.8530881819519784
2.1975940919621872,8.129453547293217,977.7320197671481,3.136988886716823
3.0074185511328557,21.342661248337834,2564.126768351673,3.710929028096565
2.9153382141669626,5.724996115384469,689.9148720603032,2.906008090270853
3.6530417644324196,30.91584937171422,3713.554966370139,3.8131148768757757
3.441723907413744,26.19426140120655,3146.7530920521995,3.775159148045268
1.9077688619915658,14.449243348171803,1735.816970642608,3.482209464696324
1.610725307282949,39.56434727186753,4749.332397931387,3.7939221511518983
1.3402555236390916,10.078378436714514,1210.745667929381,3.0967617892937724
1.5378078177713497,20.338821549843534,2442.1963937989954,3.5882637386242693
1.7359026384483365,16.826412735672676,2020.9054309191695,3.5337970989765033
1.4663844188397077,20.90520226619164,2510.090656361837,3.5883656740835064
1.5961960992151587,34.45189233342802,4135.823276110577,3.7621251876995676
3.5097914699309536,29.34378025047182,3524.7634215265493,3.800582059409025
2.7787496164712455,24.944726770639853,2996.1459620932533,3.745390684562984
3.6170953831524466,49.95597404695764,5998.33398101807,3.8840214621509856
0.6803976529585043,23.412892744250165,2810.2275269629786,3.3369988045744776
1.7590266965550003,23.893058557844967,2868.926053637951,3.674153628789737
2.5280569083696243,22.244992892371787,2671.9272039929842,3.703654834851759
2.9004974457950596,33.10980782340336,3976.0774362541983,3.8112859211074555
3.0082721063256517,19.770446867193925,2375.461896169597,3.6879393859130722
1.4970365005257715,20.28696832137954,2435.93323506607,3.580842667687651
1.578412415647915,36.057378134933,4328.463788607608,3.771317579558981
1.0683319859602294,36.927960869733155,4432.4236363539385,3.7140870310256417
1.2016688783035028,37.05150145300357,4447.381843238732,3.737333174884016
3.738991594723767,27.101769865060454,3255.951375401978,3.788319604286428
1.1038210202663756,21.870023832866277,2625.50668096422,3.5279343556212255
3.838841157693251,11.52665141603645,1387.0370110820672,3.505661105789114
3.4358716894338244,16.709749418796697,2008.6058019450375,3.6471408555207363
1.5862114421806326,47.480657194108616,5699.2650747352145,3.8268565185868555
1.6055258577337563,47.627344012463475,5716.88680735335,3.828536296991418
0.8092523048137925,34.93853440554024,4193.433380969642,3.6228869803119808
3.348985649873961,7.032517132662663,847.2510415693936,3.1525937918905584
3.3382999333605077,7.242473319914177,872.4350983230618,3.176369796519682
2.5676511608471935,29.13547148937349,3498.8242298856658,3.7752290261928843
1.2638450484308426,16.631596501109158,1997.0554251815297,3.432981303671692
2.9767568842652112,17.15622294922301,2061.7235107910265,3.6389391104297024
1.4043880196275424,25.28720375174342,3035.8688382288383,3.651023125256444
3.419543743170094,44.51011236398914,5344.633027421866,3.8674561016082527
1.136129688664225,5.648551233831565,678.962277748452,2.1994827150717065
2.231075904962259,18.131164398988012,2177.970803783524,3.6165445150097977
1.7671233916872462,36.162854671451804,4341.309683965904,3.7853392383016775
2.5359438714526914,47.074240013169636,5651.4447454518095,3.8602445115163877
1.5531460108966613,26.8799127352473,3227.142674240573,3.6903461179699875
2.249793625164641,14.672504854693557,1762.9503761883914,3.5276830844388267
1.3539271920617018,5.057267152081618,608.2259854418559,2.2035200972481794
2.5823455480829107,9.889391771555104,1189.3093581346955,3.3379045864161814
0.5659028239515549,19.14257349216393,2297.674721883623,3.0097211570496185
0.5710750318317321,28.48474235629726,3418.740157787503,3.342048348187998
0.5516639372170042,48.15751266026022,5779.4531831684435,3.5950320108334886
3.4141643455103976,12.399201754918332,1491.3183749357104,3.5232185844761084
2.8332904127399345,18.53363598186987,2226.869608237125,3.6596782587570083
0.5342954422862474,41.12690347912884,4935.762712937747,3.5071119963894035
2.372055505159337,41.3656260012237,4966.2471756520035,3.8364886905624624
0.7494916408757167,22.10087552306405,2652.854554408562,3.360366193252194
3.530633499729512,15.061102052945673,1810.8628798532102,3.611882937321213
3.973334739331702,45.988803470341495,5522.629751180311,3.877554851957614
1.9492910085918087,35.92816442866744,4313.3290224486855,3.794246716251744
2.312396325133781,17.965292608473476,2158.147509341951,3.618991880818765
1.130010440632082,18.87182225810727,2265.7486814135045,3.461654146006695
1.4244881004723686,41.648505341522984,4999.2451290832305,3.790044741431581
3.387501185559567,32.12751806447983,3858.689668923139,3.8157595508618964
3.2036195747980036,24.62127888500465,2957.757085775356,3.7549681896162586
2.792694093767339,9.595913456867688,1154.3023089178898,3.338112777796177
3.3743134483373103,18.38732836534377,2209.85371728959,3.677467634128214
3.0533205130894348,34.4591777742995,4138.154653429029,3.8220181830360684
1.5982976563289484,33.481550384042315,4019.384343741407,3.755399975128015
3.0578186498570212,25.270393030526346,3035.5049823130184,3.757354389060922
3.464855037673599,42.29747091265612,5079.1613645564075,3.8611152899088212
2.119274825492659,22.401652483443673,2690.317572838733,3.6825147001352763
2.9403323272130937,27.870902560354676,3347.448639569774,3.7768941391290998
0.5384208716294575,34.24849405972597,4110.357708038746,3.4134838346646346
2.4221304196089397,46.74469729480925,5611.785805796719,3.856581267428826
0.5334722846519035,20.87030227713667,2504.9697455410524,3.0257554241755535
2.6358369966612942,20.718047307569556,2488.801513905008,3.6870450127880297
0.6256487210516233,24.813144111761204,2978.2029421323964,3.317519488712861
0.5557084151128208,31.618694425875127,3794.799039520128,3.3881860825850754
0.5301871429515583,5.635310522186894,676.7674498053789,1.492964287460008
3.6574392356115446,29.66688453285174,3563.6835831778203,3.8053134790685395
2.1261426028957153,45.02890874634159,5405.595192163887,3.8424109867220873
2.7827294262693814,36.68050936799662,4404.443853585864,3.827013179901525
2.7262055504342877,24.32455349502245,2921.6726249531284,3.736979156769822
1.7992976472037214,39.54370440413817,4747.043826143783,3.805513828905253
2.5847565868455127,14.770858940920537,1775.08782949731,3.5573476816184506
