the flange thickness,the beam height,to minimize the weight of the hatch cover,the sum of the four constraint violations
2.1039896640842053,34.32281828380347,4120.8421837205005,3.7922124939758324
0.8023017125354215,15.862825631113221,1904.341377446122,3.16159188180566
2.396837009737137,19.6039689276305,2354.8731083253974,3.6561826522375007
3.9016555346186417,15.56084134854012,1871.202617359433,3.6357978681366223
1.2039897723661583,47.86043883325497,5744.456649762962,3.796971845677392
3.0092134662233643,11.539618370413484,1387.7634179158415,3.464860874131679
3.5773455018303406,26.180369630571043,3145.2217011703556,3.777819034022518
2.3748982009543855,19.06930758154227,2290.6918079860266,3.645152572201133
2.4285672222721817,28.83688378897453,3462.8546218992155,3.7676729791820924
2.1890206154645266,39.38532841824873,4728.428430805313,3.822161474194292
1.5337758604246925,40.530731379450486,4865.221541394483,3.7932898264957373
3.764535369598941,43.33904814621403,5204.450312915283,3.8679482519564647
2.711613011087041,25.729031126601967,3090.195348203323,3.750839045277031
3.347605329967643,36.50770284847522,4384.271947146994,3.8372435287187567
2.6479614835377916,25.271389379426278,3035.214687014691,3.74396476207871
2.90700053374965,8.538369812177729,1027.511377995077,3.2669393558323354
2.1405620962735807,14.483306066073391,1740.1372900250803,3.5107453656367635
2.9601185136425596,40.82122644773651,4901.507292242023,3.848095154646355
0.6531304715664146,40.21528423728083,4826.487238945266,3.597903122439923
1.4275834992022791,25.683445773556915,3083.441076326032,3.659754759405886
2.8238977099817832,15.215434332382356,1828.6760175958646,3.5847970483160085
3.245540795774994,27.87215543458557,3347.904192946043,3.784535478213724
2.7282177642026877,38.66684044428216,4642.749071078062,3.8346630447977046
1.8507570834729596,17.446347633978817,2095.4124731609313,3.5648679441028346
3.316619072257477,15.766821623822198,1895.335213930921,3.62160116725134
1.2465447873265152,29.642250816527664,3558.316642770646,3.6793939471941104
3.3420149143217994,44.21874880526202,5309.591871545764,3.8655682077299214
2.074963449206461,26.059545250364376,3129.2203934929316,3.7244764483058295
0.7113638281314144,13.55708648372113,1627.5617418746672,2.902544992436805
1.2975197443843587,34.917614843797594,4191.4113010000965,3.7347868861631746
2.5348504480017873,30.267108800818246,3634.5879065461913,3.782519015298865
0.509895198550147,10.427607317264194,1251.8227732702533,2.141712630439911
3.6083424143477316,22.65268432176196,2721.9304610257827,3.743879482652091
2.6272664995765576,39.8430504908905,4783.793325406436,3.837175396126171
2.2890122018275125,9.462116810472033,1137.7430294584715,3.272175474310273
1.0484688241209073,14.270235920320404,1713.4767792625694,3.2484409980092868
2.202208555498263,42.44871608566158,5096.048138834888,3.8354469638515156
1.479955664913623,39.02406533012335,4684.367795279715,3.7808698862118257
2.1352502745053537,35.46707987334714,4258.184835076162,3.800271427152687
0.7896160497401058,18.48273410061807,2218.717708123909,3.270463279682017
1.4158807282980264,43.831477173330995,5261.193141528018,3.799791348897469
0.601882312326286,37.048106792907326,4446.374697461205,3.5235077425691355
2.9468911418195467,14.33122074421975,1722.6933804481896,3.5660335183172283
1.1629153432559416,36.97159107876115,4437.753844794594,3.730896368358996
3.8040825870064436,44.523121715661844,5346.578688466428,3.8718699050206213
3.119879885113149,25.49036410123307,3061.9635720330816,3.761148245383927
2.3839151553652744,7.670934909525078,922.8961042983747,3.117009319766795
3.759792917380502,20.8431577375265,2504.9387214205603,3.7251498004572907
3.8808457117987993,7.125253948213015,858.9113194973605,3.201875183062026
3.7274953339746246,4.520889944954505,546.2342887285153,2.723965807850751
3.4341530603678723,4.588643485855046,554.0713713629734,2.7094679960680885
1.4220258994651411,20.945687741805457,2514.90455491612,3.5816684468107933
2.7765524767822694,37.56052411986817,4510.039446860962,3.830926955817633
1.5463386960754821,31.151660648960284,3739.7456165713097,3.7322050607902164
2.519636381654674,19.658087355296274,2361.4901190172077,3.664139093365507
2.7036790547135197,8.00948725154231,963.8421492397908,3.196583231008908
3.0498808255175875,42.20532474547312,5067.688850282292,3.854647981888357
0.6276289204825913,15.427753329885462,1851.958028506738,2.9046946424589892
2.1947545546166474,11.53528932098216,1386.4294730724757,3.392211999655307
0.9331183247284693,44.61086981752273,5354.237496427457,3.7378792886931054
1.066947171620445,20.196889582834867,2424.693697111805,3.4761906447276982
1.2041217656875491,16.189167890976414,1943.9042686828573,3.3987042068493216
1.5446898366677155,14.738129110824417,1770.1201831355977,3.4327874743478426
2.161451836352456,25.418112567353784,3052.334959918807,3.7227333373016407
0.6974270837457457,19.5846538445127,2350.85588842527,3.2263443485901036
1.275680542946003,33.66493838768302,4041.0682870649084,3.7219227734521003
1.9001827055662395,32.926071852700616,3953.0288050296404,3.7726608331643465
1.9982710718841623,41.848629448622624,5023.833804906599,3.825465416355605
1.0323903436381288,48.35097840714765,5803.1497992013565,3.7761817457311055
1.4502684224862004,6.162017798522058,740.8924042451331,2.5875859128081395
1.9132169873043967,28.18479276876216,3384.088349238764,3.735254172054945
2.0415500273355205,34.90458312249116,4190.591524726275,3.7928086114492894
2.7866291231482636,4.362043491211413,526.2318480685178,2.5372278118047715
3.2461865260363147,42.314086574095576,5080.936575417506,3.858131518574957
3.3298884809196636,24.276649659815174,2916.5278476587405,3.754719089703708
1.6053838820254693,47.98133872221662,5759.36603054802,3.8297941391420256
1.118457610659044,25.103806948238553,3013.575291399285,3.592641753113758
2.54290045558704,32.07209706911088,3851.194548748893,3.79503351164849
3.3525223578469285,8.618976349814119,1037.6296843355412,3.309301166619732
3.536283999304716,16.67364816108236,2004.3740633291882,3.649656550981038
0.6685292474825218,43.277973226386806,5194.0253164138985,3.6352405507174255
3.218532224876099,33.893422516268046,4070.4292341770415,3.8223387079013498
1.131178636065174,37.74774597612339,4530.860695770872,3.7313813218942227
0.5376724141118332,47.71689395922288,5726.5649475208575,3.578493610011641
0.8807866873429686,43.8033294428115,5257.280319824724,3.720264329636988
3.91802536248996,8.188637640972754,986.5545422792204,3.3078043479481662
0.6288145607801958,35.245857536987984,4230.131718999339,3.5224124948856774
1.4978968733399693,20.612491461440992,2474.996872246259,3.587611874328435
1.8107052245415414,18.43508146005406,2214.020480431029,3.5836940660512386
0.7526405828240613,5.730346181162819,688.3941823223623,2.0171747109350076
2.94021943704908,43.95951320313574,5278.0818038133375,3.8586003824338277
1.0545585379848759,8.258724020367964,992.1014409821406,2.703723107181862
3.113048210380589,11.178266636534943,1344.5050445945737,3.4541434080498483
2.374852746177731,40.56357883979706,4870.004313521825,3.8333360362489306
2.7375790641331172,44.51328415688837,5344.331677890737,3.856582252220182
1.404251272368179,14.007941236864097,1682.3571996960598,3.3691220484036366
3.570354782683904,30.57160553239971,3672.163018670649,3.8096413448355904
1.7849512527775773,22.999017344029156,2761.6670325362766,3.664002262662234
0.7615730540043343,9.532636941875191,1144.6780060790275,2.5344776421060162
1.769976541397816,33.61202028718593,4035.212411003709,3.769221238021574
1.2882429088527554,43.31043990723499,5198.541031777052,3.785260312196657
0.6727229524632379,26.659135211659827,3199.7689483516424,3.411178886204637
2.052011099280476,15.807360079232643,1898.9352206071976,3.5430156315757086
2.1822415210075405,43.04622836329508,5167.729645116417,3.8370725026688226
2.028076543585689,19.738865406283903,2370.691925297654,3.632186386376774
0.7306957026586114,9.919159469106404,1191.029831995427,2.5362140402468945
1.1118665490325388,7.57894029821849,910.5847023352514,2.639257264080894
3.867384704797412,21.478266575680824,2581.2593737864963,3.73555546029672
2.268669194954181,40.872036893381065,4906.913096400682,3.8313159951448137
1.0584714143190046,49.45766807149218,5935.97863999338,3.785154251473494
