the length of the bar,the length of the bar,the spring wire diameter,minimize the structural weight,minimize the resultant displacement of join,the sum of the four constraint violations
15.515251434267933,39.2050713185088,1.3206720973130566,130.30154992096132,4.111535825268519,199993.32894362067
1.9867953155642657,31.216555788928627,2.748707475018972,100.94987869438911,17.77434149951449,199979.4985874343
51.552446541830804,71.50526497074334,1.7391194838846358,368.30543730929264,0.9729899124677207,199997.73644329666
37.57190483788431,82.19662091179222,1.3675546732158037,298.0832364038452,1.645458224994289,199997.1488179501
12.163074053469769,5.703111417607037,2.374277029192184,71.27028710403572,3.2214819140958193,199981.55766790186
62.40771172079818,36.05729364205799,1.3473433477712842,323.9121903250554,1.0039461995777033,199996.23303685838
91.65748994962945,37.335414019318634,2.7883008209978613,557.5097461681975,0.38157438652825243,199997.34205178492
20.173931801233934,55.72829169742194,1.3665486467442527,179.64288161804873,3.0665192962867853,199995.15463826852
51.61926705513981,99.73274886111574,1.9960466655525835,453.4138141329081,0.8677425228900947,199998.2350779858
40.44315682210828,5.247443719391483,2.864985321395117,214.9108119251926,0.849265077995866,199983.00321703462
40.27864026252744,48.88894646978627,2.3423538032793143,311.22076085371657,0.9826226384980099,199997.2381309953
59.592152058325794,43.25898851104465,2.5914374959454074,404.18110507488984,0.6172509967198896,199997.40050877695
23.47116319921588,85.55281085042698,2.1595029578701412,310.291702030996,1.7936719967369623,199997.17584092068
53.15134912544773,28.37771639304022,2.482764017200881,326.1855004840133,0.7135188964482931,199996.24728698313
22.61227477417754,81.21869421761251,1.6681350337728154,255.9623411048172,2.297911264857249,199996.55366471887
91.2598629286248,61.48280626734478,2.154546620720332,560.6663014016294,0.46213719376288404,199998.10336566143
15.58724513702356,83.54966443464727,2.1325266804468446,267.44490052244197,2.7273912842274433,199996.21504603996
77.17872297830145,61.006228539601494,1.292875414053813,424.1536710908527,0.8425831461106966,199997.49959101813
80.78686894071207,44.100491974972236,2.028412936774836,462.05621999841304,0.5473776062521003,199997.43011539377
86.96747605656648,47.27486839924107,2.609516927971565,547.463792701988,0.420892940776132,199997.76687695703
36.66303896850037,76.713462773946,2.3415887210240403,365.2588071617223,1.0797886630457185,199997.78625310666
42.37904011005305,57.91777221905657,2.006823900675495,319.5160314313869,1.0524010536073756,199997.40434251263
59.83891198722063,2.078582401384308,2.7309868609267003,295.86750871046115,0.592754507100251,199958.42040927766
32.47234755964334,50.38325802712299,1.1512185239383999,211.9910147437642,2.226891065607259,199995.66988338914
96.75674334493566,39.6201809955725,1.0288037117262043,456.4674362261089,0.8298237296926192,199996.35432438308
30.384666413708963,30.745504659671585,1.2420355367356406,176.28883112368743,2.2196736604472047,199994.43977750628
15.509126026944665,23.898648545117712,2.720922073329155,144.30757043821154,2.292800150441701,199994.14081261825
37.41138437109618,19.765006972214632,2.268018635067549,221.0182631483651,1.083857615905302,199994.49261452118
29.392432584259065,21.828956457968356,2.1455195563587206,185.08637121215313,1.4395604202304224,199994.51705829747
43.32973264391066,10.244360463241312,2.284994189116914,225.1566139636197,0.9305588411120593,199990.54517379304
95.36495741823482,6.734687280947839,2.9512466748285515,495.03548279818125,0.35324073616293944,199987.1045669029
68.19670092217491,37.56477980993246,2.874136338282165,450.218236733868,0.5025862089068236,199997.24253741588
77.26005544172725,49.63198224385292,2.758413590337621,521.0227535200723,0.4559875359264374,199997.82949686755
13.07157693374815,18.60254886838179,1.320546847272562,85.87627140032433,4.880586953435734,199989.72500957263
24.112478648639602,89.93719093360433,1.7649074340361286,287.86067303847545,2.0547178909277704,199996.92291166435
76.0656232785969,53.101282919922284,1.7331607616295388,437.8495362716104,0.6613379930327917,199997.59932066465
85.65760517685239,75.36925118138208,2.888539343901596,653.0127846575591,0.39882163808924465,199998.4779294618
79.43543941225798,7.3077368720646945,2.5263315390100543,395.6644537659828,0.4714962044098089,199987.75477336315
17.0871798661734,25.7436762568187,2.2238354431165748,140.97304693003386,2.4088055507442805,199994.1839058246
14.894793354092645,85.86618080405957,1.8670157531658844,247.61058548042416,3.1747246923246686,199995.7683670635
34.189787611676195,94.33779170066585,2.57601004298445,423.34881247017927,1.0803991429596453,199998.0099289339
96.75563263408284,47.5656372645884,2.2190888879792876,558.3654742911319,0.426093672500701,199997.7291350679
91.15767992204589,1.9062195514724378,2.910406281445571,456.8016661798985,0.3729101651186524,199955.25099370713
75.73853528910266,93.99168991026598,1.9450843531034157,542.4415842206553,0.6038437910435143,199998.43912012846
11.794162561170959,47.73278565505108,1.620678056403966,141.80242330831214,4.515781267880196,199993.51485413918
18.490670107491077,60.462825935498984,1.71824007780591,200.70104470736558,2.740469814030018,199995.72863540618
19.372516541378754,59.24710885934565,1.3383997076978953,180.69827171609808,3.253584809689123,199995.0608664281
89.64258139241657,40.30049037791041,1.3603418669317897,446.7802824322139,0.6929360156905389,199996.84332667929
94.33843243852219,31.523578157578207,1.2655725285019277,446.6373514286052,0.7027992435789966,199996.06279974274
30.813911283711157,89.4922854781811,1.5983412246372546,301.4592595170632,1.7492044474630017,199997.19632115847
11.078767602519415,64.77534342934838,2.931605644716418,255.5821385764416,3.0538684843009385,199995.64121831546
70.58287280918897,31.321670990725764,2.700835839417154,430.8709696046304,0.5063599008968032,199996.77004619164
95.28180705085516,11.869539501844121,2.141931203299562,460.38832978889945,0.44465194259595153,199992.11704757897
64.7913557780938,41.73964902817194,2.7172740270967806,434.1634577759828,0.5493320953708121,199997.40835413864
12.060881014984528,96.16595548184942,2.1407712067334432,281.9407635182128,3.5142609292283344,199995.56755795068
17.834885000261806,29.669237550098806,2.95302796961332,181.17562200784883,1.8880767402700482,199995.26511948797
97.08141352470939,61.28524968848478,1.1886932463490545,500.3091597132285,0.7232039757836529,199997.5709409173
61.424639627651516,34.97123375438596,1.3888474586464379,319.93729994679495,0.9926807937915411,199996.18843943186
53.074801839808686,97.57736367399407,1.8940016155687014,443.8853927863671,0.8805376191725454,199998.19234143425
84.6474421541834,59.28346083691516,2.9498109872679943,605.3523857513893,0.39809123775338057,199998.17702605412
21.262664318663393,14.495160464759525,1.918205935352433,125.68077564366233,2.1753255806506613,199991.60063828953
48.03731138939547,26.971230431304555,1.1358429307645925,240.56204691465126,1.5241659960776512,199994.523970963
28.54675108179094,49.834445510481466,1.8336975910207107,229.70021383190118,1.681224508588372,199996.49026390415
3.011173206989634,44.87164113264108,2.4425278734317426,132.54276262095354,12.744700971081906,199985.32880155114
80.2112130473224,73.59193979530892,1.234668007976219,452.7071150187352,0.845408009565558,199997.75568427672
51.3432385328253,23.593988544693424,2.084391003350253,286.1300509309691,0.8429329701086384,199995.396351144
42.03830260733914,39.93295888628263,1.5053461055010682,251.8346361115664,1.3507375777658537,199996.24415393645
2.7826659303968944,7.4958019919003815,2.4482843180752747,32.87377160327455,13.767660030334627,199974.70375969034
6.073611307707802,28.730876381944395,2.8073521719979935,115.30277415692692,5.732108670717335,199991.31205295614
69.542744582132,53.07082039948913,2.7698045268731244,494.6338074563078,0.5051784857438468,199997.8921662288
22.219938772945095,20.15249010039732,1.645982510895445,134.92312584554338,2.3653216573384617,199992.98974377982
36.185199426231215,15.794785898448776,2.599193956116081,216.60173527435882,1.0143935492167402,199993.5587152603
51.86166536926098,91.932139170993,1.6509741979985,401.87058336326913,1.010793556992832,199997.97181706975
75.3859645412716,59.10340947278802,1.8592924669751203,457.30425635166034,0.6294038247647763,199997.83368232643
5.519759791149872,90.7234063652725,2.0195649564791913,229.18645376628217,8.039317222197955,199990.97670194498
57.10382071386414,93.67501730038319,1.7199302368316776,435.0031887006313,0.8866497365266816,199998.1254751443
42.02502474656798,2.5404331006144822,2.879576927895081,214.87215768567944,0.8145629276982072,199965.84991342569
74.75429295369912,49.30995165847116,2.7891662137651863,510.6391919659509,0.4677570563063256,199997.80872970354
42.93840907904982,66.14223464839523,1.8202434372766805,326.06811399064793,1.1245600737408785,199997.49541863805
70.23064051252075,48.61661032970543,1.9932087057642942,422.28279418591296,0.6385147698897299,199997.52047345138
97.2441026062017,78.76357445181871,2.9740752096376966,731.8480805441582,0.3446952942323765,199998.58372814878
89.57136618227452,80.35812759022708,1.6471245199854425,542.3163703747389,0.5864166550519329,199998.2489282192
35.81954713086018,12.617493903992942,2.9349115561756167,216.83043273134678,0.9438508900209637,199992.35780769298
83.59164235717175,88.96142875972191,2.5946253108249278,645.9213210924432,0.4396550641579605,199998.59660075023
88.56035640772878,78.24149572489,2.161174034133466,588.9576128995129,0.47509253828533216,199998.39827979536
92.70221119377038,85.87763083284176,2.0415237144414986,611.5368300551659,0.47458602069440203,199998.4881025727
92.18014847568863,92.88258002631369,2.0795660843843984,629.9013219405335,0.470360472177134,199998.5739291879
18.256686512301933,2.5364915708206346,2.3866923912830647,91.60207842975812,2.13798391325726,199963.66583686302
81.06733142217531,77.70849045518328,2.896018451038499,638.4196926592663,0.4206891355775568,199998.49017561355
25.14687100654509,2.4439015786157134,1.7690530720661513,114.95204733467799,1.966335149464635,199960.43116546207
18.56530378277528,47.80608658307478,2.47479463336166,214.92907963686093,2.047512525323802,199996.14760831895
84.13109941787545,62.582425648822955,1.267001239851299,454.0166023689322,0.7872596804343516,199997.58423654386
36.39345628311433,87.65777290725491,1.2155159232073538,290.1201727784062,1.890102840339236,199996.92809742133
11.255832738275252,61.76838279787141,1.308652652651855,149.10347065753595,5.71437564876988,199992.65561541734
50.25567814088794,64.79429827477331,1.163071779153246,308.73372722141374,1.4253526228855082,199996.94635168597
93.45871810875846,22.637185578555574,1.5764553991964028,444.0811791504963,0.5836341570549375,199995.23131783237
50.292097235661856,88.83783907597554,2.4647620590410835,472.59236930752854,0.7580644258401046,199998.27012455498
9.156866645989401,33.47553776405634,2.8053917235312915,144.43777507833775,3.803801369006598,199993.65910686686
12.404728645372273,82.58644663264663,1.6513343933021551,213.11570025187007,4.225136146675787,199994.64241040728
92.8515949584267,74.29987051187618,1.2948115532091098,511.935878954479,0.6994113156608314,199997.9401405588
61.49183895076899,62.43085131283429,1.2147277107151497,355.28737653325425,1.1193068687659538,199997.2209196605
65.65186002667413,38.65201346953481,1.1722334676737018,333.20783201667655,1.0832292883501238,199996.1962244493
0.9455346659958347,8.155778199667006,1.2780746711028752,17.205695396880007,69.49687286697005,199918.04843658878
