the inner radius of the discs,the outer radius of the discs,the engaging force,the number of friction surfaces,minimize the mass of the brake,the minimum stopping time,the sum of the four constraint violations
74.246239798557,106.29100601935443,1034.2794828654212,12.359864047706942,3.220276288742503,5.614288974750741,45639.616939221196
78.74001403692641,99.15909873696856,1535.7938999320108,13.692859347246578,2.2592568117311407,3.4845473331168595,74064.52372316436
69.81338327744018,95.94588184313504,2208.746482890683,15.111440353278033,2.995202381255005,2.3471315700785613,110397.11214471115
78.33222817700126,106.13704964604523,2480.794406657875,16.639865339740442,3.9307303125542643,1.7065108439875492,152176.78281560895
61.964227322757836,82.58521823909118,1262.1025355525435,16.899150793494357,2.3221804770532204,4.218306279253566,61025.21506415906
69.3339957045855,99.98984728095677,1072.8436152835434,17.34566109650973,4.157479071182857,4.1104122029427845,62660.78878119489
67.59984050699649,106.17710766923864,2571.663732325013,12.388861687734515,3.741106084375221,2.3266780669108655,111387.96009598728
77.90392105972478,85.3802991713315,2762.396176726058,19.54999322819448,1.1096226404225167,1.483781798590209,175145.13721966394
59.94369000826887,93.03731645103349,1622.6041581026905,13.129524949497027,3.0089969415172866,3.955750712586027,65147.7922954157
57.40052051466572,100.27100159526928,1144.5507590993006,12.97160193466475,3.9651531398640434,5.458782966886633,46975.862783600256
62.08601857340416,92.3647202545065,2008.0287650135922,11.411993296232934,2.3859272597265204,3.652586508687647,70625.68430273095
56.13345838704742,86.80567150238412,2509.438112623182,16.653850686284727,3.3628966006549796,2.158702482442223,120115.92061311909
79.10455989216771,96.83985218206345,2853.362606645632,14.077462071918703,1.9995551081026262,1.8463965533544215,140572.0746218552
74.00926483771197,82.48903490366013,2446.349553845593,17.974062974205257,1.1037623830523215,1.9008638635743753,136518.04024741234
68.11162184949627,105.75201939101277,1168.896427903161,19.68220702488169,5.990833268239192,3.2229904562513116,80165.40121129554
79.23767413761158,97.13023404094359,2776.9899479446203,14.782226728882875,2.131118082186018,1.8023083846565444,144032.77233290015
62.6821298973693,92.22845314274572,1877.8744804481917,12.740768479977996,2.633159323032783,3.490376691820663,73948.47624101903
62.991676315100456,98.10198990734213,1517.2764491195344,18.741878168387196,4.917097802009716,2.8136571582114023,91953.53319184399
60.79288148652046,96.84427330654815,2457.4062903859012,15.707885848832317,4.0956888349661815,2.1149034257294868,122627.32960493054
64.87346735861092,80.51680859143482,2904.1612731328933,11.148442124875555,1.1309940990675482,2.770813294870798,93373.3714756897
65.44154138910989,106.68754847846267,1234.1445614946406,14.234542580815315,4.604062389685553,4.248667096904712,60603.468843189075
76.31766811586068,80.48650105587994,1647.6583639499408,19.07990634671341,0.5791143865966522,2.6555036394496545,97466.61630771153
59.81613811600549,89.0572674692878,1711.4172607975029,12.653349576162489,2.4857538449475625,4.009796850906625,64253.86705803158
78.23654609007399,91.05093063356117,2348.842015649421,12.82789711570231,1.2572631955989744,2.5620489505358024,101055.0855749612
74.19474834207118,78.33758241191818,1370.2143689778477,16.489197528424103,0.47960581919921136,3.7983370699094134,67870.54387704137
64.16696477108319,101.89004146479378,2167.4699708232392,16.32350245207619,4.7034705892514745,2.1908839993607674,118345.67521431476
74.66365362347605,79.58420552831173,1225.2610034670295,13.815575795890377,0.4766144070119126,5.012867046797874,51208.88926238533
77.37418378875185,90.0948432755471,1684.6902051085233,19.310195238417514,1.9113190118693315,2.3986924587416,107998.58895928002
76.54801076508001,98.91542350961139,1754.768329659829,18.94482948178446,3.450943056351159,2.232579868177652,116103.56330587123
75.17187741151585,92.82680119304302,2559.986143725293,13.926863252927633,1.8787151928902308,2.1779986645840803,119033.00409375141
66.18007293109173,83.85560753135482,2029.3957500227848,12.064112555674129,1.4377380796641093,3.5480440034175618,72722.3736016611
70.07651216953099,82.97442750791815,2730.966365959901,11.867161904125114,1.0511573702321368,2.6334442723314657,98290.89824334992
68.25674390546544,87.0636321156247,1328.44393869257,14.406375092366044,1.918902119673733,4.383354025257985,58692.946929189195
67.06574842797642,108.98498559813763,1086.5944080914105,16.053695748561772,5.443652894416891,4.1844551936786125,61547.60332891554
56.29957820752167,99.60387052378893,1384.112834501133,14.845446556904218,4.580255613248811,3.9847581187907983,64677.37136277217
71.55515027686005,98.87381009455565,2803.5707195786576,14.709975793861243,3.1277753524459984,1.8470540501608907,140529.22958606688
67.11598910396101,109.76858302165886,1806.6765989360392,11.390679450370252,3.8412752718672714,3.5285268542782897,73152.531904
64.42201500003887,92.30251434995579,2381.1070890906426,13.595074677917392,2.696710642229408,2.5538501106578653,101390.61201518458
77.36335071364022,82.22800772314426,1226.919555109918,16.89552968813299,0.6046898530867859,3.9565664615482574,65120.449069902126
59.00907285670705,79.27652414154375,2780.9442744502703,14.722863509286515,1.884590122461602,2.29609663532666,112864.62589852759
63.756549371772266,92.7459344465238,1416.5018613190173,19.46080965204711,4.103997259232046,3.000627425116645,86162.66803245581
61.1642513504358,93.499139753957,1263.8108142385538,14.576409551336821,3.3269012117070655,4.529478880252931,56782.91567296602
61.755617403922635,81.09968789342915,2448.3948724913084,15.181743061022557,1.920303761026859,2.450780596650324,105684.0900989127
63.12412359846303,104.07349172897744,1857.2254375236535,19.43919435108078,6.186076773895392,2.126568527959968,121954.81352608155
70.96786970576318,94.44891530858669,2163.7085776867207,12.336183648340759,2.15754548763756,2.945667972061302,87781.21012263944
62.13360562102197,98.44334800305803,1632.2618553834186,16.842526948658318,4.526128884772556,2.916287934592852,88687.57521969691
74.14745347180929,91.91416700966822,1733.7467162270852,19.335185571484278,2.6506828091233596,2.3431119993435527,110581.84968183047
73.0462499465063,77.00600523261161,2840.1355429970718,14.448909098835978,0.3915561164529226,2.125850750983776,121974.10105301112
69.84515952945398,92.48231472996095,2538.442538338102,17.793688173875637,3.0238207618405997,1.774265791739261,146326.21630224856
79.23051236730707,84.53936061046755,1884.1235296740685,17.026465668568264,0.6827601430035053,2.4913241348886777,103949.07001679853
72.64883953680248,99.13075814982491,1360.4555422449498,19.431107057405875,4.108360353587722,2.8606835754794515,90418.74312274277
79.43537202541552,82.1966974012266,2784.402666828487,11.77143443378148,0.23556715646264498,2.4712632591390236,104799.78695471119
71.16797396465466,85.36286894500458,1410.345898761348,16.8622554181076,1.727003136976264,3.5076813272388754,73569.59842279214
74.7485138385404,96.88783829363406,2533.2375953239307,13.117724472661205,2.2562685725328766,2.2829927201665248,113519.61942615366
56.350700660860966,93.42618921815144,2227.4098550260196,16.295041048059552,4.161773281304151,2.3603081927089513,109786.84429327305
73.07617025548531,95.89748768352915,2436.444317146069,14.581436164121516,2.566264960790917,2.1679127489645977,119593.9302292254
77.86301282718816,109.20623444904774,1109.7174560804062,19.456498450513816,5.302631200276998,3.2116314126206236,80445.74248664097
74.87867574237369,86.03032416254652,1728.1805475752171,15.28398377059527,1.25592825957634,3.0757388003104,84027.422227502
68.09352179201127,100.28665379896945,2615.9464209456355,13.134938144650505,3.2232043125620478,2.2358492572253716,115942.28779684195
57.64749803690362,96.61767693723738,2947.3283855323534,19.765900343707493,5.527971321677897,1.4265788693959756,182223.87703931125
71.5250124622724,92.71669353911301,1799.9446484343694,16.17700900728238,2.5883984364546393,2.7227389677528886,95039.50208195539
66.10626352127572,76.48210604459862,2093.2187853347577,13.456833759204816,0.903048807610897,3.2541887109037306,79370.13255669996
60.819167175211184,98.18548602178888,2762.2060034172337,18.02201916074811,4.955612095827767,1.6242723055656763,159936.35522880979
72.94335165987316,90.45987085312703,2868.720453732639,14.844873767693104,1.9417508627414215,1.8744095589171859,138457.75752064085
79.52017814656537,95.47043490918918,2922.1719878936055,19.602363010577406,2.5441729235222765,1.3026273764412641,199627.7914687273
55.641793657681724,76.29193420337177,2225.692882902385,13.792714731415293,1.7078024852974278,3.206618710950498,80561.87094768354
72.95544209795206,82.87958620350634,2288.449374142562,16.60160614514174,1.1822886933382195,2.208548859589827,117373.75170795032
59.95163676088498,100.41091896691644,2983.4503739826605,18.95269174196888,5.7075115178922875,1.4139660406001962,183858.6974730291
79.26796614842439,86.5627274687696,1995.1523030795556,12.763059017744279,0.6972561601797571,3.0986636595612738,83398.81889922394
