the inner radius of the discs,the outer radius of the discs,the engaging force,the number of friction surfaces,minimize the mass of the brake,the minimum stopping time,the sum of the four constraint violations
68.82800193023175,101.69678959041389,1472.5630246852406,18.677837751897076,4.855080516612096,2.7575081878646235,93841.66150617079
74.77000129623781,106.71466841174714,2335.236302627346,11.92986305761962,3.1049106921738883,2.5631959550971684,101021.80604228098
60.173332998932835,97.81514900599426,2818.830636001303,16.915703835430833,4.637863077505707,1.705786865573097,152251.61134598113
61.06520565926496,79.00711134137728,2972.6043055097807,11.599775579629249,1.305309901318122,2.6961404920426135,95984.42124510162
61.75188720109316,79.19196957172238,1109.9772147903816,15.906714181368363,1.7954474049013907,5.234782817837456,49000.45001171268
61.229820490070544,83.96380803900489,1776.100286177275,16.53583594135445,2.512776623149654,3.0456103674331305,84870.54767085942
59.98951250382116,87.33525772096085,2150.3704065875013,12.53368771852406,2.2768258000862227,3.26004155780082,79233.80227078588
58.95752505557933,104.61688792053494,1808.4443881573825,11.030597657408803,3.6708624206585965,3.911065461137054,65914.85322139545
61.49890747917231,95.7600711743416,2436.4545561373834,18.682199540231743,4.6682050902231325,1.8006569543428845,144180.22966248714
71.07682978658089,94.84962276413657,2310.5864355965905,11.013679203868767,1.9354661978955887,3.0797712583158483,83920.2131811216
63.21506925095129,108.85525171164966,2855.452532959618,14.14034782822786,5.05657300786247,1.8413746460430727,140983.88122477377
71.66243844197868,79.99744296320694,1548.3110172148617,11.009732209182397,0.6200048556513104,5.059499053635444,50728.736461297965
68.58620147221745,102.0914431782749,1390.9464550530788,14.575030652049245,3.8038755089618452,3.736031181397137,69031.73311559767
74.88914771861658,107.80868424722192,1634.4583770197087,11.931573669312744,3.221557385443342,3.6355525442979983,70963.47544146041
71.91387574441909,95.25216268180756,1529.849951614398,13.9176715871235,2.4694335522569646,3.6548892189314635,70573.70120899225
64.12986928130293,90.82639853529065,2454.055029037382,19.550164551362847,3.7601727493176136,1.743936183987689,148890.75679376652
55.378301098934266,101.45487112098957,2347.0483283953217,17.707592269252487,5.915997986835741,1.9525933614152307,132904.243829678
68.44780345781281,77.40168764007193,2380.5667398652968,12.483903229457603,0.7348555776235294,3.016958188360172,85681.80307634082
67.27152961472811,99.8035521969851,2392.657735424486,15.822433020780275,3.9476471195993628,2.0442334376120415,126893.5951036466
73.8777323104666,105.52492270395483,2572.391136272632,16.781800882340285,4.390527133502493,1.673262938699274,155222.1222894433
60.94818199352849,79.75072562408415,1712.7120266712834,12.716966653364295,1.5188630069145346,4.247310004769318,60601.61448792954
58.61818428248337,106.34277234458176,2773.6776953130593,12.745495753867674,4.530965831598317,2.1842661615881473,118716.90296915181
75.53126182136619,94.56769029386818,1429.4317393776191,11.856341600537064,1.7225295847401747,4.522984490655378,56853.26645538593
65.15278949980004,107.51368302404993,2504.6080842358842,17.225117058836435,5.815098127598661,1.723111220335501,150716.78401009005
60.737943005982814,82.2739584595423,1420.2192876401941,19.837240970849475,2.8428301229657227,3.2253056383499894,80090.97213374019
62.14207252399958,85.06684951134855,1830.0703688883227,18.653054384957947,2.919141796602599,2.584649569157447,100166.84807730673
70.89877763635113,96.66699171696466,1204.1125229386219,15.92009917826656,3.1567298345875248,4.044287981319398,63694.88424465108
62.293095813713926,107.35911497402485,1735.6962845603093,16.843536342337718,5.935494745545865,2.579211036100234,100402.2595008365
79.0710724453722,93.6563604521086,1270.0205480960226,12.511354723840736,1.4210155971561902,4.7592972461758905,53985.66772851185
57.09268195647298,84.09029705890211,1092.0311289690417,19.053008316226155,3.371734774835215,4.403598681032053,58426.086836302085
75.58914805564436,106.73499628772913,1257.4596489803678,11.600845957737368,2.9497210734679036,4.875489658548033,52688.9747902328
59.498559820417356,90.81138541952986,2251.1927654432366,12.96505728088314,2.7594392529383436,2.9419676734394136,87900.63424454466
71.63730396687572,92.75369837502204,1947.9669512647442,13.716605147237814,2.163042612215704,2.9645712135785556,87213.40782855642
73.92881306689821,96.01545480332854,1455.9097689054738,11.003802890101396,1.8399135311175687,4.782204317219003,53724.925650409976
79.45141232233465,98.6490967792516,2961.0227567812767,11.607573756797676,1.7771584473657358,2.1307038864295156,121695.0953093789
77.58052706478384,100.79839316034197,1576.054714697645,18.894759088647987,3.6315143856217444,2.4510285949781068,105676.78308038987
70.86725761506187,99.25733644911439,2541.691010583062,18.3456994365648,4.105079736251418,1.6353594876388386,158837.0438494048
77.84464526144767,87.008680128656,2020.8877810130866,11.832669509912725,0.801892254498119,3.318031207056471,77825.6304076403
59.88013665497407,94.81313516326598,1070.1301357540628,15.318381949221225,3.791379989856747,5.0770220351935444,50566.06369535487
72.00492744143455,88.6543626721539,1498.757534848142,13.179744139183878,1.5963921925479398,4.111062549690777,62639.87573039467
58.86797275197388,75.64847721180514,2207.5788517409246,13.325440324909525,1.3632607569658273,3.291774359297363,78453.81649331612
60.083513404074196,97.94176503475796,2029.1576430563196,11.95996300155287,3.21286358201627,3.350023500921127,77092.24362932473
73.88567956330745,82.90651613645183,2926.690172231384,16.62093991795467,1.082616143817346,1.7148041573085435,151428.0581947395
60.16310010169249,98.39020223601443,2985.209275053825,11.080628041341168,2.993852081137112,2.449070235211114,105776.95668452623
70.19502863709428,99.73022632804623,2647.962435984884,14.531318351453258,3.327622132468555,1.9825486491136084,130866.27349238902
68.40604710095413,76.05352612914537,2913.679573122681,15.402266993657141,0.7796354171803779,2.0177713331978024,128556.06485670693
65.59557403915412,106.58138544894896,1303.7450352286587,19.404961881336654,6.364137789666443,2.9501432192206787,87664.41506578759
57.60363973333689,80.40769252801651,1270.5507542068988,17.85426379640826,2.59915783559226,4.144451068332468,62130.90526805703
58.57356640447437,93.62387627937777,1151.9675759755305,14.804983017563956,3.6085370925345464,4.9566021401972655,51816.13765732544
62.91295959195523,79.48618041547374,2491.2489158831386,15.46674237822706,1.6729428732392038,2.3755838649264516,109057.78082367736
58.85875119538052,86.53425502253044,1917.187731322737,14.821181132640277,2.725086491226583,3.1314495089297854,82524.49016947241
72.165122888314,105.25406339494724,1647.5083601823649,16.483641821287556,4.454024903080126,2.686349321232099,96351.1113563366
64.50688124898016,98.64428694633808,2106.274035585455,15.267775134903363,3.8937945895075097,2.459672766962652,105313.17918116877
67.65941728805393,92.6570813464696,2682.471825578191,15.409506822091082,2.8295856443635,1.9599391314193437,132381.5718731135
70.81927928216386,107.95253782680976,1684.9488305855127,12.17484207862713,3.634959617344006,3.519652281565898,73333.66158922622
