the proportionate amount of BOD removed from water at the fishery,the proportionate amount of BOD removed from water at the city,the DO level in the city,the DO level at the municipality border,the percent return on investment at the fishery,the addition to the tax rate of city,BOD removed form the water close to the ideal value of 0.65
0.9112706062832459,0.6962181544303495,-6.138584276262968,-2.9905219196279744,-5.474874367626852,0.626042085682297,0.26127060628324583
0.8460133861853398,0.8114509579649649,-5.990450386640722,-3.0665301236178726,-6.3129299465460464,1.264553148055056,0.1960133861853398
0.3986587641400505,0.8350845270191845,-4.974955394597915,-3.0699137502610987,-7.447437472238736,1.485026179525561,0.2513412358599495
0.8476092361277603,0.4881717535544698,-5.994072966010016,-2.9105695844296275,-6.299130401482074,0.16717288238512928,0.19760923612776027
0.6717356857961437,0.5564248201386661,-5.594840006757247,-2.9196099306584697,-7.098490847595221,0.2701519160393606,0.0935751798613339
0.8044123811043036,0.845826290770264,-5.896016105106769,-3.099231837297067,-6.607004325751889,1.602884879983025,0.19582629077026403
0.4542166077872753,0.8874021944378285,-5.1010716996771155,-3.1377336963614635,-7.406548347447913,2.213371758323505,0.2374021944378285
0.5213970689302276,0.613449977129582,-5.253571346471617,-2.9328059350987545,-7.342183272835295,0.3851423274389638,0.12860293106977239
0.6987384462387198,0.48185382135393456,-5.656136272961894,-2.9007969267825207,-7.0301366129292795,0.15911994945222085,0.16814617864606546
0.6862797259545168,0.9679104431869852,-5.627854977916753,-3.3128611092195355,-7.063026005603291,5.308389971941522,0.31791044318698514
0.3001266147154831,0.3274701282280047,-4.751287415404147,-2.857116070201801,-7.499946046649354,0.01683743911870239,0.34987338528451695
0.8394951139137499,0.7779190070206622,-5.975653908584213,-3.0375790228104074,-6.36703109347245,1.0200264072375265,0.18949511391374985
0.9311468392126969,0.6088332907031124,-6.183703325012822,-2.953546060782103,-5.025651763337789,0.3745900275456351,0.2811468392126969
0.32606094480343145,0.7528371079140485,-4.8101583447037894,-2.99704407053546,-7.488223685512352,0.8747351288093077,0.32393905519656857
0.9062234012320574,0.9447772244848909,-6.127127120796771,-3.2668055452326787,-5.5682294490498805,3.903320528243148,0.29477722448489085
0.8877093257768016,0.5775957232693947,-6.08510016951334,-2.9387831195285408,-5.858789820142192,0.3091979737241386,0.2377093257768016
0.5590742219904661,0.8313539462805544,-5.339098483918359,-3.0719568896261684,-7.296741562089808,1.446916177336369,0.18135394628055435
0.3396009264860277,0.585495287077137,-4.840894103123283,-2.9162226158061535,-7.4815492237958345,0.32480470912018133,0.31039907351397233
0.4666848892773008,0.9564701102163751,-5.129374698659473,-3.273020606635696,-7.39597138780447,4.520549157422624,0.30647011021637505
0.4355062758587961,0.9431756345275819,-5.058599246199467,-3.239756469057446,-7.421404016414913,3.8299477573548844,0.2931756345275819
0.9677327077150104,0.38203397431575203,-6.266753246513074,-2.8998715535728365,-3.5843941413102796,0.05689524581745942,0.3177327077150104
0.7016634120629037,0.4517214805700698,-5.6627759453827915,-2.894186552689744,-7.022050405759774,0.12358540315052191,0.19827851942993024
0.6629744953277446,0.7199602864623142,-5.57495210439398,-2.9889816120048223,-7.118472864699653,0.7193281421974675,0.06996028646231423
0.8325531440493896,0.6877767428905497,-5.9598956369921146,-2.9802492203112294,-6.420934646991304,0.5960086481390445,0.1825531440493896
0.505193133412617,0.7074311730569631,-5.216788412846641,-2.9753692307947395,-7.359476404808932,0.6683850988097875,0.14480686658738307
0.8437821956672134,0.301203812181116,-5.9853855841645744,-2.876983893380443,-6.331850162223004,0.0006952902204309108,0.348796187818884
0.7268082971502956,0.5565137157915081,-5.719854834531171,-2.9222413916136465,-6.946091891069355,0.27030789033303804,0.09348628420849192
0.5217583397634309,0.6001036356273475,-5.254391431262988,-2.927898531705256,-7.341783346784263,0.3552925856622007,0.12824166023656913
0.406928043422553,0.31779069837323093,-4.993726658569195,-2.8594677760613094,-7.441942176952633,0.010668548097353625,0.3322093016267691
0.8976963479300819,0.7989539584492653,-6.107770709801287,-3.059139062592317,-5.711242928513414,1.1654334642409916,0.24769634793008188
0.4764078377701916,0.8175513411961881,-5.151445791738335,-3.054978596343614,-7.387322438444548,1.316986895785221,0.17359216222980844
0.8396060735320714,0.6081699411823149,-5.975905786917802,-2.946029169131047,-6.366139371283516,0.37309388996627213,0.18960607353207137
0.555350945147895,0.7163692318993695,-5.3306466454857215,-2.9823809836456996,-7.301589907312947,0.7043114244796576,0.09464905485210506
0.9955601311334616,0.8787611587586817,-6.329921497672958,-3.158124166099563,-1.0281284815251084,2.0609690573647566,0.3455601311334616
0.47957728320567306,0.7453217959029319,-5.1586404328768785,-2.9974130796519476,-7.3844240087497495,0.8360864828523868,0.17042271679432697
0.50598303595899,0.3403780387705868,-5.2185814916269075,-2.866257957709248,-7.358661830961821,0.02548180938423128,0.3096219612294132
0.8688239850409272,0.3859567513763874,-6.042230446042905,-2.8912615432199624,-6.091513232106521,0.06015075512809065,0.2640432486236126
0.7273590974533499,0.7805977026269255,-5.7211051512191045,-3.033334478886911,-6.944287208208147,1.037223748087793,0.1305977026269255
0.4045117326086843,0.46512825702556226,-4.988241633021714,-2.885203650743725,-7.4435677945949665,0.13883103267944197,0.24548826739131574
0.3122744170111587,0.768491243040532,-4.77886292661533,-3.0077465974727633,-7.4946237244353595,0.9622251317899915,0.3377255829888413
0.702875806263956,0.713397787625016,-5.665528080219181,-2.987012927216245,-7.018656072018532,0.6921427354904031,0.06339778762501602
0.3102049283951346,0.9381807308537402,-4.774165187456956,-3.2242456334491187,-7.495551056699401,3.615417545620817,0.33979507160486544
0.6795749175228577,0.6778854011787488,-5.612635062776887,-2.967135975591605,-7.079746986599432,0.5626702211793897,0.02957491752285768
0.5230048481235149,0.5106198246451914,-5.257221005240379,-2.9005183344988756,-7.340398495612247,0.19764831242550107,0.13938017535480862
0.8109468919179681,0.5620076463729811,-5.910849444653788,-2.9285142272376397,-6.567869456168607,0.28007391006015725,0.16094689191796807
0.5083482564396002,0.6213172165295902,-5.223950542117893,-2.93532919970459,-7.356205717342336,0.40370432329133443,0.14165174356039978
0.5868273668213384,0.44304355342917867,-5.402098122684438,-2.887346085423962,-7.257789744941609,0.11417105269087058,0.20695644657082135
0.971024764236986,0.7277889820579844,-6.274226214817959,-3.014758499571839,-3.3837093236132256,0.753296904573064,0.321024764236986
0.8687253674771689,0.47202639732105267,-6.042006584173174,-2.9082698057484566,-6.0925958185686255,0.1470224566228835,0.21872536747716886
0.9298954674381756,0.8919177820415858,-6.180862711084659,-3.1694126091982042,-5.058568192940523,2.299954141768899,0.2798954674381756
