the proportionate amount of BOD removed from water at the fishery,the proportionate amount of BOD removed from water at the city,the DO level in the city,the DO level at the municipality border,the percent return on investment at the fishery,the addition to the tax rate of city,BOD removed form the water close to the ideal value of 0.65
0.8201006881771709,0.8088109400894814,-5.931628562162178,-3.0624234994312514,-6.509135827152395,1.2427196726911522,0.17010068817717083
0.5871484705282146,0.344342786117319,-5.402827028099048,-2.870023491724542,-7.257308095059563,0.028235828994078616,0.305657213882681
0.788534932640367,0.684187953790745,-5.8599742970936335,-2.975776583855154,-6.693595039930946,0.5836891927134238,0.13853493264036698
0.7134652044787678,0.8641598953958087,-5.689566014166803,-3.116436154431994,-6.987900450940692,1.8369772526937367,0.2141598953958087
0.9750084398245673,0.9816097309560674,-6.283269158401768,-3.3751377819304422,-3.115227993702649,6.632393731944254,0.3316097309560674
0.8060299342325885,0.6895483165601032,-5.8996879507079765,-2.979519435022389,-6.597520755577626,0.6021869545941008,0.15602993423258849
0.4750701405648631,0.5997562438203385,-5.1484092190822395,-2.9260154803926093,-7.388533921930458,0.35454186967293855,0.17492985943513695
0.9242392336585141,0.5676223243898959,-6.168023060404828,-2.938694137230888,-5.198741783028459,0.29031763138426747,0.2742392336585141
0.7594021774086458,0.9184508607313566,-5.793842942717626,-3.2024466137856473,-6.826815752972984,2.935344803087503,0.2684508607313566
0.40806070035860426,0.40784227040404775,-4.996297789814032,-2.8737372330035282,-7.441174438343068,0.07933821246807571,0.24215772959595228
0.8532350721419757,0.5055087487077832,-6.006843613762285,-2.91525598147632,-6.248619372759262,0.19044335123541067,0.20323507214197567
0.423574148485095,0.9622559912645703,-5.031513317061166,-3.2866761963786932,-7.4302814166608036,4.8913962128574795,0.31225599126457027
0.940497834009925,0.5852693143801967,-6.20493008320253,-2.9461112955447324,-4.75440384974706,0.3243499569147792,0.290497834009925
0.49118662475128405,0.49832124132750544,-5.184993638185415,-2.896178834321845,-7.373461604973291,0.18058149208360996,0.15881337524871597
0.5334455799404503,0.9835953937024644,-5.2809214664648225,-3.3547132640900874,-7.328489656994335,6.874170107159085,0.3335953937024644
0.7851730353328983,0.9610982081214667,-5.85234279020568,-3.2990814644223168,-6.7105384479405235,4.81303895070727,0.3110982081214667
0.40779658316715967,0.6656402889532742,-4.995698243789453,-2.9505342487374375,-7.441353790589515,0.5239478446562436,0.24220341683284036
0.741263338825456,0.7889727715729082,-5.752667779133786,-3.0407829220756595,-6.896471136056581,1.0933794567889934,0.13897277157290822
0.7211862540155871,0.6732347877133469,-5.707092796615383,-2.9668505073270897,-6.964146382931755,0.5476444153371756,0.07118625401558709
0.5585511415313638,0.7399949454997341,-5.337911091276196,-2.996954887255959,-7.2974277883450585,0.8098870946182284,0.09144885846863626
0.3181634787545966,0.5624446787003949,-4.792231096772935,-2.9079722329376803,-7.491937595891624,0.28086159817322587,0.3318365212454034
0.9165193864448238,0.3587221627647721,-6.15049900722975,-2.890698466276063,-5.369911551361785,0.03862853979729275,0.29127783723522793
0.4615593150224343,0.41208881984375606,-5.117739645100926,-2.876449798681449,-7.400387734671218,0.08327096229457176,0.23791118015624396
0.5777240083089441,0.683840277980443,-5.381433498861304,-2.965727856529653,-7.271138365777751,0.5825094535400248,0.07227599169105592
0.6915602288022273,0.7030746280017333,-5.639841719381057,-2.980715066479997,-7.049384648163487,0.6515871302699248,0.05307462800173324
0.5173079196287589,0.4849143790377597,-5.244288977557283,-2.8938992512397235,-7.3466652955409675,0.16299346729231257,0.16508562096224033
0.906041476219245,0.31119279878456607,-6.126714151017687,-2.88296707520621,-5.571466231349653,0.006612555912125617,0.33880720121543395
0.650121272840823,0.3359182468492572,-5.5457752893486685,-2.8714559775322197,-7.146078280300563,0.022439978920782755,0.3140817531507428
0.8330211069234648,0.9993931855346427,-5.960957912716266,-3.4261899191792704,-6.417413993718896,9.564785459480632,0.3493931855346427
0.4305746681871201,0.4141406637663852,-5.047404496784763,-2.8757083997842217,-7.425127439277595,0.08519657470035691,0.23585933623361482
0.6725261777794903,0.952499477867861,-5.596634423559443,-3.27133650314952,-7.096638714645613,4.2932290423917205,0.302499477867861
0.32305156191511225,0.9100404681979359,-4.803327045547305,-3.169643420146802,-7.489654168670495,2.706552330499219,0.32694843808488777
0.7512133863748485,0.4099211741338119,-5.775254387070906,-2.8883523648590064,-6.859364449838065,0.08125469429572596,0.24007882586618812
0.6490130135757859,0.9958409204211096,-5.543259540817035,-3.402908923448062,-7.148368728342499,8.805936820247307,0.3458409204211096
0.8617393179691664,0.34550287911632427,-6.0261482517900085,-2.88431227695359,-6.166277862844574,0.029050632019208433,0.30449712088367575
0.9226948814612861,0.518059613979451,-6.16451738091712,-2.9240791563395283,-5.234734377011096,0.20843155523819235,0.27269488146128606
0.4294855301284343,0.6680512262268827,-5.044932153391546,-2.952435703928349,-7.425939338725931,0.5313604576702569,0.2205144698715657
0.5076977442230616,0.5188971620942018,-5.22247387938635,-2.9021198147804457,-7.356883783264966,0.2096679725060937,0.14230225577693845
0.33414738394723165,0.8439242645480574,-4.828514561560216,-3.0773392884635884,-7.484285023771596,1.5810819114272356,0.3158526160527684
0.5191718129463405,0.8540142881473973,-5.248520015388193,-3.0956719820972936,-7.344632454972081,1.7017897086481328,0.2040142881473973
0.667359819398657,0.7798371114473397,-5.584906790034951,-3.0299069946666344,-7.108594480279005,1.0323043938489749,0.12983711144733967
0.6004695919425534,0.7420174376236429,-5.4330659737095965,-2.999962322732491,-7.23664560287759,0.8197218857767821,0.0920174376236429
0.35249495870086545,0.6221434122078959,-4.870163556250965,-2.930039496935464,-7.474818035740038,0.40569737431239883,0.2975050412991346
0.9839498161311417,0.6285712527069348,-6.303566082617692,-2.9673338294025946,-2.3828174585653965,0.4214973578235519,0.3339498161311417
0.5332760711799188,0.9053371598557842,-5.2805366815784165,-3.1691290741490215,-7.3286875098154125,2.5907603591052637,0.2553371598557842
0.33663771606955306,0.7518511783279576,-4.834167615477885,-2.99672890903617,-7.483043781176699,0.8695478647247463,0.31336228393044696
0.6736118453277509,0.48055644985035584,-5.5990988888939945,-2.899329629212331,-7.094081325837683,0.15749337119016982,0.16944355014964418
0.7505226731356562,0.9619014236122951,-5.7736864680179405,-3.299364143145196,-6.862024276213779,4.867164436212187,0.3119014236122951
0.556748033908549,0.8182221594129355,-5.333818036972406,-3.0586961655490383,-7.299780496505948,1.3229285810011984,0.1682221594129355
0.9769206734139309,0.6394175763035959,-6.287609928649623,-2.97081659488649,-2.9750154747516238,0.4493912017390038,0.32692067341393083
0.35217096097151207,0.34131615601672033,-4.869428081405332,-2.860861151527758,-7.474991797383591,0.02612918734162417,0.3086838439832797
0.9367757030108492,0.3464805988627543,-6.196480845834628,-2.890776483786345,-4.868057355617985,0.029740520278764282,0.30351940113724574
0.6846799881322656,0.3215039906724551,-5.6242235730602435,-2.870992055532142,-7.067075364984747,0.01300401970848386,0.3284960093275449
0.5032571500178182,0.31565056637501954,-5.212393730540448,-2.862700279552173,-7.361460927107525,0.00933986102740969,0.3343494336249805
0.40683473330631553,0.8039585674349488,-4.993514844605336,-3.0398661566162497,-7.44200526111837,1.2038648808859924,0.2431652666936845
0.6345153001198853,0.3234670826065629,-5.5103497312721395,-2.8690285123505896,-7.177107966215504,0.01425426893519588,0.32653291739343715
0.34490445771605227,0.4748235538709365,-4.852933119015439,-2.8853230464517563,-7.478825866142625,0.15041377037733006,0.30509554228394775
0.9550846071169385,0.6342462966801045,-6.23804205815545,-2.9659923607310352,-4.217049935723249,0.43589332660842883,0.3050846071169385
0.3227265090643805,0.8429665628469694,-4.802589175576144,-3.0758793931228325,-7.489807548600811,1.570261839869894,0.3272734909356195
0.7111217547321507,0.38829721130229067,-5.684246383241982,-2.8824946358245547,-6.994882951172224,0.06211900045999719,0.26170278869770935
0.4092559921350244,0.4718990392682626,-4.999011102146506,-2.8868964097392347,-7.440360256802084,0.1468690141716693,0.24074400786497563
0.5356379444749607,0.7416126743024954,-5.285898133958161,-2.9971051517141993,-7.325916972545025,0.8177427453359478,0.11436205552503931
0.786643904054366,0.6442481761280884,-5.855681662203411,-2.9571611212917146,-6.703181225515614,0.4623396178027106,0.136643904054366
0.6340162597997103,0.7797029868202439,-5.5092169097453425,-3.0283364513677444,-7.178058327296027,1.031439910287457,0.12970298682024384
0.9047245285956926,0.664187800019689,-6.123724679912223,-2.974094802094568,-5.594643700210488,0.519530313652343,0.2547245285956926
0.9007194188921157,0.48298503624750294,-6.114633080885103,-2.9133140711805714,-5.662499232797108,0.1605456715043121,0.2507194188921157
0.565890314320526,0.7290642713758276,-5.354571013507594,-2.990366653891283,-7.287644355629216,0.7589967224080041,0.08410968567947408
0.861193560515163,0.8633684823734922,-6.024909382369421,-3.12393565871485,-6.171794564407909,1.825880177806464,0.21336848237349215
0.9029382981792335,0.432226837934528,-6.119669936866861,-2.9024722541048273,-5.625385073863374,0.10291109403609533,0.2529382981792335
0.40534661358560914,0.8925516146385879,-4.990136812839333,-3.1437724719012317,-7.443007985607078,2.3125233141317363,0.24465338641439088
0.6214391294658739,0.7727346422373693,-5.480666823887534,-3.022426788388104,-7.201209898024475,0.9877311230368959,0.1227346422373693
0.8058853780292494,0.3139041614847987,-5.8993598081263965,-2.8762526247378024,-6.598373618249504,0.008264937735868116,0.3360958385152013
0.3664848590672509,0.569580468682058,-4.90192063008266,-2.911887231818944,-7.467080375657284,0.2939543815592911,0.2835151409327491
0.8915223642850125,0.6840139489152589,-6.093755766926979,-2.9825628987480117,-5.804752147410639,0.5830984561196402,0.2415223642850125
0.8750828551180794,0.9332606809616635,-6.05643808111804,-3.238944830714372,-6.020196443038362,3.4230712728070634,0.28326068096166346
0.6871312940217433,0.9178728459076593,-5.629788037429358,-3.1978021744395764,-7.060854854726077,2.918639961636375,0.26787284590765925
0.6924021984273119,0.6771386374824688,-5.641752990429998,-2.9673638374196827,-7.047169682325722,0.560230308945256,0.042402198427311855
0.6566936173343112,0.7943977733414231,-5.560694511348887,-3.041311213000407,-7.132206853404378,1.1318123562175457,0.14439777334142312
0.8031311140042572,0.8589861905931873,-5.893107628789664,-3.114718828386251,-6.6144241541617514,1.7661673564800395,0.20898619059318724
0.3251928544998318,0.5624309478059417,-4.808187779714618,-2.908206143851372,-7.488638269525611,0.28083682565703905,0.3248071455001682
0.4448120048198487,0.932928083590826,-5.079723250941057,-3.2177081772266325,-7.41416281615191,3.410685268799334,0.282928083590826
0.3526949400410238,0.895513390206301,-4.870617513893125,-3.14654816414298,-7.474710663918675,2.3726879957816043,0.2973050599589762
0.8116818349029584,0.517366480193147,-5.912517765229715,-2.9156750486439353,-6.563327642270947,0.20741180855718122,0.1616818349029584
0.7832574081364629,0.35853517421006537,-5.847994316469771,-2.881367673685393,-6.719993012859937,0.03848923497461776,0.29146482578993466
0.6841692961919605,0.5710826693464909,-5.6230643023557505,-2.924784526316311,-7.068360068856242,0.2967672584093346,0.07891733065350914
0.5984463691452411,0.7741715135939271,-5.4284732579596975,-3.0225586191143123,-7.239871676561825,0.9965544335018497,0.12417151359392709
0.32037901884918246,0.767852857458799,-4.797260372787645,-3.0075479412066284,-7.49090873354233,0.9584576011729737,0.32962098115081756
0.40972757600566095,0.9700915545260638,-5.0000815975328505,-3.308143117931474,-7.440037903135183,5.486311339065839,0.32009155452606375
0.6134540330698299,0.4473106263014861,-5.462540655068514,-2.889334166072375,-7.215148216891296,0.11875689013139512,0.20268937369851392
0.6937462356587859,0.5819694496791837,-5.644803954945444,-2.928814156361509,-7.043610726868169,0.3177655124324954,0.06803055032081629
0.8929602804951726,0.30672833734358246,-6.0970198367240425,-2.8812937169300312,-5.783661065305646,0.0039350459439094765,0.34327166265641756
0.5845582752301386,0.7204260312725248,-5.3969472847724145,-2.985921691291866,-7.261172058713709,0.7213011866228516,0.07042603127252478
0.7420976443597489,0.7607777252364496,-5.75456165269663,-3.0192079210968954,-6.893456823001012,0.9178708949510357,0.11077772523644958
0.44315560402783494,0.5831751680819903,-5.075963221143185,-2.919075764919684,-7.415472713456044,0.32015921198014463,0.20684439597216508
0.7116358956424691,0.5305276566660544,-5.685413483108405,-2.913903426775863,-6.993359828055502,0.227324706910083,0.11947234333394563
0.31512150118703736,0.9075872508406373,-4.785325807694575,-3.1651213551620456,-7.493333886782172,2.645154711789256,0.33487849881296267
0.571765118774503,0.9956648747987042,-5.367906819618122,-3.3990099110421634,-7.279565871919491,8.771229809448652,0.3456648747987042
0.6003621752088355,0.7544853872581101,-5.432822137724057,-3.00833195070695,-7.23681769498816,0.8834885856118655,0.10448538725811007
0.9968665715699756,0.3368243219767164,-6.332887117463844,-2.8968871643718357,-0.8339160152336929,0.023053211102755156,0.3468665715699756
0.3392150021731784,0.7453659246490154,-4.8400180549331155,-2.992454335324071,-7.4817449637681435,0.8363075605690136,0.3107849978268216
0.9629010069293127,0.5382845428881435,-6.25578528572954,-2.9339246812118933,-3.849400557150732,0.23962549058601956,0.31290100692931266
0.3092716601444784,0.9265703711476398,-4.772046668527966,-3.200010378506687,-7.495966453220871,3.1874532418984955,0.34072833985552164
0.4755060835289587,0.7729677846958243,-5.149398809610736,-3.016855345091118,-7.3881398769364255,0.9891562438570856,0.17449391647104134
0.4085029201230167,0.8946148275208885,-4.997301628679248,-3.147087206412615,-7.440873695496278,2.3541811593612274,0.24461482752088848
0.5636534337274364,0.5682188808717639,-5.349493294561281,-2.9187283696586674,-7.29066195203061,0.29142202046398946,0.08634656627256365
0.3529330275518969,0.6133782023159244,-4.8711579725428065,-2.926683889433533,-7.474582712191126,0.3849763811746927,0.2970669724481031
0.5777219087370469,0.5803568822949219,-5.381428732833097,-2.923256362998159,-7.271141377561712,0.31458574808695183,0.07227809126295315
0.646872689531296,0.9656652719409775,-5.538401005236042,-3.304763459794978,-7.152753408073298,5.135602570970432,0.3156652719409775
0.49706594780511476,0.7392677189350625,-5.198339701517611,-2.994114813578018,-7.367695374546447,0.8063838179412652,0.15293405219488526
0.624401800961515,0.41928635466177144,-5.48739208818264,-2.8841930346641096,-7.195891596709977,0.09009964960641881,0.23071364533822858
0.5172671161732744,0.9496155293556436,-5.244196353713333,-3.257883586302112,-7.346709609106495,4.140134055569773,0.2996155293556436
0.48330374570892154,0.9644665482640484,-5.167099502759252,-3.2948873602011015,-7.38096508560222,5.047348591303055,0.3144665482640484
0.8269430829853293,0.5422009032687508,-5.947160798376697,-2.923531391455214,-6.461942536561876,0.24600260587461764,0.17694308298532924
0.6577276184443395,0.6234898671963547,-5.563041693868651,-2.9422690026181124,-7.129978597824915,0.40896368288473206,0.026510132803645337
0.5553604875468092,0.3140566070806074,-5.3306683067312575,-2.864499425404747,-7.301577588460533,0.008358436637185718,0.3359433929193926
0.439038176586117,0.8888200221379934,-5.066616660850486,-3.139300911493714,-7.418689242551878,2.2400110054072684,0.23882002213799336
0.9138142732982828,0.47745589441452263,-6.144358400387102,-2.9131509896082717,-5.425068936288948,0.15364275507172143,0.2638142732982828
0.387111849526487,0.8197052722917226,-4.948743898425126,-3.0538498861093015,-7.454796875937526,1.3361933106280923,0.26288815047351305
0.40632306518470473,0.8015658817273741,-4.9923533579692805,-3.0377269451473508,-7.442350743513084,1.1852890902133395,0.2436769348152953
0.9712833193079313,0.9161160828277104,-6.274813134829005,-3.2145820158329137,-3.3671773436900665,2.8687996463267735,0.3212833193079313
0.8836540574866556,0.6479213007841809,-6.075894710494708,-2.9650994533411357,-5.913421143593027,0.4724125365982603,0.23365405748665558
0.7583021861702406,0.3934885156049695,-5.791345962606447,-2.8857712871202525,-6.831299777092204,0.06655484800075273,0.2565114843950305
0.3848743705939541,0.9435891836857855,-4.943664821248276,-3.238903345572558,-7.456181846441444,3.848668769169609,0.29358918368578546
0.9435239766433072,0.39456884628437944,-6.211799426980308,-2.8992563054749865,-4.655779460836591,0.06749026052234086,0.2935239766433072
0.8038360628552566,0.8071856715577979,-5.894707862681432,-3.0599580467614222,-6.610351775003371,1.229524853324441,0.15718567155779783
0.7205474597776775,0.3745657662430163,-5.705642733695329,-2.8806488028140524,-6.96615649585347,0.05084501206940395,0.2754342337569837
0.8012836797931189,0.46538529972797427,-5.8889139531303805,-2.9023798846014883,-6.6249820875742955,0.13913194328590683,0.18461470027202576
0.37050459231521893,0.5079753724874875,-4.911045424555548,-2.8942840282942175,-7.464770268313626,0.19390021386841094,0.2794954076847811
0.8932264971748083,0.5071619210099247,-6.0976241485868155,-2.918661345996142,-5.779711829880667,0.19275604305900496,0.24322649717480826
0.8981699805594046,0.3726622236260913,-6.108845855869848,-2.8913270574425374,-5.70374040505848,0.04933331878054514,0.2773377763739087
0.8955816861546555,0.7905133364496368,-6.102970427571068,-3.0517978615941743,-5.744152366755351,1.1041225479365084,0.24558168615465548
0.31661643924813887,0.554898429106553,-4.788719317093276,-2.9055917234407205,-7.4926500542618495,0.26748377072370655,0.33338356075186115
0.32369857480704034,0.7125314490225805,-4.804795764811982,-2.9717631719012703,-7.48934821361802,0.6886377420475742,0.3263014251929597
0.35425268796781295,0.4341367930110649,-4.874153601686936,-2.876901193164202,-7.47387113010508,0.10486202729565419,0.29574731203218707
0.36086024773153424,0.9025462116439797,-4.889152762350583,-3.158181694854522,-7.470247048717967,2.525707960259569,0.2891397522684658
0.6477157861596563,0.6640690248919079,-5.54031483458242,-2.9591353272447654,-7.151032293624096,0.5191706649626591,0.014069024891907866
0.7636805959417609,0.7365229442337462,-5.803554952787797,-3.0040037661713934,-6.809030620617227,0.7933159275532171,0.11368059594176083
0.6781840674419236,0.4689358545569138,-5.609477833093167,-2.8968646859516793,-7.083134588587336,0.1433225169917436,0.18106414544308624
0.853624090965662,0.5868203874441353,-6.007726686492053,-2.9393713921871223,-6.245014988545295,0.32748141221122595,0.20362409096566203
0.8007862900792282,0.44613403652783296,-5.887784878479849,-2.898198710592916,-6.62779668570786,0.117484102492172,0.20386596347216707
0.433239902477955,0.44111919626721746,-5.053454578624958,-2.8810960630840494,-7.423124800724011,0.11212993743344324,0.216760097522045
0.7105831681622794,0.4898324248695647,-5.683023791728375,-2.9032676686852357,-6.996473233059833,0.1693264732588029,0.16016757513043534
0.5882201523178443,0.8443442050232639,-5.405259745761507,-3.087189290343612,-7.255695143948725,1.585859526028298,0.19434420502326388
0.3252170582192331,0.44963472702524143,-4.80824272215766,-2.879097638554161,-7.48862673169774,0.1212897745702548,0.32478294178076694
0.8943942677906871,0.6997674833863774,-6.10027498788486,-2.9909874713138285,-5.7622212374267505,0.6391325526920388,0.24439426779068707
0.4425770607206458,0.945469577675208,-5.074649927835866,-3.245293331337018,-7.415928067134219,3.9357791209404267,0.295469577675208
0.8731934832552479,0.7153503723485526,-6.052149206989413,-2.998017337319308,-6.042280427365015,0.7001131257525885,0.2231934832552479
0.9422953202272466,0.7112725566077964,-6.209010376915851,-3.001742924306968,-4.696531803421037,0.6835785252494939,0.2922953202272466
0.6267349571812633,0.5750844024301657,-5.492688352801467,-2.9235435735051802,-7.191645659632886,0.3043591522499607,0.07491559756983435
0.656558893646292,0.7959775892088377,-5.560388688577083,-3.0426498336851258,-7.1324962464321136,1.143327370340585,0.14597758920883763
0.3406260456526884,0.6630399429664693,-4.8432211236316025,-2.946992896007307,-7.481027691635124,0.5160646112999114,0.30937395434731163
0.8449242967593824,0.6925040194068415,-5.987978153643798,-2.983500119814672,-6.3222189215149465,0.6126408120743201,0.1949242967593824
0.7436083963991441,0.7332183900991732,-5.7579910598260575,-3.0008706308071993,-6.887954459828357,0.7779000757663377,0.09360839639914409
0.568032174952392,0.645623746382473,-5.35943303714193,-2.947593446193747,-7.284725010361388,0.46608855299741636,0.08196782504760802
0.3798744575066051,0.49664446555023767,-4.9323150185399935,-2.891744927241834,-7.45922971751568,0.17832515218538214,0.27012554249339493
0.938626849787451,0.6980851635253149,-6.200682949017514,-2.994112413944458,-4.812539794429124,0.6328927661037802,0.288626849787451
0.6509719373436544,0.9601558106804633,-5.547706297770096,-3.2899692951206676,-7.144310824337376,4.750858545926281,0.3101558106804633
0.34134669872513135,0.5686276988384615,-4.844857006106048,-2.910716526672171,-7.480659667607833,0.29218065285628425,0.3086533012748687
0.547460574888844,0.3335027618011711,-5.3127355049976765,-2.86686512262179,-7.3115921142283655,0.02081694929349831,0.3164972381988289
0.8108737193452666,0.9275643017588011,-5.910683342913756,-3.2229687652982006,-6.568320053861503,3.2207391707580735,0.2775643017588011
0.33908358599815897,0.4215614821789498,-4.839719740215822,-2.873913111113467,-7.481811542983702,0.09230167689889912,0.31091641400184106
0.42142038314008656,0.882941041100761,-5.026624269727996,-3.130018325913395,-7.431836675140608,2.132632879387832,0.23294104110076097
0.9523619775214835,0.3280790399076142,-6.231861688973768,-2.8897789986773548,-4.330359852649931,0.01723436495559605,0.3219209600923858
0.6892950892601557,0.4021844682075645,-5.634699852620554,-2.8839034452546204,-7.055288650693021,0.07420676189868369,0.24781553179243554
0.9374489503099721,0.8148204824117484,-6.198009117203637,-3.0771667748321567,-4.848089887162947,1.2931636806308857,0.2874489503099721
0.7553532884964533,0.743439576185051,-5.784651964886949,-3.0080283717734178,-6.843147094289799,0.8267193267625108,0.10535328849645331
0.629573882457912,0.9709775123192721,-5.499132713179461,-3.3192075880052094,-7.186409447701737,5.561620812182712,0.3209775123192721
0.36823553357439276,0.9044909209740777,-4.905894661213872,-3.1616795482467888,-7.466079136739209,2.5707595039557405,0.28176446642560726
0.5391990735451281,0.6494593098556309,-5.293981896947441,-2.9481146537014373,-7.321683147225435,0.47668999947585644,0.11080092645487194
0.8958979554833142,0.42869508205818224,-6.103688358947124,-2.901186715535164,-5.739290550749345,0.09934479721123579,0.24589795548331417
0.4632642092326712,0.3962529996106567,-5.121609754958164,-2.8736430742152286,-7.398929479077025,0.06895703724057989,0.25374700038934334
0.6999422169862215,0.99684898527864,-5.658868832558723,-3.4090627193783765,-7.0268261838966914,9.009665159729547,0.34684898527863994
0.6055543981681888,0.37226090931550904,-5.4446084838417885,-2.875111440055122,-7.228393197375483,0.04901617396784497,0.277739090684491
0.8056916375244474,0.6288229100775223,-5.898920017180496,-2.951879347115777,-6.599515008590338,0.4221267303578049,0.15569163752444737
0.3544907012995113,0.3958667634775831,-4.874693891949891,-2.869713231547836,-7.473742359830741,0.06861973081953288,0.2955092987004887
0.9171921639903617,0.7316519510367245,-6.1520262122581215,-3.0113780927943394,-5.35582656648935,0.7707107073353479,0.2671921639903617
0.9600777376633123,0.6149161822934055,-6.249376464495719,-2.958935138533601,-3.9901076539393765,0.38854550964012335,0.31007773766331226
0.6264118519015973,0.9243588509277769,-5.491954903816627,-3.207464086923016,-7.192236722061902,3.115382438773075,0.2743588509277769
0.39998803787544357,0.38825130824854304,-4.977972845977257,-2.8699744562521095,-7.446566995392809,0.062080209959572086,0.261748691751457
0.6783547443526574,0.599806176533838,-5.609865269680533,-2.9342977543432016,-7.082720348270791,0.3546496951168687,0.05019382346616197
0.5767520780559742,0.5008647238997741,-5.379227217187061,-2.900135232350954,-7.272529346039314,0.18403586977221909,0.14913527610022592
0.5938381738198792,0.8338321039191283,-5.418012654571126,-3.0759578274953654,-7.247100416934587,1.4720789851692397,0.1838321039191283
0.9982092427416189,0.3560514738800272,-6.335934981023476,-2.8999621531863355,-0.6227715342247278,0.03664944319247565,0.3482092427416189
0.982852970460671,0.9099468084604616,-6.301076242945724,-3.205080291995146,-2.484195324154703,2.7041668098547658,0.33285297046067097
0.40921510971128533,0.5851283778407016,-4.998918299044618,-2.9185207613256225,-7.440388172009328,0.3240665850373097,0.2407848902887147
0.6512118751846258,0.8583723404257702,-5.548250956669101,-3.106336159675114,-7.143810815687486,1.7580304570267042,0.20837234042577013
0.4412029296230616,0.9699181986946939,-5.07153065024435,-3.308766991726852,-7.417005137813018,5.471786409804705,0.31991819869469384
0.8517296097789517,0.38802045568592136,-6.003426214198221,-2.890404692849022,-6.262429005223975,0.0618852414990223,0.26197954431407866
0.8102894358868182,0.8993082271007857,-5.909357019463078,-3.1720631220818514,-6.57190777607176,2.453397503157242,0.2493082271007857
0.7670092391772679,0.4280068279873076,-5.811110972932399,-2.8926331809323926,-6.7948026900589635,0.0986559871423649,0.22199317201269242
0.6281264673453913,0.9924358425902808,-5.4958470808740385,-3.389348872224556,-7.189088777550739,8.176670455981796,0.3424358425902808
0.8152065293845896,0.5340971151210562,-5.920518821703019,-2.920479949444236,-6.541132914251055,0.23293147597573083,0.16520652938458957
0.7386217104364472,0.8581000080657037,-5.746671282690736,-3.110113971309624,-6.905902856534596,1.754437938109147,0.20810000806570372
0.7196680687776901,0.7779009212986538,-5.703646516125357,-3.030843754256201,-6.968910217887422,1.0199115017660516,0.12790092129865382
0.3581396098556698,0.825432620559579,-4.882976914372371,-3.0585120180702683,-7.471751680976924,1.3891354106153355,0.29186039014433024
0.7457204337998093,0.5336688780442297,-5.762785384725568,-2.91648151075178,-6.880165528871692,0.23225403195262428,0.11633112195577033
0.5660829965887868,0.7327225730582095,-5.355008402256546,-2.9926380566415802,-7.28738293522506,0.775616343279848,0.08391700341121322
0.9507277625463162,0.5099869698967812,-6.228152020980138,-2.924799862520909,-4.395189626233115,0.19674735053412884,0.30072776254631617
0.6167110079907643,0.6529290183408145,-5.469933988139035,-2.952769624480011,-7.209531516714939,0.4864721739092295,0.03328899200923574
0.8416484195273424,0.38785386654359466,-5.980541912327068,-2.8896968214419143,-6.349549206240803,0.06174466544642043,0.26214613345640536
0.8959086100129672,0.826141343475387,-6.103712544729436,-3.0844597475127555,-5.739126401363394,1.3958832554440574,0.24590861001296715
0.6655294872476815,0.9781439850530758,-5.580751936052238,-3.3425535166050087,-7.112747075874757,6.245349368215339,0.32814398505307574
0.7447620708752964,0.5118098210012731,-5.760609900886923,-2.910495874769213,-6.883713935084001,0.19934929073513197,0.13819017899872688
0.38010253653558296,0.8700354161808257,-4.932832757935774,-3.110737465837103,-7.459092084949318,1.9225507005875744,0.26989746346441706
0.6412508551620781,0.4206688806017151,-5.525639441217917,-2.885180530235618,-7.164032437411377,0.0914352336954265,0.22933111939828493
0.7465520407254491,0.9785105847496673,-5.76467313244677,-3.347590774088971,-6.877067298648287,6.2843516121511795,0.3285105847496673
0.47467498391614865,0.4412034148506716,-5.147512213489658,-2.8826250534930757,-7.388890462331453,0.11221891796522909,0.20879658514932842
0.8055839814923429,0.5043960031477404,-5.898675637987619,-2.9119311819368585,-6.600148429467414,0.18889613483735257,0.15558398149234287
0.7934288331049322,0.7422230015872802,-5.871083451148197,-3.009320859243789,-6.668099461362987,0.820729118928796,0.14342883310493215
0.9444304468835352,0.6034161985634514,-6.213857114425625,-2.952908826062179,-4.625067177766976,0.3625164505078349,0.29443044688353515
0.4564857678873068,0.8207834242565872,-5.106222693104186,-3.0573836053014296,-7.404665047232097,1.3459485977785457,0.1935142321126932
