x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,f1,f2
0.5504224327158459,0.46574901006813346,0.2740365165258928,0.4128371579995857,0.9768933963606699,0.404635202777239,0.483283437269216,0.7387043368083053,0.178367092917757,0.5083041082173739,0.6670509116080033,0.687852477199118,0.5571709508583481,0.5523732772012179,0.21425494192900302,0.24711173909227957,0.4409375959900811,0.6570412417202552,0.6061318361174197,0.6035015970671901,0.4683034762536483,12.484902742388748
0.2981345543612553,0.787211902757272,0.5031097697133787,0.39426311027023364,0.4416398475736082,0.40050797620690864,0.865652384628837,0.5341515449423717,0.46094583722467186,0.6218302819308567,0.593130145426329,0.611349681469034,0.22602063928387334,0.5120023072986764,0.5842818009330593,0.38973742596823524,0.3880991616966049,0.42759289416306956,0.4467902221038637,0.5603986845423722,0.39451980282957994,12.35077586178868
0.6275007142574734,0.2422015204257805,0.7895785406347201,0.6246953158809401,0.4846434557227052,0.7071379192336578,0.4894876219112034,0.21343603970343167,0.45148931623140737,0.7091276364001707,0.5534354780666544,0.5379297945715726,0.5351523978734167,0.31196185286422995,0.4980815382741812,0.7066691272538826,0.46402616581946277,0.39519203099796274,0.6702904575701445,0.5898564382809942,0.6332373145809232,12.985724159939092
0.48203603542471135,0.2951070549699273,0.6915979013035245,0.5947487694295749,0.5328686562277558,0.4345501713479009,0.753383666720724,0.5518293392989535,0.5951328897341654,0.704966035589926,0.26609967851637834,0.5489620931219353,0.5334282527155192,0.6594878994314252,0.3132277976390899,0.6166707676960568,0.7242239818520418,0.7061615684066814,0.4942656356807189,0.5051880032901245,0.6510779040791876,14.074238172931512
0.48685470814333687,0.8290920201304389,0.5977386893458018,0.73164984886755,0.5798757083494006,0.43344320021431193,0.755719765153863,0.2012804845592615,0.2946024839133231,0.7856239202949897,0.4666321083494102,0.32873216915497794,0.40884671535445993,0.7868325348827396,0.3509293988270812,0.8440099744410194,0.4516188561638471,0.5228241354849795,0.5474513761768619,0.3368951614306061,0.3176973367908156,13.616676825811519
0.5787906321274388,0.3391288608361884,0.11622104335645572,0.4159273438285809,0.3222074754017614,0.4886718520764137,0.20429350424183382,0.49207369698709896,0.8375308062032643,0.8351169928341343,0.28519050160108433,0.5894962481546224,0.7133320027974513,0.04220911174521494,0.6036463371525361,0.6774994173744062,0.4595053654459386,0.3351072002198179,0.5624216692498704,0.488365879969612,0.6305720119374869,11.995635690610586
0.5374627416358138,0.4586868814942443,0.719196816597711,0.6076029941330997,0.4567155173372981,0.9309104816224762,0.46266058803224064,0.009373455524152488,0.25440102056039854,0.4682311956050596,0.4927635653431743,0.3732167241290156,0.6594592646802646,0.20444707702762072,0.4397554073447899,0.43273158201744794,0.4849669340015912,0.8063511234320732,0.4670332587762093,0.29797612654063493,0.738425482138483,12.23789434574125
0.1156607112857736,0.37069490552152917,0.26691294497657425,0.5633055981917098,0.6293782352470735,0.42951071318824097,0.19969708429481106,0.33207423450206414,0.4641150745220296,0.7696891110956063,0.614562628253475,0.594919298993432,0.8007101371518242,0.5566871710062513,0.6126528203859724,0.2469146780264248,0.18882788638725148,0.2827167918764075,0.6723301585633792,0.4814796332449675,0.1824138870922953,12.799697568268744
0.5688047250317774,0.5730449546452071,0.42156868917809137,0.5783161202153556,0.23827672238421727,0.3361693559560402,0.5312103885573937,0.1962435013898565,0.5535248666662488,0.7972517322831865,0.5658458178328268,0.5261958421821724,0.5653940425263556,0.8659626252062904,0.4383786738384156,0.5829130650220266,0.8374176484646378,0.5197274828014762,0.09834680074886569,0.7682196357995333,0.27230052671664795,12.394797299549646
0.4202086982203713,0.2923204129189181,0.6324350259617774,0.5397406627775115,0.29370926688546145,0.5009060480680381,0.45663300822508684,0.3983150667051986,0.18223566360430354,0.465348854881916,0.5543847630436903,0.13460140066868673,0.48621390780444246,0.44569462547169797,0.5103060875213775,0.4557831205845826,0.6858319333966907,0.7038315757195961,0.7683209676811008,0.46175285661623,0.3663320405027983,12.778755795908165
0.44548390110467645,0.6922256804398981,0.35363795024187084,0.5091830313364469,0.37541987994100084,0.6288309733965478,0.7233897862240496,0.318986217129976,0.2319155475210898,0.6934511326530087,0.8193106068898404,0.6865222622957156,0.3551581278689978,0.4821472464485669,0.3862318954265306,0.5032360134058901,0.6146631588115445,0.5617038376463059,0.5403138025383003,0.5116263608077241,0.5290557462540435,13.098967849572743
0.4481042007821622,0.36031066148795365,0.6760597907173321,0.39739112562243833,0.44601291101519747,0.5332697429350517,0.4762278137272923,0.4225322345071734,0.759776423243451,0.4054866280795759,0.4652799524039959,0.6449692884209495,0.6454906882354393,0.4372304139032568,0.8325952305637627,0.6589772313167751,0.489872593572329,0.16482807914836506,0.5459687933238445,0.2985877252258707,0.12969124381273622,12.377575548377846
