x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,f1,f2
0.12815220739060157,0.47080451826656716,0.5158960167231841,0.36584315075794427,0.6338855504685077,0.6750709064983718,0.524476343227464,0.7059526252762625,0.7577641769036266,0.4207747751797519,450.70199841603613,186.23249272655528
0.2938721452019952,0.5084194156110751,0.37261309882965327,0.790591566068191,0.7031636056272439,0.32436773268934965,0.2518821872224073,0.47409566453155505,0.4162714347262013,0.3443151875284926,922.6203235738645,792.1288669438533
0.7373823788939855,0.4918984202566046,0.5888938142277103,0.31485476133402224,0.5912526036665513,0.5502400867516715,0.5756820037624392,0.2905525356671111,0.6564854629065313,0.44309156779283265,488.32466976295086,755.1117347007148
0.5452411669097443,0.6194888960345265,0.5837701503272796,0.7147349998680481,0.3073724739787818,0.5880778615543024,0.30527446159089455,-0.08673723378980612,0.5801312704432073,0.592041496691404,624.2012467436775,752.310505550935
0.3189346225776295,0.546035165368804,0.39811749921401735,0.42020044307074955,0.5047292848701221,0.71404923319288,0.002955750878454219,0.5359984083219698,0.7102101179069458,0.6291201235597402,1038.6897080150113,521.5688402013815
0.38788809388352036,0.3454820852623455,0.6138738059015159,0.6688341750333958,0.349480218447179,0.5220558979900367,0.6311112080002935,0.2725225981017767,0.7840007595750431,0.4260556153782365,989.8654791892847,237.44921110031692
0.6770024276001977,0.3771452950985011,0.5568019079170944,0.37375564414437995,0.5170212366834943,0.44965879772718337,0.5787782953286584,0.7615769769973675,0.5927636747477643,0.8127192804903641,538.6702016052762,724.3041258281349
0.6976840590430168,0.5809180851267488,0.6724992332749316,0.5941068035506267,0.5028986019196096,0.6471501108581251,0.24450512873061897,0.7164219032427032,0.39431337574587627,0.7366777305374915,724.4787961885552,773.959546119115
0.5232958239299111,0.35295412241781216,0.35662537705165437,0.7262386515863779,0.5211636040422197,0.781648615761492,0.26306422429627674,0.518657903616426,0.559823677450027,0.5685078220946698,643.5630829499933,811.040856453254
0.8017280456210197,0.735192726883516,0.6780007584625729,0.6400437367835992,0.5519962399684589,0.6454873519798523,0.2749863527238332,0.4376226917621159,0.5346753063167067,0.5365658675220264,317.9903526822955,832.778325919978
0.4816853707741856,0.20574523390115296,0.42645166401354223,0.6261900438492198,0.4673957458570785,0.38617234526442074,0.277250255136651,0.5202729311680385,0.604768398780431,0.7855828525463209,787.867078244819,586.6600703810535
0.19206388450535636,0.7329107653430876,0.346242411409514,0.5484751003388573,0.5494899198512245,0.6001681931870907,0.6192184529015804,0.617378811428537,0.8021650037138216,0.5424986204574648,946.7604819742434,548.7422799457013
0.33973746066663185,0.596408093080931,0.3840901641676664,0.5321864715421385,0.740522126592944,0.5064508391093221,0.33247691004675894,0.7002388091500911,0.33064968823123314,0.28866235209675983,893.4505549675113,506.06042650839237
0.8009230663896373,0.71243782360797,0.5460832880925371,0.2895194281125915,0.3067625098086468,0.6593925222072693,0.5656564867748151,0.2895109478637546,0.5146223726844246,0.4032079442501657,297.7472694965747,727.1694151060968
0.6267947731322373,0.5623120997053291,0.542611399632574,0.4741535643645626,0.6804701675806484,0.594629982090794,0.5939236105793193,0.5363148156107821,0.23457465023701654,0.5894240458382904,437.103879176267,603.0297821285761
0.12949274499986008,0.40742206858313035,0.5332163269954772,0.192351479996638,0.1784655947977121,0.6497479125936416,0.5760089904956867,0.8807198007570125,0.45965125025010917,0.220928942865263,605.5502396490085,202.97218613434615
0.5793544953946823,0.18552865167741026,0.4474344880363335,0.39784242590185065,0.3459527911778169,0.5099661888519152,0.5077210970589353,0.1955734949276083,0.4321215431247003,0.6033974226840164,582.5331190188083,590.774169971797
0.19143735010125096,0.30579136204098395,0.4812300295659197,0.5693523029124566,0.5959618923513753,0.3952241015157392,0.41660369414374704,0.7088421940782044,0.3587632323354967,0.4239227664854244,494.9393775683603,263.93840859486517
0.44054222465082477,0.6252076092224883,0.29680422319127436,0.26406774341779543,0.15801996492082832,0.6199067657742129,0.3303395315348834,0.6457935956996019,0.9997766970876435,0.581934838208394,600.5874921550065,544.7497856302474
0.712881764363139,0.614120653657114,0.14400290029680518,0.9078042906918695,0.21034285648447573,0.29133798823662344,0.41599017489345586,0.40672876829358373,0.629216283790772,0.4286438098009079,781.6640688199615,1085.539975695326
0.21293823605839968,0.4844181196454772,0.3026728659654844,0.2732827312663818,0.6067060279739681,0.5079180610573387,0.3389210029301347,0.2554303079325023,0.574363566238791,0.5334488310998383,1020.0927855302835,594.929534338549
0.43840336858814216,0.5984193091343277,0.639882160233819,0.6531505408365466,0.5401542811793354,0.42403788439430545,0.8697567598684541,0.2980409504914024,0.2849460065448087,0.5600859759393866,581.2732008209058,505.5561901303491
0.705086291779217,0.7319720871070011,0.9967233021748251,0.26885335412942657,0.20816072110566974,0.3292582849277531,0.3122142027424069,0.24676141177400573,0.2762090172813323,0.5944867008471695,499.16439040975405,574.8818724809366
0.6375027341076491,0.646365932700254,0.18562795737931231,0.8480776143677786,0.6896482290555913,0.31717040408483055,0.16944511272503787,0.6936939235299827,0.7592164647723885,0.4197333666357479,483.84553507201815,373.14106189118326
0.44581730352571014,0.48833398569781555,0.5864473388851379,0.8262491615592866,0.5398031520908644,0.4389252243907225,0.47363964145061305,0.6974221764263594,0.3548800489881163,0.5494798978488589,766.2239066245456,708.1838358743132
0.7268318356887911,0.5991360705883751,0.5234162811257674,0.33112065470666874,0.2934993829607006,0.1337714216184728,0.48746012263774613,0.1947394639564854,0.5540372816949817,0.37390017120509783,394.7981327213511,873.4137639382747
0.2988423948538633,0.5179563233805502,0.49544252709763703,0.4768200247432167,0.4223907148137756,0.36523561975730745,0.7340891949345397,0.3931422632174362,0.3568858985840375,0.6210928654391263,700.4564248018935,479.6561677246993
0.17596467661571033,0.48090108365384243,0.5006861711939655,0.3056343866814184,0.31105055189612063,0.47605156952183747,0.48024546160126663,0.6608275995683655,0.6984058178872798,0.4021716765701345,1018.5514674305415,684.1404193440202
0.4903204503700779,0.5624458107545232,0.3018687136407776,0.563450430332166,0.689488232713742,0.34322055447599564,0.5072303344138867,0.4207511503559996,0.6369701121363147,0.501216080198371,595.7308594991779,432.2623473626028
0.5608927058211979,0.6741761288526917,0.3600275746968317,0.44352325902466133,0.7332589657979414,0.45449212307343084,0.44470894076110834,0.5888690134551944,0.6974702477306465,0.5288173434851342,620.5967797607974,507.7297734566836
0.4738892265966411,0.5234353227598224,0.3697328386896271,0.26175182934509933,0.17074798348919923,0.5803445292226729,0.4042009216981029,0.5773338912387771,0.5176736891642509,0.24760193002008318,630.2974057492821,722.8432661309174
0.8129240135466961,0.7789850892806994,0.6213142147253399,0.6097333061088129,0.478557197081612,0.38155725558875203,0.8042554328089283,0.552889380188836,0.17020721148308024,0.5092431054597653,425.79331935137867,825.5519477664722
0.5690971889417563,0.5803127758208092,0.5544512492173855,0.5815825232433177,0.23366565735071793,0.7023318602839295,0.3639813007647816,0.31063516261708457,0.6343195303331843,0.6275356485331819,648.1356704087312,655.1873462849786
0.710831128223173,0.8689219373208497,0.44803441720045356,0.35445658011492276,0.6146639834334974,0.42047524968400496,0.4935018334193196,0.4234726988605612,0.42669164764187995,0.3820589103741524,578.890620339805,864.1366480204985
0.5330931822508352,0.18515461058032173,0.3862933827936199,0.4157735728638017,0.4532809054511952,0.6480818131089671,0.43681263013405824,0.552456216002442,0.49830048771708396,0.3843357874933654,727.113074983089,903.1265570467039
0.45715841091683024,0.7088437804634748,0.6011847613449948,0.5879654022695863,0.5106631888772317,0.44183935451130313,0.77151239804076,0.3613755307485709,0.7606940872538586,0.34110862184919627,574.130089295972,549.3725346786576
0.6033882749121946,0.4298713695510513,0.40199299952835327,0.4862547370213826,0.48462157357420754,0.5421728966569863,0.788640323516512,0.7064659232997843,0.60091345877828,0.08348819163559756,593.332098499042,868.5541017260515
0.5208739075690612,0.5939281864714552,0.27946265653543295,0.5777092521983366,0.7450737660926606,0.528500146988951,0.4525988001182472,0.5231337672832181,0.2807057757971961,0.6507117316403477,568.7184220120577,589.3088116307725
0.16594449148136386,0.6967126726444752,0.7563413339969313,0.5203158625604175,0.5282198955493934,0.38517785976898045,0.6295368901612647,0.43231831196267867,0.4386079236671046,0.5082180355058583,811.8931907374396,799.7665262496621
0.16750511567554902,0.4631824844326751,0.527295990226435,0.4710530382984879,0.48144538805893705,0.25632219435301373,0.5979527163893387,0.7101021727563902,0.6792174409405192,0.17970462064241574,953.3917593729615,47.65189692424985
0.3048333917698476,0.6930234210742915,0.22621985779364343,0.7443216601245686,0.5038483687106338,0.4309020706211282,0.3726468320838847,0.01432513721822054,0.6276536347292958,0.5780388163956153,468.8719583263337,242.20090633962735
0.544382455280328,0.37799108326570974,0.5897823825390173,0.22577031299663905,0.3537127305936831,0.5747416821243588,0.701482887296896,0.5672852985386228,0.37301714451107704,0.5644326999923817,1018.91062019888,881.4069853735697
0.7700811049822193,0.5670760104818715,0.3904093521697569,0.4187803029206401,0.552456349288553,0.6074887138309524,0.5068711056664467,0.586871721718958,0.578338987960035,0.5350555481734223,227.9501350343458,643.4879810127178
0.807935703611032,0.6665634016063582,0.5771628283549688,0.6604149206654955,0.4654338912057518,0.6007730797394562,0.5451291289085184,0.5506656209165979,0.5977703590741331,0.4818376378735095,544.5585413502985,1012.6920681216158
0.47848629579641705,0.42947511420632345,0.546229350433594,0.5795723764298064,0.4528620850421071,0.3579494404738969,0.337995492269859,0.3887276658465467,0.5330016128637979,0.2733821732245761,328.8878405239448,349.300011829614
0.7392390038591765,0.6616303012994478,0.6428251002583752,0.4700271707068188,0.24469515534923728,0.3529073024057864,0.5874569748167462,0.6106068662137698,0.4089569784250577,0.606006749726081,394.1304215804097,622.6583905064966
0.48241707472412937,0.3318830228993968,0.2241862355996433,0.7472262780584059,0.36620883840779805,0.7321778274695018,0.5292508924357737,0.37214191108711936,0.36170406889085877,0.6178775757867858,812.2803748054075,640.2197210917386
0.39523228038660735,0.552627160452627,0.5483185603807841,0.5999322395156607,0.5353143142954994,0.6316970229462852,0.4493286446463628,0.34348190830486486,0.1267733532281346,0.47779624980053637,606.1746656363115,487.2515055486723
