the thicknesses of the shell,the the head of pressure vessel,the inner radius,the length of the cylindrical section,minimize to total cost of a clyndrical pressure vessel,the sum of the four constraint violations
11.037489343445703,18.63080191737496,42.58098298488064,83.26097223122223,5869.38374477604,0.7812774223242387
2.722331830831186,18.484329741085418,89.35182848581054,197.46508187240934,18113.734177499486,6644884.093923285
14.158799432229122,85.40887525440326,100.13155985403374,33.47549945799523,98137.89163945336,3963781.407023159
22.188648913159778,77.84717717706798,130.42163715904644,46.266519240704895,157778.10877585967,10468994.636032028
42.616827847022485,21.488125914926687,199.49199528985986,48.618154793775034,138798.52057939148,38038158.86419857
29.409786049867485,24.143634617483656,23.190474617822602,133.33447959315077,7820.901655660227,2.643686712021996
68.06606627833403,68.235229375763,40.84384745327091,60.502455762617224,37240.1029162118,7.322063439447667
93.42091953782169,39.34159479072676,12.97749516161695,57.0495855778442,18209.551274080615,7.875729039538967
62.96039895122649,61.83480630633082,94.94581445279798,33.94463219091074,100882.2708429384,3250557.610964359
74.43513949783708,96.54253497901324,154.82329659285813,81.30418324992574,365839.8485723908,20371843.05781325
18.88891201046823,79.02781073222148,95.85443534659031,31.294595734182348,85704.06465232976,3296469.1761776693
43.71417232499971,41.72685178967446,53.472544119262245,19.193915752796357,23585.168003809013,3.832851827600477
5.496807515599507,43.44931977687637,144.42583463679009,181.27499178781946,105104.91541120388,23201888.59769527
65.58100476971809,56.4178172978212,94.2386084230631,205.77685680903633,147956.2485905877,7950927.802458348
37.96136697930658,80.18172624978851,81.63341062936784,160.9890918464953,90683.71371525005,4353138.634741446
6.101755335579146,7.9716881529603185,45.563462859040314,45.574364721089815,2477.7681167885894,0.06532456432475542
84.06196119948808,15.426661129524213,91.89514205985752,163.60699177410615,127733.63215878462,6295094.837034172
7.9759070553078875,77.10374850232314,58.77416511477299,99.58522024001735,31751.49862510334,635183.9657736438
98.66346769217026,49.421095801539195,76.37700131375814,137.99299055176016,147095.28548803052,3099188.019127984
55.692759739398646,79.16472241876164,69.68571931434198,214.81684756813453,100511.43916870921,3398717.7534689466
54.91002393177537,52.29946442138496,130.25194176381987,89.37249017721312,156826.37877098873,12723839.912617551
9.078324654606776,6.238473948838136,82.02673002033907,203.68237768953057,11054.629642826038,5321230.34712798
16.793631266058842,67.03741690406095,155.71584135110734,192.02238227826268,204488.77310484165,29147057.13482473
54.3293628328093,48.480975754311665,19.223496137801824,208.0231391880367,22217.84356965888,5.820594371385795
94.93532600904867,86.3621582160686,20.3874248249155,154.65991304387205,47147.269597617495,10.724526668049437
23.20479199753493,87.96103907021491,140.9926042824724,175.54431699167813,223479.89992582554,21407258.654116772
44.0748816710802,59.592599886417794,155.7164103018948,170.90131426996433,234684.99442684164,27538416.711060513
17.6122089369732,16.65862662088844,52.57524193601038,51.825095719111765,8657.809245756795,0.6712300225654605
29.701231199154915,57.12284758776349,53.561730076771234,140.09861872791163,32225.156092735542,610336.672110825
52.05775304994802,76.91984743146705,88.72248941772135,219.59307413836441,132705.001836657,7059887.5001593735
34.40869797871177,30.99516877144405,174.45131792008826,197.52847374954482,168873.43247645666,39828284.25243524
37.55883475188044,53.78912218283504,73.83690891294611,233.38351798803353,70621.10948894279,4387506.796063662
49.749749969401385,65.09193918143187,90.78410890929976,37.552331890792374,84915.87673248135,2810456.3747795876
55.63166050273265,77.1113867574098,137.2896210174951,181.43802120808618,255954.97664950055,20287009.51484283
72.44579654884824,73.89546841843857,92.70730883059858,111.85094635887192,144139.7534266624,5061650.899360728
94.05884624721877,31.52709184254743,60.49562216227849,139.79787010633612,100643.04261055641,1238697.0514471275
68.3955396873726,32.85279367340174,26.948117604107004,195.20875640172486,37398.980489485475,5.535316288297554
80.10984404492804,43.18487427124353,63.90108800422643,183.40415631382558,102196.49215435455,2149737.495460199
37.73781717291281,41.4787910790768,25.53205833702156,15.31830193039998,6679.235554787721,4.201155437560298
66.31356817873167,17.19394644755789,21.876215881989378,225.65634981481784,33120.129990399706,4.556589933963426
20.957523360938833,63.62567303675404,178.28051389806387,104.35090676060928,247919.81895717906,32859271.11130355
31.807576164467477,71.03316097567428,77.99350372726597,164.58624905760905,72249.72612485733,3836593.3481060998
2.0051749874824916,48.37836852521198,172.93207837853979,163.5774672011168,161787.41990132508,35735088.417849705
68.21440406339111,72.06396261841313,179.51771836038563,15.51237009173136,330444.9124851524,24507709.631123733
25.707806208628785,75.84917158982185,178.51586640992264,154.860409557985,307762.95735322527,38037736.24785754
44.185904906037194,65.65702177881879,65.16387485292276,153.86830727045216,61768.37840523862,1915714.3505168129
97.35418188004944,71.0917371702336,14.767464416462072,47.97790885204022,20745.555043773966,10.074106326229234
78.8406616600705,77.61232829162114,61.40234209299953,111.82636492562503,92112.90507111285,998258.0656083352
44.4674886647904,38.087343736317855,70.6711966736118,64.25314462826225,41005.43797656605,1190644.0353861807
54.72182556726612,44.270768217623285,88.42423336741078,95.37023779763037,80572.82274926585,3942668.920865539
62.08732049717502,87.81188644009976,50.466074355581085,140.59498141625042,63737.55771390528,367298.2511477782
26.2273093006701,79.87985330482034,44.07305508760108,152.6395650334615,27658.322022162443,5.353933091273585
16.957607328290305,24.363391370169982,59.78698041820883,214.5981914138679,20124.381235254106,2009022.3389750565
85.22322239957451,73.78593345322477,129.5647887926653,56.69729039386171,239955.6162774305,10804763.906394107
56.1492054481843,18.14651397310864,84.88555529274518,125.89106607595247,63206.07066204054,4115853.0877934387
19.109909268470055,8.379199162517716,10.327564750380713,68.50798133967578,1212.560040644662,1.3896530325990202
96.06392709393253,3.548142676825627,44.17403779187615,226.58904548590212,95623.74349250525,454140.21300451166
75.98538444365528,31.583077280719756,12.956811316983503,97.55075663388412,17102.281441810774,6.376325561618196
54.87366129216044,29.805367664091115,144.63019420350918,142.4082579031795,153039.74068162023,20735024.786364008
25.774024467422194,55.83396657932742,25.741661294014015,138.2543903498675,10227.746077700886,4.382610488280635
47.19621757157456,21.035915546765146,97.89496674800613,237.5030056154608,88121.94058827976,9784348.948555073
83.29897704204045,41.39487446418685,191.34311815610278,85.41928063696419,329025.58385393827,37873507.22267437
98.26158981477944,37.64104723726654,151.4247464693488,195.48989032074422,345606.462655191,27329962.019598417
83.64598693035298,41.02697629292703,137.3992321562577,123.89884011083997,227591.70660311473,16917579.437519547
19.539866756213257,90.94802378208837,161.65112955450422,145.1808832118424,288250.23190566764,28316324.04700691
19.42308957268617,78.09510114362719,96.05239469715347,55.54591827440506,86852.33654782562,4026021.027933509
32.38997416407764,28.39773102610595,76.76684170273198,183.386088528754,44276.51068075953,3994189.6279356987
59.19108545556867,61.08758502528943,194.7606302076978,229.11223172519956,421956.9725051528,56951497.48939338
6.442346285053055,48.47768513296823,138.99312757903311,38.819757648141135,104718.24545311753,12307904.010342807
46.3979197281855,3.623068616789662,199.18447113816754,137.07828874871075,102745.39726503793,48891632.51629104
40.82854254261202,84.41016099564642,144.31883214363398,186.33918468261197,259995.12806365459,23487633.82865027
45.52410895308683,44.68438182653497,58.68247405461825,154.21754268618,47074.29695972022,1218879.605214671
17.24444207666831,65.76691719309852,141.81462472160416,105.46374010107219,160954.0882071967,17314192.54839718
17.17276123479732,77.73664576905222,69.88704984820293,113.2924510074797,49543.590388853976,1872193.7108093821
52.18763122500419,27.57268620077894,17.07298902067776,175.43343942177526,16410.297586002835,4.507614996643653
14.036061233957144,32.12311838990803,146.8596598388308,85.15135969432504,85946.86221690796,17741326.993869394
98.89268710825785,3.2167939444719433,101.06805306714725,134.32522763290697,148739.22867581178,7339024.056133263
27.81788997419876,74.521422540124,37.22699459951025,191.04956111794698,23411.80860547449,5.363873475750124
80.96586968845548,37.781140216784245,141.94981259569568,32.36196617523862,174370.92002310537,12733590.697182383
99.27692113168351,72.27786236132135,34.73948807120855,140.8110258053101,71950.53373798807,9.685613164026346
91.42057936240376,58.2765042764942,141.65482599668363,152.46560209671173,312316.9718891561,20221819.621021222
