the thicknesses of the shell,the the head of pressure vessel,the inner radius,the length of the cylindrical section,minimize to total cost of a clyndrical pressure vessel,the sum of the four constraint violations
37.45656640184573,37.7901602887954,182.1152442649339,83.65171639396546,182724.40105101658,32720410.03900434
76.39617408923809,27.729217259404567,87.99941726664024,131.57468662933877,107118.27105466774,4759462.008576819
45.03924063149043,99.0684997860584,71.32351132936259,154.23443969627655,90280.10086394654,2688693.064433495
97.86599415069378,2.120182616368989,115.66608728142555,192.3607394789313,196733.24132730017,13270939.572159275
75.72264433287022,32.432210682488545,184.8189052620215,140.48377480301082,291000.7293930182,40223439.892652266
56.99557055601197,54.03889003402047,174.90822084910758,71.36803734275645,258178.00353107078,27977206.70921514
10.780770934771187,35.230422144571286,124.68618446435303,179.71092783900062,71496.46598140083,15601070.656247165
22.225220023428868,33.90165372376797,77.05588141219013,75.25109836528182,30738.234952679228,2024188.8755383405
49.96371057702029,65.07898794012615,96.30247770450207,181.1130581376309,125174.64896218598,7721966.522727054
70.40714590970559,14.116644116485837,82.46588452921075,73.677150129923,62906.54455396501,2627253.7689934047
19.93706637423768,22.511209219588963,141.57611675732858,179.66487859598064,76299.39495783436,21904023.734243292
41.28249347904943,84.25460710676539,178.6505871616117,215.71072729088053,387158.1344380605,44216427.27406386
67.85538926358436,41.8833476005937,138.68630220856332,222.31160603861366,233743.21356188797,23310694.642149564
11.82063675340208,2.6186160182214224,172.5746152891187,145.62299339918275,23845.481596449987,33857686.98162954
8.748328906981438,70.29921011172338,115.06863118082903,227.9085142011635,113134.6580351579,14566391.025523942
7.881425554245302,12.223606327623227,15.997943538567723,15.98424824600081,512.8877188405859,0.7886193083477069
82.06371952556012,35.99368888986718,58.600722383542475,12.83977024343261,47743.90959124555,5.684955166458636
52.84239075942366,54.18453525883585,102.64306033288975,190.52325195845634,132507.4379486448,9539831.273612076
20.582116593607253,62.85263899282254,109.05189748661203,65.40597717843565,93171.81333923907,6579980.252162094
1.6208020805114214,4.564941153599668,174.13756589863686,212.8203230125804,19797.439981240055,41097422.26292393
19.196144637078806,9.737690853910514,178.4572666215511,223.41690876024862,70850.4325413342,44863194.2852494
58.30147875485329,31.132999533044984,116.48273497765724,122.13195418181539,114290.23040177219,10530213.012268223
21.695441821424687,99.92904365987165,143.06172729599373,25.039821553731628,236030.3392028919,12578771.405443957
24.550550280650434,44.293546931519096,151.4418247112917,11.256286795495011,121225.42780698488,14063795.262828926
66.79999481446507,57.92302795701642,182.63995332338115,39.52430335914765,299557.0062089255,28365684.284285326
90.51951514487548,95.0029037512957,83.85086569086224,133.5318802467202,181354.03413326896,4123032.336637082
94.48126078782258,32.813662763541885,82.94060489127763,205.19447511286302,166680.13903613275,5528517.036407199
53.36755854482679,75.03428383618841,69.99452202321629,138.25997776472286,80827.17966653779,2268437.6372402147
35.136931707919246,58.63470356280505,73.31072738038301,16.210875327856186,44062.56046282733,628121.7456683024
90.94594159627546,73.2118773509115,169.84243374734893,213.18401957672558,493025.28836685384,38545908.125285365
43.235612073732476,23.407449396047117,126.59717115773421,124.58557198234016,88337.07787364871,13475719.71184027
26.833102304755982,47.36290471338741,53.60688774636317,182.75191678840397,29975.690269697647,999168.773890456
64.94019072165422,67.18551955853536,34.058864254508094,216.90891065741584,49803.18814191364,7.267742354899987
49.68558998261549,44.91010850960619,79.2104855924591,154.58215327543485,75319.34579260503,3832807.194068001
96.22126947385647,95.77615363824266,65.1080612153182,57.16415621512117,112142.02779044714,621381.3151067381
23.56530602559224,84.87696456746855,195.97888116914893,129.66999356797186,396202.7574985014,45879621.222449005
80.97810306869165,60.9536522981013,145.17358911476413,107.81812761535066,274755.30734984914,18658636.873000633
17.094674283341,7.340854535199716,49.8213400297451,236.0190276760882,11666.467194845673,1062471.7141421756
29.479779414955626,14.524180441193103,16.304631446841302,129.38647758747456,5231.448196250889,2.279774429073097
16.040024740719872,24.176942460153924,97.03828120005802,39.58514366658212,29556.405137130823,3702555.059170946
37.883945776090016,75.20686041993369,159.97347361291742,183.28510087384075,277819.0751826044,30588530.87531488
90.71588023734772,94.96540313933231,83.35456673930247,50.10383032002404,146763.61528376566,2223584.1862872504
