the thicknesses of the shell,the the head of pressure vessel,the inner radius,the length of the cylindrical section,minimize to total cost of a clyndrical pressure vessel,the sum of the four constraint violations
57.01657122735071,5.89013195375423,10.396189313371925,30.47758340457355,4617.012710958768,3.637673900202354
18.238096663414584,13.671102941180074,192.9735061001115,140.53392100470316,82335.12897380139,45245983.031944446
1.4271621336647904,45.15595580948166,25.81274603291592,18.676049941229117,3353.07750377075,2.566246402845982
99.62651720273587,28.75747309567933,170.1463208727072,194.4382867677064,377902.9180386639,37020562.68248928
71.47409324363274,65.66790029569499,34.39342434446863,138.33926914085697,43878.73472105857,7.570593641905525
86.01003878836455,47.53969119142663,65.2591510326327,85.27117843576205,86539.41571679685,1009033.9081299796
84.39286383613658,18.81631803136058,89.5690566380235,101.51254437818676,104488.47270101577,4272477.894799348
4.565295916521828,17.79824357863148,129.1497001631385,41.03207218554152,34658.9606287722,9877478.311391609
72.25369973707083,96.94340178474721,10.51248252185729,40.13558420276576,9169.74802846644,10.259320004069636
26.655687300298876,37.82323682050969,72.42305278607262,53.59809968169993,30801.935128149482,1178368.678660933
5.335698949875983,46.34636675642237,187.82171268630773,145.71509512445036,186069.4485561393,42607041.529369414
42.79413422872962,75.69134714838414,182.50260416662277,221.10737625832832,380018.0708213935,47302353.76394318
58.40423194487198,20.413533984094247,180.68947914151175,189.19585037593427,204674.5245276591,42820429.0757685
50.41639880908574,89.23230754816481,53.04587829795915,38.03806692026784,43209.328038650274,7.157656869886859
57.84230816670647,38.565224370147575,139.6408401328453,56.06373951920611,140915.00686098362,13544254.895427804
83.74948993627942,60.4644470682195,26.73010241627024,54.85625917314674,28959.666893881746,8.229103846314768
23.05304736882383,3.5172775608686377,37.320147048605705,57.147832586050136,4431.236281129533,0.7172211619619099
22.433618097031967,50.961039243303105,120.59003993244372,15.875272288024817,88676.06653816368,6774788.8228679085
5.689505071426386,9.96735519197329,65.40770166664984,36.997038237932394,5518.1433485446705,373378.4271629822
59.70491825091049,80.81337528785711,120.17504027964128,194.36271243080333,226700.9375023314,14792387.71633921
72.69874273480457,40.85831508722623,22.488775526212873,224.54873933887697,40731.46086471226,6.476423713824021
97.7091142269998,12.548821840128523,27.061009633006723,41.53551963143329,30418.137512960606,6.157060482184086
7.521307795783285,23.532688467704066,12.383289986250094,57.260113389527405,736.4025139279406,1.6428659167965471
58.9564657215372,43.108973533049344,154.92775329288824,206.13360241887898,238666.19819626148,29824528.258177422
81.85690920119765,42.40585910090292,19.74986829267675,185.33783357490793,39201.00732556973,7.1804137984392025
79.49215624281086,46.42324307624127,99.71320529845815,234.0392002697735,188837.48734283782,10167304.020035489
67.62534474621415,87.41124423845415,91.45396867470825,126.82593224107833,151572.29377765095,5240480.325984064
45.06493984279847,7.831673362398739,94.95832797339031,36.29203259525622,29860.698282765734,3318721.848903086
43.2909592113721,23.088711456429994,40.37706331168719,34.1411063361468,13039.601454582958,2.9605254940909416
78.57766745439486,11.067945980949013,29.856557984791614,177.0367803885783,45438.931564307335,4.76393686771861
38.09855716261255,28.378345216270695,77.06381645381384,122.14452498945845,43199.46185912111,2899979.5969682275
12.259197378431969,50.489426971900684,86.89118232048055,188.6147490010447,50908.45921369427,5925799.794763621
61.55576754369029,48.475685832431616,37.15910833382654,220.2546921204327,48646.08945986623,5.803331315652443
95.91390007037384,84.5649020822172,45.366485778810414,191.5680346705765,106133.51724081486,333750.1585519262
82.61181990609039,31.704558057729983,167.89515188098986,91.84428607062296,247496.13741567163,26662056.427841265
98.04850292116359,13.608356066825467,123.7383471213553,21.00011339719728,128321.82635226799,7650138.234795079
29.14472825042659,61.73755917297066,10.916982943656189,148.64660168421108,4909.454468368499,5.372654211904955
4.387273180871238,67.57889675204194,28.47248379869726,74.09634429451984,6504.5041548469835,3.9783725045604283
37.20238413845548,94.11186841990055,37.47854208203677,179.58131558499528,31377.39532904736,7.10661884635406
82.56610768252017,84.38058095467748,123.49935747627215,76.2526202960462,245216.54470687913,10247820.162851842
60.926957926190596,3.0549212499686305,160.30897391427047,164.38135741071312,124892.36867109177,29232315.796423268
84.64182257711485,34.138344815443745,113.41625456605736,237.37494721305413,222338.30631314064,14407613.90405243
25.573385946261475,13.570041738472806,70.5082392424639,93.84306633633385,18905.348764476083,1637933.3774976681
43.19665187187834,41.671085800534904,132.25874571417418,192.0113034921379,147467.5858801229,18946623.78319898
77.78424964878604,98.43644188803914,186.0500189184151,48.50170059274849,495736.7150398813,30954336.375459086
64.06110677270857,66.74801716152416,185.59850758325672,116.93007537445308,375353.01759228035,38138013.16839726
90.0047812183093,97.77524660014436,69.47339429895924,89.18333982075579,126803.13517160786,1460874.7572226059
42.255503910283785,38.537407134504484,98.06513962100544,166.78783167483837,85447.97717016844,7693315.298692901
84.09331050031143,21.46264929326757,122.4086866409098,114.23521706932372,157567.61538200715,11764330.557009736
68.39431168356376,84.61132683752787,170.26489590298905,80.58098239863664,375762.1522390155,26718811.293553345
14.298992623356026,58.406801765675496,119.30747927485004,181.22116306745457,105775.0057510272,13921539.154188126
2.9253061133045737,33.564701339141905,137.7271487110272,114.97981394048269,73629.6822763362,16499168.197039356
54.748208279090335,18.204148664414383,162.8220957300337,91.40043806484545,126462.81353040053,24397714.382910706
63.1731477016182,19.251485056942098,97.64294180997916,88.3243093148202,75637.0167217203,5249047.299755026
86.05244613711324,36.66842765500847,18.846340516114974,203.61609553138436,43725.588838032745,7.143971539515244
46.41285024768483,31.876820567760593,186.00515844968706,202.8054622014188,226348.77230660178,47703951.19024429
91.31043967061564,18.54032078953211,11.978376127696489,45.80334769175391,14623.569470414077,6.529543632477234
42.06576563451189,34.50259679147314,139.50376492811637,35.46730045134389,103625.6328033648,12244703.015924959
46.870838058630426,85.8941343433915,197.16524956674698,93.0629311160072,441375.0330628321,42174993.495396934
50.306748718480186,50.14157639086222,77.43259663201272,69.82345218101341,60993.368347994176,1963958.7505024103
14.974312838039948,5.425774537616534,169.2840226822112,40.50283648034274,22988.84127211386,22671024.44165132
42.95921298457052,37.86635820332678,89.7729313740194,121.38939530766453,67902.15802773424,4807992.6338946065
10.548746422548033,35.47737121668495,189.18892403000115,232.3645788389372,160150.76151596307,53196843.043783054
49.767780710998686,16.204401921915263,14.12775575698803,134.91852908647292,10971.045242644786,3.7175555239684654
14.180871560573589,16.84264314371988,76.72907589794899,117.11067498757332,17465.627242471855,2762245.8553837496
64.96973550016745,47.30844036179999,125.90673763330152,89.25135067145831,157104.1871379742,11509472.66200149
11.82865785102537,48.504147004032816,127.63821237198428,117.87470765320425,97371.83856378213,13447235.000691907
55.37517161092954,10.745942612596952,37.841005205095726,13.943982796461556,12272.406460476628,3.0336654098850393
42.9214963844787,70.885762227202,164.87711674537286,138.94137374178837,279616.45963147696,29344504.84485652
7.997807991016276,51.93178665113799,135.09546300492462,227.46463571187678,115881.20682538109,22073908.019912075
96.63345169026007,93.82740147484546,64.80360816258127,219.66510134364745,170399.04093081527,2742033.981026242
33.54882278814377,1.8140718647094862,191.01040141836307,142.45757666492025,63247.67633422976,44224337.56156571
48.50775619533612,16.952307183592897,198.67291228361668,229.9140640982757,205431.71934246714,60061376.31978513
36.36100155286628,96.48617033127513,85.97022945660096,167.65530479370338,110356.91550037405,5258356.196288375
64.79083909162534,87.29214953271115,52.879807220282366,126.96039884717135,67959.8862332611,438705.289317323
3.4858680997740867,47.310159407953826,14.513901794766966,164.0404541194632,1406.5076487243807,2.7990373768779233
83.55023743524771,32.82020415041109,48.6768218921067,82.78872415252643,55700.61423892049,5.908660456631643
13.128088394600576,94.37365482876298,85.62706276027461,224.66955411319245,87912.12195853642,6508868.712715807
44.412374602135145,42.44474329880933,101.60805599407863,174.65297196577674,97989.72638042684,8762901.934237963
32.917117912583066,66.87883591593186,86.1982395477303,226.4954024544144,90711.00950542072,6673736.34819352
49.45787775001555,28.538861073219152,89.36288207595786,206.5911698335894,83689.12012498429,6876175.028042197
37.84219574401367,89.39375523642957,75.54352221947842,150.15509280430481,84347.62156905732,3201907.9628969994
34.19944010235647,21.954179220109722,170.18856235099034,116.0870577125122,113851.15854348727,29915255.661452085
37.67460731709131,61.47593280821378,81.85190357617788,20.722125845638146,57454.90013961737,1437233.5906340266
11.802531640543409,69.33760815931598,167.7644909582443,225.6673669154179,235763.58107231357,38435775.9375994
86.34875830661674,52.087990090556076,97.45743551827209,104.37997391719762,154327.75942690723,5695905.039943487
6.434231476646623,66.00684369703862,161.05767913520697,160.5951385739953,196815.79830667665,29290947.69800258
67.04897754283569,68.03548145983132,130.38024143272577,163.90853684255188,238616.83111112192,16741130.081362797
70.3662708054983,35.03949833638772,112.07940537928462,71.78901487685417,117682.37067068231,7434562.059649003
39.66727586377425,96.94554426151659,33.68086544329055,65.40405508625467,21126.843794313572,7.5911438406155005
67.71558117752244,14.964457638381717,136.2499700881661,136.37221720920255,136720.74409893254,17252248.600007176
