the thicknesses of the shell,the the head of pressure vessel,the inner radius,the length of the cylindrical section,minimize to total cost of a clyndrical pressure vessel,the sum of the four constraint violations
27.0704124824679,84.5645864189383,198.18392789500348,47.67027946856605,392564.82583765493,37191859.1398164
85.07831974569092,22.070128370162223,58.17873511527894,64.73845102619505,59090.184189254716,217267.0555071085
56.90969505406078,16.02739352431884,51.219427753074534,147.9824745895923,40314.11237500228,486487.44418927404
42.082687010890076,36.102208857128794,34.87236824523009,139.97357285248353,20661.25279935634,3.8692808998075643
54.97980260553232,10.007749412858445,136.48154984872014,147.6279003029525,101327.77512485978,17992094.862073064
15.205684070145903,17.94306622050206,43.93470183347817,143.8550488928191,8715.48674219878,0.7954231991224894
24.167439236561723,99.0056377883112,33.38818261929606,80.2848313717159,16829.65135266447,6.724584813259502
34.493239954800636,76.6340827331101,178.4625153988405,233.33883809665124,346934.66426443664,45859363.219125316
93.77635403278255,20.451898772746446,106.6655421677801,131.16644495856187,163824.62649624256,8475842.734092982
5.235366018548915,73.1453166984844,114.38785832103805,197.21398623313792,110820.04185520028,13080200.69798065
65.81244837622384,69.91244740576778,170.8833375156614,42.63915924770287,305853.46440396237,23517631.21462712
88.0386101601145,80.91766218742713,136.43950243925133,81.19487297643246,295156.79293044686,14091732.09911186
25.130150761916003,25.86043505956529,42.6532624445416,158.67060286321583,15130.913634736375,1.95737991109942
91.80215695463184,93.3764710396834,73.70684851975959,194.51311988393044,176167.36181153133,3701134.1962113464
37.800627021960416,51.27560759230721,176.77667395310502,100.44255059328124,224939.0176024082,31704930.386577524
99.75270561563063,10.79446696102986,184.1934769006748,36.50866407257371,214898.23962793977,28771785.133549362
85.18859373965513,20.903899670729956,32.153973051221385,136.50981293735424,47128.30053055093,5.6976794172027745
8.943578031821094,56.4583315223102,81.15604503397807,55.52496423777499,43131.56921427604,2091881.8383637322
24.045923001990147,97.01918707307078,101.48654741710943,76.92390777540565,123392.76852894995,5571409.807377098
1.6059281329398882,57.27856083759667,46.450081701596915,38.767754057687476,13823.757582404025,3.1193662205667656
16.62762223299723,43.5373809547477,112.0317209668996,95.27769025327959,71280.65959890494,8350795.533340152
91.11073790423032,66.04002788506786,121.04494551974578,143.53625784123076,261354.3267726663,12739983.691322459
46.339340022433944,94.05786197533992,149.9467366857315,228.6510269495258,326799.6468984003,28977029.454261832
