the thicknesses of the shell,the the head of pressure vessel,the inner radius,the length of the cylindrical section,minimize to total cost of a clyndrical pressure vessel,the sum of the four constraint violations
37.27825670648498,68.25887074665837,178.24162355518632,80.43776737772681,280992.74383180006,30452458.29677933
80.86889676188953,96.67979945435616,195.42839094626547,203.0724393015825,652598.2357764519,54334059.30399773
62.948415624088135,30.72733799357735,90.6052815789303,96.07954552233589,82201.98215652045,4297579.958769038
89.92434718140198,72.63201349113176,12.674834028032304,58.38489102754887,17699.576149667228,9.821957786631547
71.04884690861002,92.9986327833156,22.458830686869856,10.963525784448398,15350.80592612151,9.602287322990673
27.06685700667859,20.787502247129087,197.10713322515375,171.59807787742815,138876.9769370636,51725493.80661185
91.51420280360297,93.90898054640884,68.0827307837371,59.70719632260218,113879.04607992848,895374.1812548215
90.04678206002473,81.43022216990455,113.91900378916503,137.02854558473732,256709.99419428263,10483339.427664388
39.38404150650494,89.42267933975889,129.52982223389915,236.2178010695162,232076.85395286218,20258221.6333931
73.68495539270049,13.14366440653106,79.96509752325977,143.11224695022355,85809.35286118486,3720790.1732929708
78.8582045724183,72.54508322290869,15.633996683942353,116.03240822286206,24075.546351223715,9.049115535635103
34.99980068444071,37.268087273594496,146.77394312788292,65.56692620095626,116610.16106573268,16385939.986776834
92.80619506454138,64.4049870171284,73.08841144988521,237.72940235459802,175272.56049428243,4329050.294968644
73.85253487113245,55.44060422370655,113.66961783912569,190.44367894042966,202427.62098392224,12586540.619848171
71.11266194950181,32.021761445605286,60.19998302315208,118.52515266349607,63502.77122068434,967299.2071883898
14.980899539489222,31.47703057580352,109.12708163478709,69.23380150715188,47530.42713661381,6737800.250201547
64.6888944406127,64.30646354527116,162.3331161521254,51.41980534078702,264372.7797668172,20879758.080971252
63.52964222591018,38.300859133321936,77.47599296240031,12.252377989779848,52926.552774631855,883058.3678056004
96.80273420303804,20.224884546039632,124.76149656058995,99.8269331978694,184183.18471771252,11720055.20515737
15.938530032298335,87.3645059366558,44.78079933982929,99.87011989781433,23376.460220493238,5.146021747039324
32.787249475699184,40.60073747685766,107.63195153585933,190.80585209812142,90800.81759921314,10871136.404759247
16.067141423031998,19.75929299396026,60.64084250523688,176.5450674328137,16598.674577815986,1677638.447697032
75.09319417970227,17.66507128218052,185.04594878988758,238.00165814417494,294212.42333820235,50848508.3087249
76.73393988309489,20.19258473443878,186.4770217446759,143.50416955044227,253652.27579974575,41543253.87105691
60.78645707157277,80.01362152758911,185.52023043999026,235.0209127388396,473767.6552883239,50862229.776366726
3.7544639837558176,46.72638709783499,90.07926921678722,16.998609307305163,42735.54645502691,2199030.099067172
92.62011157882324,16.072672321785845,87.01646562539183,140.13974669905573,130896.72466225873,4797506.18770878
56.07295776885701,19.646195674951336,127.20298768968183,206.87857701168295,132228.3935005288,17841684.2433105
97.86327066459461,8.766106861975256,184.6423432131824,222.09495827569626,354241.36716160853,48859956.26106153
56.049312439333804,32.93542222542637,97.52853935164977,94.98965784340383,82451.60288537461,5428337.323131436
2.5861578132274357,8.756685779774593,71.7583042615694,49.604310281159485,5621.156439546757,1054207.2647646894
67.46029465475706,91.7994857131061,42.9460182731387,107.65683498177737,51824.64262388124,8.69893683300268
1.630828902415184,35.704736871782366,194.86194128708706,44.47372793016862,152649.07431797008,35002702.984166704
44.03612163334567,23.614329014154784,165.0055256574153,12.779294798682011,101290.60670744293,18615544.20032961
59.77734287716868,44.13174061497702,158.70939410790183,237.34783162563375,265934.58026539633,34231378.12850731
65.13244710421881,35.591856220201194,118.26208786644389,210.1451357382306,168496.7794065235,14865651.04642899
45.0435601215519,88.16337124875386,14.439935054480223,63.232623481173945,7487.275570102737,7.89605227302879
20.263556176361636,45.39189409661949,196.67148064700163,78.40878460488867,211915.47699167993,40096820.39118053
34.69127991744449,26.851472829014067,85.85672059948647,43.45923578519279,36007.70039671481,2361435.194151578
1.2239646801844395,73.52519954529927,14.45535785325939,56.29404865338836,1751.8767514413125,4.4870958860799055
14.156019780643808,76.47751170787163,62.07292643503094,214.8583494166143,41269.73126359322,2306634.5768382703
44.912597368332186,64.09530170289375,144.42535994690368,196.59885669423207,225648.20603361906,24205852.480948504
