inner radius,outer radius,thickness of the disc,actuating force,number of friction surfaces,mass of the brake,stopping time,number of friction surfaces,outer radius,actuating force
73.92820844069803,82.40251860637346,1.695336674473401,907.2957235290056,3.4687224336072404,0.22014515245362132,13.151801195812268,3.0,82.40251860637346,907.2957235290056
68.97162499064848,75.51677158052895,2.0917196957579463,372.5443678317133,7.815845859865202,0.4362574132983667,13.00363552111883,8.0,75.51677158052895,372.5443678317133
72.68566783094997,82.73146829275643,2.1354123747058855,534.2180730214221,6.412697703769442,0.5718837022663771,11.274435883589906,6.0,82.73146829275643,534.2180730214221
74.04146326381895,93.09893984352256,2.355255055819099,528.9006972366315,3.0950737019302013,0.7353417959030919,20.69178951818558,3.0,93.09893984352256,528.9006972366315
75.98033306302341,107.2080104236909,2.358562702822149,889.081136033005,4.979869788946524,1.9837213680715162,6.904037071473573,5.0,107.2080104236909,889.081136033005
62.57555393828501,99.86961258425634,1.8202978168578967,883.6496415923714,8.350145371450516,2.4320689105374984,4.8788048314694725,8.0,99.86961258425634,883.6496415923714
67.06700444681488,81.18636243675003,2.313872754915507,617.3675753439393,2.0962166993948124,0.35606125427618446,29.444671219317772,2.0,81.18636243675003,617.3675753439393
65.39135524273243,94.75446065175352,2.8251620775241006,337.34504169799044,7.226758826331204,2.604326385513456,14.603096844906336,7.0,94.75446065175352,337.34504169799044
67.24022595544866,83.4314893007816,2.8556527630163737,551.286095321092,7.527474689444748,1.5364019557920123,8.48165962318375,8.0,83.4314893007816,551.286095321092
70.49376091677063,76.86139967069741,2.2173849908488563,857.972824398191,7.502211868135986,0.4588511829046992,5.624358166595206,8.0,76.86139967069741,857.972824398191
73.60860511858527,80.55661439679305,2.3912530356147723,890.3440425340917,3.9958510586401017,0.3138244739045637,10.259107026148095,4.0,80.55661439679305,890.3440425340917
70.74444277987854,107.54252933401388,2.7303036102574323,930.970681207123,4.509826404622934,2.6336103180871513,6.746740287331987,5.0,107.54252933401388,930.970681207123
71.19778307266614,102.88099361184553,2.607587208010644,922.9021830059977,6.286933939451155,2.4669273883829863,5.837872785309266,6.0,102.88099361184553,922.9021830059977
58.43155618238901,81.16935667341345,1.5440667531128947,349.75600270554946,5.647585157740724,0.8407082261466775,18.72742940157998,6.0,81.16935667341345,349.75600270554946
73.17936655241844,104.46941092832806,1.7155171531213864,975.5638050250902,4.353475519021751,1.1683634078910854,8.084769035474876,4.0,104.46941092832806,975.5638050250902
68.20737895869723,98.8222840773732,1.6541779366712916,622.0398449932161,7.3998842316561655,1.6582240479631039,7.7057686111142365,7.0,98.8222840773732,622.0398449932161
75.64585139901264,89.20718639259529,1.7705096657563102,575.0147891258591,5.5980329374854145,0.6789537884458842,9.895506826580606,6.0,89.20718639259529,575.0147891258591
75.88380002588579,75.57319502946889,1.7826833920971457,745.5295582449751,8.9531691953115,-0.02055021961841159,5.601389707255671,9.0,75.57319502946889,745.5295582449751
79.33310306338062,84.26331640843162,2.721137953869066,366.02414209965,2.868736902809524,0.21512680821885594,30.04555936935797,3.0,84.26331640843162,366.02414209965
59.6348232634105,102.90473211142401,2.6006619447911303,869.4219211229681,4.265048891225614,2.2410081201849903,9.75184743904908,4.0,102.90473211142401,869.4219211229681
64.10991436554326,102.24487890981337,2.4099659698101594,842.5555655779303,4.529083684957473,2.2478395167185132,7.9432511165594395,5.0,102.24487890981337,842.5555655779303
56.79025528554989,102.83030988204843,1.6711418505341218,491.55869184935443,9.177229554251419,3.009417658309329,7.8069741104774435,9.0,102.83030988204843,491.55869184935443
