x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,f1,f2
0.35768524760390996,0.22797413694894514,0.4415185398021681,0.5884897594619758,0.547567130541951,0.5608028415799821,0.5957196175323513,0.5439390024027032,0.4810833835802675,0.3256982787627217,0.28435310350243637,0.5302248006919292,0.23485568646598454,0.5006894471924224,0.467807832185388,0.8184592572312188,0.40885789679345413,0.5101869436186286,0.39771034865104143,0.3408863678021521,0.6587380319490533,4.5881390605564265
0.5176413343583489,0.3383474501003195,0.6311755551567317,0.5515488192116869,0.44110575363524446,0.7465952493157473,0.569491533071,0.4092759344505825,0.24881286644463946,0.5504381977058996,0.3694760565475022,0.6678081280793138,0.42811178900124525,0.5035251831533578,0.520466269222935,0.16389509775540134,0.49538008201895295,0.49341184364739643,0.5485486798056642,0.39998766932246876,0.7055469713251669,4.073410728790779
0.6769073312255454,0.43358772220351716,0.5653155039934576,0.8972272358976487,0.8042124866312839,0.7589550565921634,0.5412305595563904,0.4871050166726891,0.7090346569767916,0.6696397765904626,0.4765768069649526,0.3864173781270737,0.40651169215991806,0.5916316064178282,0.5562124027463529,0.38822315879741115,0.3548784221146869,0.5303882780541552,0.6725070124442585,0.7481718231613959,0.7341024834234617,3.834131621845253
0.7125057461911083,0.3059395019338812,0.3878657401615644,0.4568779940158917,0.8269568837037616,0.23411512136790885,0.44229409553237464,0.2689875624144481,0.34492238544266973,0.5869894113085418,0.5767936187473235,0.2607967639478643,0.38354513379571087,0.444267066968162,0.5265939526162373,0.6478412170525532,0.5299800626527779,0.527116622731188,0.5969511582149505,0.22436178869297074,0.7571414846241578,3.833229126253583
0.25583101592605656,0.6039297205441823,0.41434853092393814,0.4827724349641873,0.5652631610144704,0.5464665764809343,0.6978224232945338,0.49319482388969615,0.5586943435723297,0.5894908214921244,0.4929984385682996,0.643225526599443,0.8192850961237392,0.6213356423535702,0.3066863598510011,0.5879239855800875,0.26867185647492964,0.5756001951266354,0.33363373535348306,0.40355488933459954,0.6717221351175306,4.435797422765068
0.4445334091704,0.28526731147912365,0.6180514643771432,0.5323106180979476,0.4928401280967759,0.3590851954656339,0.37715060180685206,0.3733119898988315,0.42983059535374213,0.47774956211776404,0.4962108014133972,0.7140649567110493,0.5982084483957024,0.5612542530682793,0.5466485953490202,0.46284191962815957,0.6517730729052142,0.5803117001257825,0.40170447857878155,0.6024680318345943,0.6800269270358412,4.363051522206954
0.6503534783189426,0.6864715193941685,0.6292365519854892,0.5066630853393997,0.428624175627992,0.5766975001213854,0.5201363440142971,0.5114345682420018,0.49909980548444316,0.46784118555137255,0.3937954740850854,0.4887531216754512,0.3951649560317531,0.5095745143400651,0.4514572428961631,0.40480688778618,0.738291432820973,0.569148499887394,0.8220378599888528,0.78954929336489,0.7732007599800386,4.101083114875975
0.5239610834540049,0.5567005417632084,0.25901283479558695,0.4210984865437207,0.671904221087767,0.36041207987570845,0.4538753457078063,0.5706490557706039,0.5721000625990345,0.6219159932789864,0.6037384098784685,0.3365342488915716,0.312993963927783,0.6980488801125757,0.9247855141768443,0.6174224961897524,0.43915975634451365,0.315671324125381,0.4777383535298766,0.5350970694680316,0.7319436282277173,3.831249651455076
0.4548868840658505,0.630431237891835,0.7224568598484189,0.5601682891312278,0.6226889455003458,0.6257551832093678,0.20993349919038756,0.5039063929096487,0.4106674129414561,0.483649635871569,0.7939577785567618,0.49939107772795255,0.5632793302494016,0.24694428149305192,0.4968512649862823,0.42615687678492264,0.5140642506620097,0.5848072147210491,0.32066320593101405,0.6202384251001989,0.7219768962791746,3.871679079307145
0.559906501694187,0.6720641674923122,0.4640279017548172,0.492410745322947,0.42024720952903066,0.5445253548640978,0.7341690714260256,0.39224309075368147,0.35872310514980166,0.2530073139505675,0.2380772322538901,0.4484430856744366,0.4769391363945698,0.5845500733692188,0.5871998038988586,0.4424913747092341,0.6582401416166348,0.43014534499452806,0.5721712194775179,0.571164199069044,0.7530711619013658,3.8558827701057967
0.36773100688101956,0.3740369254251602,0.20023680853357745,0.5086737595478887,0.47809768602847247,0.5050801834477082,0.28581513408627146,0.5207445803840353,0.48899043062534625,0.45781640641475063,0.48321532266319944,0.6145014461763971,0.3216549568287894,0.2637252820011984,0.1259258703505864,0.238543874684903,0.5146149019672226,0.3476312875310762,0.3959136103472871,0.6676309905922879,0.6848465846729563,4.456716780206518
