x_1,x_2,x_3,x_4,minimize cost of a welded beam,minimize end deflection of a welded beam,the sum of the four constraint violations
0.5199508849987868,0.3511143738950281,3.244693311599226,4.03864986531563,9.15240964371753,0.015911712754973294,19888489.910601784
0.3929369590042351,7.425387267730955,3.753163975213522,2.884321114343517,12.42500697499599,0.014395868389376733,8260330.95772839
4.5222806794872,3.180515043710742,1.8044776683070929,3.024321151839422,76.3663971008431,0.12353546433433514,4856301.840771922
2.2208456685245386,8.57131852970251,2.882913647307968,2.662481739481582,55.03679394473884,0.03441062446518358,5130664.157073415
4.610800013204629,9.474108367949517,0.41651771682632965,3.4897781024522816,224.14626425379888,8.705141672772058,1798062.3795042587
3.328649830242646,8.400437916791411,5.955774810608118,0.22682682092459489,104.27796775838502,0.045810484208654884,13168.16909625648
3.331642334984454,0.3280138490783111,2.5947706958901025,4.998917853280388,12.963351049836437,0.02513628780050856,30763909.056398176
0.5949657570697777,0.6680014575270593,4.373232073895114,2.91918198398044,9.270085211903165,0.008990945188639137,9776836.911428982
1.6299911535112392,6.456003713640049,8.59055667339723,0.9017429671912139,26.57243875031362,0.0038399662583792475,517474.910224287
4.645948308158869,7.979285142226242,6.537347298885154,2.012042753076479,204.17466175472373,0.0039051005120838726,4476525.258502398
4.68326404558889,2.1105206611964666,6.621309649824908,1.603187786370636,59.36459353773263,0.004716914489038103,2300547.8516256777
4.562701720177994,5.696076295083154,1.938133706984099,2.8064367506324652,136.153192799869,0.1074404036411372,4152674.477139937
1.198624332674211,2.8242596999040233,9.440069485637839,4.0668983209992655,35.55739373754566,0.0006416308050086349,47712674.94671339
0.8155563284687566,8.351428257882878,2.4351765629585,2.53294274208666,12.769239985623692,0.06001466076553047,3776720.158243792
2.8380457966640766,6.448041795668499,0.302761299622633,1.6343621059599553,57.860756758509865,48.39770046249064,140333.51310359218
0.5404670866734088,5.440672466811561,7.514196424218365,4.064828012171578,30.32309806057002,0.0012728706972042342,40734613.036989585
4.82345381420876,9.825029452673482,3.612358240000421,4.538991415660403,271.3155095499205,0.010259880288229625,31083797.750146843
2.8893496789436868,9.110314164566127,6.749429203718057,3.3579378146579772,109.21870017143173,0.002126181357667405,21210082.41226445
2.9895968806946462,1.2989322215345724,5.824809833740344,3.4235291714759923,27.502584530434152,0.00324455251235479,20022878.491603892
2.463420328703016,5.85965753481975,8.871582524624655,2.219259606893582,58.09355119736246,0.001416650421484043,7474335.278795886
4.036845439511159,5.33708982244951,9.545885031441848,2.3684513341529034,117.11418162902132,0.0010655185870626146,9519045.917765379
1.9701175866185683,9.417691325498097,8.846198590392232,4.875592659476115,88.9728576977732,0.0006503941485369342,78779599.11642814
0.48488285766586703,1.1973450378877641,0.9897786078470752,0.5609091423474644,0.7168999616765901,4.036150816562038,11381.649661194871
3.387640847534664,0.8906387037826746,3.675212953353177,3.5819868752107804,20.722260586699363,0.012345326440286852,15521187.035891954
4.167726612539275,7.519095760380988,9.541224176454804,0.6504693109182923,150.70731812674447,0.003885393262333737,225219.29217724258
4.221409690283997,3.594654200143869,5.042780633441051,4.934818926619068,91.8301117354921,0.003468906894016772,53239016.62600084
4.688064373464179,6.631802902173127,0.3892640949064282,4.353149076649776,162.69723515479635,8.549436934768213,3258158.4791919184
2.40857021263413,5.717893783366353,0.7491875152097711,0.6424012061391281,37.10056446528955,8.126361760695172,25601.435285133368
4.258260142535245,9.5948510631685,5.305525190917578,0.9491366063865597,197.91513201172458,0.015486747858515471,413274.4210987258
4.0796706098324425,4.4488378650482066,1.795028650086468,4.143089662200503,88.3993013607218,0.09160846538027682,12412970.545092896
1.6536487271560854,4.87840556042834,5.667662850896744,4.330992016430977,37.031331586167724,0.0027840349803982443,39625167.71521614
1.0216095583440157,4.9326211589232605,0.31502429526714726,3.255625236039363,6.621333562874933,21.567884130451468,1102563.5453360847
1.826981963670274,1.5507634487232889,9.628739438708733,4.223633494758459,36.144090606647815,0.0005822098720984993,54112110.451751985
4.151215123902487,0.28245792837341055,9.35304860074783,0.8174094353639587,10.630441983147534,0.003282274316109554,410102.9985397901
4.5298530842266205,9.22278428494053,4.056526524622552,4.211160623569473,228.14926798676606,0.007809250014695922,27490893.51228925
3.1167201218493212,2.21320790376269,8.487849145480924,0.8780759034732225,29.563587414849557,0.004088359505825371,475822.3394700122
1.2300486362617709,2.8544163984728095,2.2607396917307434,0.28305495710939843,5.289892539258854,0.6711995415420748,7126.1279084251
3.9048810572648605,5.124228227443347,5.523752729592509,2.496931055376884,99.00616549171026,0.005216327565268846,7460645.065664435
2.285377536762656,6.921659612795026,6.776861048686165,2.7063115024567588,58.39716917110753,0.0026062169650599015,11152936.446384002
2.421377193487829,7.17629361444722,6.298673761798054,1.40704294656671,55.50982116018209,0.006243374644780691,1504631.1587622876
1.072039573684985,5.602459384971715,6.59835728952186,1.3117694776573632,15.275733804510303,0.005825176490989259,1267319.353387159
0.37717499771908936,3.1698976656278166,5.223956169063311,1.0261535896482017,4.926246891179212,0.015005938151980003,499837.64874040044
1.5361024150771285,7.853427693164414,4.829329259963635,2.5823627608771647,33.583115315901885,0.007547383097316029,7380774.175350283
2.647520779274926,7.495385209432388,9.321028602862658,2.47695435898042,81.91519135496699,0.0010943709791612058,10719540.733087476
1.42062392242029,7.90155781194129,7.673845564203408,4.002614822265065,49.98085930797445,0.0012136434891021975,39495865.88163329
4.2005896697132,6.79157763887117,5.648544310290628,4.657838541118478,158.7026598150071,0.002615050283169269,49149337.30666083
0.6642549341133015,3.0794167032246027,3.453447840586149,4.894273936532166,15.389334716690488,0.010889980887252933,37425645.010967225
3.4854387506249314,7.5140561258105265,2.7833153476830406,0.5593942022957181,102.45264169510253,0.18199895315358655,52939.75530224779
4.766063908331113,3.7394065870782094,5.272998027113699,4.654258601583294,114.78136759860534,0.003216997752264295,46354671.790794775
1.5173142524228855,3.9370238164931477,8.534610755447499,1.7412300600825676,22.837135668540853,0.002027994542048794,3533077.4840879394
