x_1,x_2,x_3,x_4,minimize cost of a welded beam,minimize end deflection of a welded beam,the sum of the four constraint violations
2.470064817429478,2.4449885781707485,2.945799563582562,1.4264382911570144,19.80390674074691,0.06020208395682331,807672.1261640586
0.9553223543938925,7.310821976839572,2.6412304448128,3.4932517720369685,16.830373237072692,0.034105570775714286,10679992.60304664
1.6028986735720823,6.703350376824384,1.1187382239495032,3.0579629073179793,22.433718954438277,0.5126918930514455,3176546.5077811107
4.509845337617624,5.8337234950169945,4.637408661708533,2.379552768351238,141.60382477591583,0.009250232473788613,5586328.189302306
2.1004693698187125,5.094135687590052,6.466183412087421,2.1829893339074053,37.79542328171641,0.0037194474131439434,5660088.716117329
1.0772182227005669,8.353327850961573,6.032687216665433,2.97860046821356,30.032327672078903,0.0033568305185660984,13571822.935567142
0.4748643664829216,9.148262773070293,5.540798194115041,1.9433082741885035,14.270246354398138,0.006640723474965637,3536723.0584446397
2.0640669388388093,7.493563919464106,5.670444706969163,1.2519523264473489,42.60916785127549,0.009616896512797556,980929.8743668587
1.8134950171042277,1.1578341378562462,2.1327158048908306,3.7979823741855046,10.113446688193555,0.05958297542037731,11241011.158488499
2.409291053378704,3.9800998941573735,5.844062165167804,4.0232735759784015,45.860995023284104,0.002733694934875096,32565519.825149097
2.2801100697041723,6.0979978660110445,5.2807416953940045,0.8879243586649435,39.55626822816207,0.016788556228660042,338318.36195248313
0.3784750282113475,7.672882703753073,1.494926454818332,1.5405185674193318,3.6154329244250665,0.4265281261167055,533168.0789149791
3.081390234781008,1.776285631665332,8.50938250542879,0.36606833448147524,20.996073919922736,0.00973235164968957,49697.962514763974
3.52592098663654,4.795679911025681,1.9947297983468373,4.074218287962313,73.21221135313972,0.06788558640209197,13039034.471610196
1.6955616359941243,6.981974719468671,3.6021959468339446,4.249692403141596,37.6272714170573,0.011051331282496505,25450759.730556846
0.4929848796059368,7.124756034378599,7.049836971333387,1.0020889794048218,9.092671305198738,0.006252167234992636,605253.1254045279
3.5226392383182974,2.8977430244659663,4.732923623156543,2.378493237567567,48.87479141032364,0.00870529884309081,5675468.666683436
4.404793871751509,7.780578812882395,3.778357062421963,2.3899734481218338,176.22987197770126,0.017028328754666193,4739513.37399055
0.84487849622922,8.851205463027075,3.021195311095261,1.0294142064487266,10.398852428638858,0.07732991460421015,313222.6613165655
0.5078134853347706,5.152778369699975,9.864562941249783,0.14942591343139328,2.826128331202277,0.015304340872316987,9907.696407925403
4.758083657488513,3.4362176367784807,0.4781071681790672,3.530248520649724,87.35540694931068,5.689748227164441,2130946.931187516
3.806078536224073,1.9499948648380325,3.435193173893442,1.177620814159797,34.31015853868855,0.045984887528630176,524759.0578717636
4.846935256357138,3.051379706017285,6.702440073026978,0.6913352773639061,82.99273760392306,0.010545970608197954,204643.90105832496
3.2972119741223636,5.361707131058171,7.433782830220166,2.32545063389519,80.49655626682605,0.002297932994991246,7594534.998796449
0.759914227396606,6.929829195651081,5.517325679460175,1.6500760867566047,13.587925936328809,0.007921077494816832,2166842.691868075
